# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  nChild  extended
1236 35   2817  710.48 3968.68   0.12   0.15  22.900  0.028  22.964  22.900  22.789   2.206   0.915  67.364   0.997   0.911 -78.215   0.978   0.737  89.621   1.000 0 0 1 
1236 35   1070 1383.58 2665.79  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1 -1 
1236 35    979 1297.56  742.58   0.16   0.24  23.080  0.029  23.345  23.081  23.165   3.396   0.810  67.550   3.125   0.733  72.622   4.423   0.751  81.531   1.000 0 0 1 
1236 35   4148  865.62 1864.92  -0.19  -0.21  22.436  0.021  22.801  22.436  22.457   3.213   0.907 -67.654   3.125   0.792 -68.225   5.369   0.774 -75.836   1.000 0 0 1 
1236 35   3423  286.59 3127.69   0.84   0.46  24.454  0.086  24.455  24.222  23.964   3.620   0.652  -4.987   3.176   0.137  -2.645   4.137   0.339  -7.640   0.000 0 0 1 
1236 35   4402  220.47 3772.64  -0.76   0.01  22.571  0.022  23.173  22.572  22.378   4.489   0.807  19.004   4.768   0.777  18.813  11.514   0.782  18.297   1.000 1061866239428672 0 1 
1236 35   4203 1732.91 2899.03  -1.03   0.00  21.464  0.017  21.777  21.270  21.533   4.238   0.802  -2.613   4.734   0.739  -4.437  10.490   0.705  -6.379   0.661 1061866239428192 0 1 
1236 35   1403  933.55 1861.70  -0.07  -0.10  20.167  0.016  20.732  20.168  20.474   4.263   0.993 -31.909   5.272   0.973 -27.568  12.516   0.920 -21.482   1.000 0 3 1 
1236 35   2809  404.96 3737.61  -0.42   0.04  22.243  0.020  22.631  22.238  22.456   3.702   0.864  40.002   3.805   0.838  32.611   6.733   0.861  20.749   0.990 0 0 1 
1236 35   2323  136.61 1280.62  -0.09  -0.07  22.153  0.019  22.392  22.097  22.274   3.269   0.944 -79.741   3.094   0.870 -72.693   4.872   0.811 -71.063   0.824 0 0 1 
1236 35   3762 1479.60 1345.86  -0.11  -0.15     nan    nan     nan     nan  21.093   3.640   0.916  52.335     nan     nan     nan     nan     nan     nan     nan 1061866239427316 0 1 
1236 35   2965  597.72 3147.24  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1 -1 
1236 35   2873  685.42  466.85   0.16  -0.36  22.242  0.019  22.701  22.242  22.478   3.993   0.839  49.408   4.590   0.748  45.349   8.925   0.770  35.402   1.000 0 0 1 
1236 35   4155  403.61 1119.32   0.11   0.13  23.532  0.039  23.999  23.484  23.456   4.136   0.630  73.991   4.447   0.428  75.480   9.895   0.408  76.321   0.924 0 0 1 
1236 35    815 1624.04 1609.93   0.09   0.35  19.697  0.016  19.984  19.658  19.832   3.588   0.903  62.195   3.781   0.886  71.758   5.976   0.901  81.920   0.888 1061866239427465 0 1 
