# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  nChild  extended
1236 50   3146  392.26  224.88   0.33   0.06  21.529  0.019  21.561  21.133  23.225   4.354   0.873  25.398   4.593   0.825  24.138   9.252   0.786  21.728   0.087 1061930663936159 0 1 
1236 50   4891 1854.28 1973.04   0.23   0.27  23.588  0.037  23.588  23.191  23.280   3.886   0.814  29.142   3.786   0.734  29.462   7.334   0.669  31.287   0.000 0 0 1 
1236 50   1727  420.46 4072.35  -0.12  -0.18  22.926  0.027  23.048  22.805  22.917   3.107   0.799  10.870   2.739   0.595  10.660   3.753   0.621   3.056   0.516 1061930663938508 0 1 
1236 50   2994  973.08 1316.30   0.01  -0.04  19.588  0.018  20.156  19.548  19.921   4.816   0.971  45.106   6.108   0.975  35.499  15.027   0.981  25.060   0.945 0 2 1 
1236 50   2492  165.64  650.05  -0.01  -0.07  19.457  0.018  19.724  19.291  19.608   4.184   0.985  37.596   4.804   0.979  28.496   9.387   0.974  12.281   0.643 0 0 1 
1236 50   1688  150.48  134.38   0.39   0.17  21.772  0.019  21.920  21.598  21.803   3.220   0.980 -41.245   3.024   0.939 -41.427   4.988   0.902 -43.415   0.483 0 0 1 
1236 50   1132 1210.00 3014.59  -0.02  -0.09  20.172  0.018  20.500  20.042  20.355   4.104   0.981  70.819   4.682   0.974  58.593   9.443   0.974  32.809   0.741 1061930663937833 0 1 
1236 50   4691  656.83 2940.63  -0.11   0.02     nan    nan     nan     nan  20.004   4.763   0.990  67.666     nan     nan     nan     nan     nan     nan     nan 1061930663937789 0 1 
1236 50   3830  722.97 3509.99  -0.12  -0.04  21.502  0.018  21.701  21.167  21.648   4.528   0.969  73.727   5.052   0.954  81.478  11.550   0.953  88.895   0.421 0 0 1 
1236 50   3330  894.47 2349.88  -0.07  -0.06  21.535  0.019  21.789  21.508  21.633   3.040   0.982  29.925   2.736   0.976   3.198   4.080   0.961 -30.736   0.906 0 0 1 
1236 50   2780 1849.15 1472.53  -0.06  -0.03  21.177  0.018  21.388  21.036  21.281   3.593   0.961  58.010   3.632   0.959  58.264   6.119   0.983  58.690   0.622 0 0 1 
1236 50    120 1814.76 1046.75   0.15   0.14  21.343  0.018  21.647  21.021  21.552   4.833   0.969  27.223   5.574   0.983  18.400  14.352   0.979 -21.994   0.546 0 0 1 
1236 50   3573  297.91 3313.61   0.09  -0.26  20.766  0.018  21.179  20.411  21.044   5.613   0.968  73.180   6.884   0.983  64.810  21.044   0.986 -80.773   0.614 1061930663938052 0 1 
1236 50   4722  358.77 3542.67   0.08  -0.06  21.291  0.018  21.687  21.254  21.493   3.797   0.954   7.096   4.272   0.918   7.509   8.243   0.912   2.751   0.924 1061930663938190 0 1 
1236 50   4800 1955.10 2973.29   0.99  -0.21  23.380  0.031  23.402  22.735  23.158   4.815   0.959  -0.433   5.225   0.949  39.505  14.408   0.916  65.822   0.042 0 0 1 
1236 50    923 1794.38   98.51  -0.03  -0.01  20.373  0.018  20.787  20.323  20.614   3.938   0.952  40.685   4.526   0.933  38.017   9.101   0.931  30.171   0.905 0 0 1 
1236 50    872 1861.90 2039.07  -0.06   0.31  23.823  0.045  23.823  23.443  23.766   3.751   0.887  28.090   3.555   0.830  28.960   6.523   0.809  27.786   0.000 0 0 1 
1236 50   4003  623.59 3091.73   0.03  -0.20  20.790  0.018  21.510  20.694  21.387   6.806   0.837  15.081   8.633   0.850  14.270  27.595   0.851  11.328   0.912 0 0 1 
1236 50    582 1775.26  926.66   0.02  -0.01  20.964  0.018  21.072  20.579  21.028   4.420   0.968   7.307   4.936   0.956   1.448  10.832   0.940 -13.211   0.250 0 0 1 
