# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  nChild  extended
1236 24 190027  281.34 2190.02  -0.26  -0.12  22.030  0.021  22.337  22.030  22.150   3.378   0.848 -14.331   3.405   0.693 -12.172   5.674   0.580  -6.477   1.000 0 0 1 
1236 24 172137  597.78  514.47  -0.03  -0.08  20.965  0.019  21.307  20.966  21.091   3.549   0.839  55.011   3.665   0.717  53.920   6.079   0.695  54.922   1.000 0 0 1 
1236 24 108405  609.49 3755.03  -0.66   0.13  23.246  0.031  23.603  23.042  23.100   5.074   0.713  55.554   5.575   0.628  55.967  13.078   0.618  55.825   0.686 0 0 1 
1236 24  52929  583.07 1864.82  -0.58   0.07  22.830  0.026  22.992  22.571  22.792   4.171   0.820 -10.752   4.561   0.713  -8.574   9.231   0.638  -4.715   0.419 1061818994787417 0 1 
1236 24 125858 1521.32 1254.48   0.01  -0.01     nan    nan     nan     nan  21.315   3.236   0.898 -56.967     nan     nan     nan     nan     nan     nan     nan 1061818994787018 0 1 
1236 24  29162   57.19  161.76  -0.35  -0.50  23.641  0.045  23.647  23.521  23.468   2.881   0.775 -22.907   2.392   0.448 -25.199   2.784   0.354 -28.227   0.052 1061818994786415 0 1 
1236 24  85356 1694.76 1725.94  -0.03  -0.04  20.253  0.019  20.537  20.254  20.361   3.197   0.935  77.981   3.062   0.865  79.491   4.518   0.853  79.898   1.000 1061818994787310 0 1 
1236 24  22142  653.42  608.02   0.02  -0.04  19.988  0.019  20.375  19.989  20.173   4.412   0.675 -41.912   5.304   0.517 -42.064   9.835   0.458 -41.928   1.000 0 0 1 
1236 24 186411 1408.40 1217.83   0.01  -0.15  21.223  0.020  21.844  21.224  21.404   4.744   0.896 -75.858   5.703   0.868 -73.664  14.269   0.860 -69.888   1.000 1061818994787012 0 1 
1236 24  84489 1090.03  837.17  -0.24   0.19     nan    nan     nan     nan     nan   9.328     nan  52.858     nan     nan     nan     nan     nan     nan     nan 1061818994786810 0 1 
1236 24 158283  865.24 2797.12   0.03  -0.01  20.569  0.019  20.946  20.547  20.752   4.343   0.707  35.027   5.059   0.567  35.835   9.422   0.535  35.823   0.948 1061818994787913 0 1 
1236 24 152718  217.78 2472.23  -0.53  -0.00  23.519  0.040  24.026  23.520  23.374   3.410   0.701 -59.343   3.103   0.431 -66.264   6.016   0.607 -71.849   1.000 0 0 1 
1236 24 194071 1782.05 2792.46   0.41   0.52     nan    nan     nan     nan     nan   8.513     nan -34.957     nan     nan     nan     nan     nan     nan     nan 0 0 1 
1236 24  20502 1778.54 3596.49  -0.04  -0.20  21.692  0.020  22.228  21.551  22.186   6.066   0.818 -14.296   7.349   0.750 -13.277  20.615   0.700 -12.020   0.834 0 0 1 
1236 24  60707 1409.30 2162.54   0.07  -0.12  21.493  0.020  21.777  21.490  21.596   3.452   0.797  57.274   3.400   0.638  57.965   5.243   0.592  57.658   0.990 1061818994787577 0 1 
1236 24  57418  649.23  404.14   0.06   0.73  21.496  0.020  22.067  21.457  21.789   5.986   0.584 -67.359   7.555   0.478 -67.330  19.564   0.432 -66.852   0.947 1061818994786548 0 1 
1236 24 131802  417.89 3238.36   0.00   0.12  23.040  0.029  23.183  22.917  23.154   3.185   0.933  69.742   2.824   0.861  70.356   4.348   0.763  66.288   0.556 1061818994788163 0 1 
1236 24  75802 1141.23 1801.01   0.02  -0.04  20.167  0.019  20.569  20.167  20.360   3.694   0.953  17.533   4.056   0.927  19.770   7.396   0.913  11.705   0.999 0 0 1 
1236 24  98991 1365.46 3798.82  -0.19  -0.07  22.351  0.022  22.570  22.213  22.428   3.654   0.913 -85.632   3.559   0.867 -85.643   5.997   0.900 -86.228   0.638 0 0 1 
1236 24 102492 1782.00  969.57   0.14   0.31  24.442  0.096  24.442  24.442  24.486   1.918   0.935  46.027   0.013   0.188  49.465   0.014   0.161  51.555   0.000 1061818994786920 0 0 
1236 24 152056  430.63 1853.73   0.03  -0.26  22.226  0.022  22.651  22.137  22.479   4.032   0.816  30.993   4.323   0.689  31.237  11.169   0.455  35.695   0.850 0 3 1 
