# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  nChild  extended
1236 73 152619  728.48  392.40  -0.20  -0.16  22.554  0.021  22.607  22.037  22.513   6.000   0.610 -21.861   7.194   0.495 -23.503  18.768   0.414 -24.595   0.114 1062029448184027 0 1 
1236 73  43892  106.60  262.61  -0.80   0.17  22.053  0.019  22.053  21.516     nan   4.907   0.760   4.715   5.578   0.664   2.592  13.641   0.596   1.484   0.000 0 0 1 
1236 73  75262  703.90 3231.22  -0.28  -0.07  22.355  0.020  22.354  21.854  22.360   5.741   0.579 -17.710   6.634   0.456 -17.922  15.710   0.382 -18.044   0.000 0 0 1 
1236 73 165890  647.00 1265.50   0.14  -0.46  22.945  0.025  23.080  22.627  23.047   4.445   0.746  79.941   4.714   0.638  80.227   9.798   0.593  80.182   0.334 0 0 1 
1236 73  20502  696.75 2289.30  -0.08   0.05  21.577  0.018  21.598  21.076  21.576   4.981   0.743  -1.848   5.715   0.656  -3.107  13.397   0.606  -3.642   0.048 1062029448185120 0 1 
1236 73  67860 1517.05  160.53  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1 -1 
1236 73   9848 1157.07 1199.63  -0.11  -0.04  22.198  0.020  22.316  21.952  22.264   3.669   0.932 -43.173   3.737   0.852 -39.771   6.844   0.781 -33.957   0.350 0 0 1 
1236 73 106406  632.40 2597.03   0.14   0.49     nan    nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan 0 0 1 
1236 73  12865 1604.04 3595.60  -0.07  -0.38  22.835  0.025  22.931  22.673  22.873   3.668   0.693  53.884   3.613   0.496  55.687   5.533   0.430  59.305   0.387 1062029448185936 0 1 
1236 73  76293  488.24 3622.54   0.53  -0.00  22.531  0.021  22.664  22.043     nan   5.226   0.779 -60.001   5.975   0.721 -57.226  15.692   0.679 -55.382   0.260 0 0 1 
1236 73 131687 1635.13 3273.74   0.08   0.39     nan    nan     nan     nan     nan   3.054   0.910 -12.116     nan     nan     nan     nan     nan     nan     nan 1062029448185735 0 1 
1236 73 128443 1386.82 2443.81  -0.03  -0.05  20.164  0.017  20.212  19.625  20.182   5.403   0.871  38.661   6.458   0.837  37.992  16.459   0.807  37.375   0.099 0 0 1 
1236 73 148551 1094.41 3113.77   0.02  -0.07  21.255  0.018  21.255  20.799  21.263   4.221   0.952  88.891   4.533   0.937 -87.710   9.479   0.922 -83.022   0.000 0 0 1 
1236 73 108539  596.32  122.51   0.22  -0.25  22.349  0.020  22.365  21.900  22.345   4.978   0.672  76.916   5.640   0.548  79.639  12.686   0.454  82.132   0.041 0 0 1 
