id fakeid visit ccd cmodelMag expMag devMag expReff devReff expBA devBA expPosAng devPosAng cmodelMagErr expMagErr fracDev devMagErr nchild parent
1061818994788267 4232 1236 24 21.9347078984 22.1038180056 21.6521826104 4.53522046403 9.34409278379 0.858998134214 0.827422349835 12.095561891 11.9246952693 0.109063967712 0.152040078708 0.412200953335 0.152055787713 2 0
1061818994789534 4232 1236 24 22.2015817983 22.2139227644 21.8410831638 3.93508440279 7.24824694148 0.893047994014 0.855590335435 48.9894184649 55.6247319047 0.11376825811 0.153810025927 0.0385854423405 0.154283789191 0 1061818994788267
1061818994788021 3884 1236 24 21.5014081473 21.5545673972 21.1022813562 4.7168383694 9.77506604208 0.92773413281 0.908486071388 -71.0675476927 -70.0103155589 0.105925323144 0.12643739395 0.134951607859 0.126440687043 0 0
1061818994787618 1419 1236 24 nan nan nan nan nan nan nan nan nan nan nan nan nan 0 0
1061818994787430 4238 1236 24 20.6286891989 20.7394236137 20.3055691722 4.66247067283 9.26648359483 0.96748874753 0.967761136605 44.4384011843 51.0309407479 0.103464622475 0.109223174453 0.282162658255 0.108754500879 0 0
1061818994788908 15 1236 24 20.8652932725 21.0035791166 20.5659360367 4.65486136009 9.33683531081 0.931657330329 0.919950058222 12.8561659979 14.6472659385 0.103125632473 0.111696823224 0.347133012691 0.111281125093 0 1061818994786766
1061818994788247 1040 1236 24 20.394999729 20.451263583 20.0407958068 4.40033907979 8.46427643509 0.974537543776 0.977552191277 88.3454896478 -75.6444229087 0.102566012432 0.105796099047 0.152851168298 0.105347680194 2 0
1061818994789519 1040 1236 24 20.3984020406 20.451850171 20.030612232 4.41476900896 8.65940962709 0.966787535893 0.959381362374 89.7683453779 -82.3994648191 0.102569226405 0.105796857775 0.14288571555 0.105345526935 0 1061818994788247
1061818994789706 4241 1236 24 22.6668033904 22.6663988081 22.156007261 4.85833979809 11.2363432235 0.84297587847 0.782464845179 73.8364502443 75.2778014198 0.125240462618 0.221923132653 0.0 0.224286357859 0 1061818994788627
1061818994787715 3479 1236 24 22.3907910446 22.4171525949 22.0194168446 4.08488256049 7.66300815023 0.910964150205 0.907319874654 20.8600364623 30.5111853469 0.119472594948 0.177950106923 0.0756431895656 0.178679122165 0 0
1061818994787557 1688 1236 24 22.2649112877 22.2823270159 21.7884637219 4.79097904994 10.447055381 0.909852480196 0.900971946096 -7.74958777313 -9.82996495534 0.115064409544 0.174041889517 0.0428964726279 0.174900169494 0 0
1061818994787446 921 1236 24 22.3375904864 22.3789876672 21.8992947956 4.38104729248 9.40138431534 0.91798229053 0.893414590906 -32.0869495216 -34.0011069152 0.116456484394 0.178756663496 0.10170527251 0.179629538634 0 0
1061818994786578 2586 1236 24 20.0913272919 20.1147870742 19.5969652965 5.65546063394 13.0430461702 0.954749259338 0.934258743116 -61.708261347 -61.7440768305 0.100756790871 0.103580473931 0.0540551865054 0.103110384143 2 0
1061818994788836 2586 1236 24 20.114163462 20.1139185933 19.5892857964 5.6462332937 13.0749244772 0.959771312028 0.946792244054 -56.2981736871 -53.2035713172 0.100768009085 0.1035800185 0.0 0.10311191989 0 1061818994786578
1061818994787770 1054 1236 24 22.2935051354 22.354285916 21.9219817585 4.38153836395 8.76714177047 0.892191093912 0.866161445278 -86.79092509 -88.967094768 0.11686102788 0.176008083746 0.160323628688 0.176599212042 0 0
1061818994788101 4260 1236 24 21.7110091515 22.433146176 21.6672401058 6.90278038772 21.8543185216 0.884222236199 0.802876511749 -78.8022123648 -69.5257226807 0.106548496063 0.231448662039 0.956902965568 0.229892904891 3 0
1061818994789410 4260 1236 24 22.7130168175 22.7124251439 22.0573007117 5.38936854782 14.5434486792 0.818959177155 0.804288284288 66.4210240143 68.9527481183 0.125795254968 0.238997407311 0.0 0.241056982418 0 1061818994788101
1061818994788252 2929 1236 24 20.3203378642 20.3455564104 20.0481793853 3.55281458981 5.59458421952 0.97337046007 0.981866177974 38.023465271 43.5652970923 0.102234466542 0.104249876848 0.0909681576279 0.103772108572 0 0
1061818994787870 3880 1236 24 20.5647313402 20.656682406 20.1484597351 5.30416877727 11.8610925396 0.96554936501 0.963457888801 2.53380854561 2.01033095852 0.102621720782 0.108506286488 0.208550571403 0.108127161084 2 0
1061818994789330 3880 1236 24 20.5950486182 20.660721564 20.1498370271 5.31498167463 11.9816128073 0.952577086523 0.941659150941 0.328383505325 -0.310439402219 0.102655014253 0.108510755364 0.150321116399 0.108141613617 0 1061818994787870
1061818994786334 3627 1236 24 21.8374036029 21.8928130288 21.3654962263 5.21686916133 11.8537823742 0.862722658117 0.859954422983 -71.0005149904 -72.330301622 0.106313077613 0.148016669916 0.125753277379 0.148376002252 0 0
1061818994788314 2476 1236 24 22.3437521027 22.343246085 22.0161242444 3.82051532102 6.62830744913 0.751904185796 0.692652111885 -7.65146148607 -3.62044920741 0.117516970799 0.158517971695 0.0 0.159196980944 0 0
1061818994787863 3375 1236 24 20.4864254705 20.6676773872 20.219556945 5.23348844455 10.6945740229 0.840349475258 0.82478175572 54.7071596373 53.7245075336 0.103119701561 0.108558525631 0.437987054513 0.108077580475 0 0
1061818994789669 2609 1236 24 23.0505918706 23.0498961804 22.6988446594 3.86261048783 6.87771892903 0.889665370147 0.856013692106 -75.1797421105 -46.6185332269 0.149562526339 0.262103168434 0.0 0.264557272362 0 1061818994788585
1061818994787942 2614 1236 24 20.029005256 20.1146610146 19.720171701 4.17179356071 7.95326494243 0.983719528451 0.944101045113 69.1794201097 61.4821667842 0.102628966489 0.104400585348 0.236831899457 0.103891238994 2 0
