# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  nChild  extended
1236 42    472  530.63 2872.57   0.06  -0.16  20.982  0.022  21.115  20.585  21.077   4.726   0.957 -61.882   5.316   0.942 -60.288  12.330   0.922 -61.425   0.290 1061896304199337 0 1 
1236 42   2327  208.04 1005.52  -0.10  -0.17  21.528  0.023  21.557  21.142  21.527   4.016   0.935  43.610   4.155   0.927  36.932   7.962   0.940  28.727   0.077 0 0 1 
1236 42   3648  149.23 3418.16   0.17   0.16  21.156  0.022  21.579  20.975  21.399   5.019   0.883  29.022   6.032   0.819  32.930  15.220   0.794  34.895   0.747 0 0 1 
1236 42   4419 1768.29 3640.45  -0.02  -0.02  23.151  0.032  23.151  22.777  23.234   3.377   0.932  30.327   3.105   0.910  26.515   5.665   0.889  19.548   0.000 0 0 1 
1236 42   4621  401.00 2275.62  -0.02  -0.06  19.981  0.022  20.136  19.711  20.071   4.215   0.987  24.075   4.638   0.984  14.765   9.081   0.980   4.237   0.394 0 0 1 
1236 42   2836  323.28 1436.99   0.06  -0.12  21.442  0.023  21.442  21.069  21.405   3.834   0.971  63.674   3.874   0.965  70.376   7.009   0.966  65.253   0.000 0 0 1 
1236 42    895  180.57 2553.62  -0.01  -0.04  19.937  0.022  20.070  19.673  20.011   4.101   0.994 -25.947   4.456   0.989 -28.834   8.408   0.973 -28.332   0.359 0 0 1 
1236 42   2912 1123.24  746.79   0.17  -0.13  22.494  0.025  22.494  21.969  22.485   4.357   0.952   7.388   4.632   0.943   2.482  10.529   0.941  -0.567   0.000 0 0 1 
1236 42   2878 1225.05 1495.46  -0.61  -0.45  22.929  0.028  22.929  22.501  22.948   3.861   0.955 -25.928   3.953   0.885 -32.686   8.030   0.832 -35.774   0.000 0 0 1 
1236 42   1523 1089.14 1261.51  -0.06  -0.22  21.830  0.023  21.894  21.480  21.859   4.040   0.959  40.881   4.157   0.953  41.055   7.998   0.954  47.144   0.174 0 0 1 
1236 42   1457 1508.61 1482.20   0.29   0.05  22.986  0.029  23.184  22.777     nan   4.176   0.822 -49.312   4.703   0.656 -53.469   9.666   0.529 -57.951   0.519 1061896304198480 0 1 
1236 42   2965  454.56 2803.75  -0.08  -0.12  20.180  0.022  20.272  19.768  20.237   4.693   0.997  24.988   5.397   0.984 -15.606  12.155   0.962 -19.313   0.211 0 2 1 
1236 42   2121 1455.56 3562.94  -1.04   0.51  22.375  0.025  22.590  22.237  22.463   3.559   0.847 -31.159   3.542   0.734 -33.893   6.188   0.692 -37.455   0.636 0 0 1 
1236 42   1932 1468.78  499.80   0.24   0.25  23.075  0.030  23.075  22.610  23.027   4.478   0.805  34.501   4.680   0.740  31.053  10.178   0.676  29.150   0.000 0 0 1 
1236 42   4436  158.41 3424.84  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1 -1 
1236 42   2339  424.07  695.21   0.14  -0.07  23.028  0.029  23.028  22.536     nan   4.377   0.850  25.842   4.497   0.827  27.709   9.789   0.813  31.199   0.000 0 0 1 
1236 42   4813  368.04 3677.97   0.04  -0.15  22.221  0.024  22.220  21.622  23.523   4.674   0.914 -48.403   5.266   0.875 -45.130  13.570   0.828 -43.849   0.000 0 0 1 
1236 42   2321 1653.72 2208.02  -0.47  -0.15  23.085  0.031  23.334  22.837  23.299   4.190   0.904  30.475   4.393   0.842  25.846   9.615   0.796  20.490   0.549 0 0 1 
1236 42   4669 1101.84   20.85   0.16   0.15  21.914  0.023  21.914  21.318     nan   4.723   0.956 -54.746   5.277   0.928 -56.797  13.532   0.899 -60.832   0.000 0 0 1 
1236 42   1570  990.64 3606.44   0.07   0.21  22.466  0.025  22.466  22.029  22.464   4.228   0.905  55.487   4.335   0.873  51.323   8.764   0.852  52.712   0.000 0 0 1 
1236 42   4595 1728.58 4116.63   0.10  -0.56  23.564  0.039  23.564  23.064  23.623   4.639   0.751  70.170   4.596   0.756  75.368   9.540   0.849 -89.788   0.000 0 0 1 
1236 42   2318   29.50 1538.71  -0.50   0.29  21.884  0.023  21.988  21.432     nan   4.557   0.985  38.120   5.073   0.972  64.512  12.069   0.959  72.008   0.222 0 0 1 
1236 42   3655  841.00 1773.96   0.02  -0.03  21.389  0.023  21.464  20.947  21.406   4.354   0.965 -44.685   4.787   0.954 -36.399  10.828   0.938 -31.543   0.170 1061896304198663 0 1 
1236 42   4075  924.68 3351.98  -0.03  -0.10  21.022  0.022  21.021  20.623  21.012   4.039   0.954  67.508   4.183   0.943  73.299   7.988   0.929  74.068   0.000 0 0 1 
1236 42    520  988.52 1981.45  -0.14  -0.02  20.764  0.022  20.803  20.258  20.800   4.722   0.984  43.485   5.387   0.973  36.698  12.739   0.967  25.190   0.086 0 0 1 
1236 42    242  770.72  160.40  -0.03  -0.15  20.590  0.022  20.741  20.279  20.686   4.310   0.963  -9.115   4.755   0.943 -18.398   9.991   0.919 -22.664   0.359 1061896304197750 0 1 
1236 42   2973 1514.65 2413.38  -0.40   0.12  22.175  0.024  22.373  21.836  22.280   4.305   0.936 -87.322   4.767   0.900 -83.961  11.051   0.870 -81.525   0.418 0 2 1 
1236 42   3439 1182.22 2757.13   0.04  -0.02  20.473  0.022  20.525  20.063  20.500   4.401   0.982 -86.718   4.826   0.979 -77.738  10.126   0.973 -61.511   0.128 0 0 1 
1236 42    351  626.55 3546.47  -0.00  -0.08  20.539  0.022  20.668  20.216  20.614   4.341   0.990   0.504   4.818   0.976 -24.214  10.102   0.935 -34.083   0.316 1061896304199777 0 1 
1236 42   4557 1903.08 1234.99  -0.22  -0.08  21.198  0.023  21.754  21.082  21.515   4.664   0.961 -49.677   5.641   0.910 -41.399  15.525   0.871 -34.271   0.860 1061896304198325 0 1 
1236 42   4339  182.05 1780.21   0.60   0.48  23.497  0.035  23.497  22.988  23.532   5.103   0.727  12.580   5.624   0.627  14.947  13.159   0.580  14.624   0.000 1061896304198666 0 1 
