# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  SdssMiter ExpMiter DevMiter parentID  nChild  extended
1236 57 116685  281.34 2190.02  -0.12  -0.22  22.899  0.025  23.043  22.818  22.958   3.133   0.938  79.511   2.714   0.901  87.666   3.616   0.914 -80.781   0.649 0 0 0 1061960728708418 0 1 
1236 57  29377  609.49 3755.03   1.90   0.17  20.154  0.016  20.564  20.033  20.388   4.407   0.941  53.665   5.432   0.899  69.443  12.334   0.880  73.454   0.799 0 0 0 0 2 1 
1236 57 130459 1843.14  418.08   0.34   0.20  21.861  0.018  21.860  21.616  21.850   3.339   0.899  40.273   3.022   0.842  33.610   4.386   0.809  29.484   0.000 0 0 0 0 0 1 
1236 57 167926 1603.79  938.76   0.83   0.35  22.795  0.022  22.964  22.501  23.062   4.292   0.734  54.293   4.515   0.671  56.042   9.088   0.695  63.330   0.405 0 0 0 0 2 1 
1236 57  28880 1521.32 1254.48   0.02  -0.05  20.193  0.016  20.207  19.430  20.202   6.318   0.986  30.902   7.932   0.976   6.169  25.387   0.962   3.232   0.025 0 0 0 0 0 1 
1236 57  58088 2004.15 2751.57  -0.15   0.43  22.667  0.022  22.667  22.411  22.678   3.317   0.951 -32.279   3.102   0.858 -34.594   4.768   0.767 -39.186   0.000 0 0 0 0 0 1 
1236 57  71791   57.19  161.76   0.29  -0.09  22.985  0.026  23.075  22.838  23.054   3.197   0.890 -12.571   2.926   0.775 -11.867   4.150   0.739 -11.805   0.391 0 0 0 1061960728707180 0 1 
1236 57 189496 1694.76 1725.94  -0.01  -0.11  21.751  0.017  21.751  21.040  21.788   5.195   0.948  35.487   6.058   0.936  39.345  17.559   0.939  41.596   0.000 0 0 0 0 0 1 
1236 57  64119 1397.62 3258.72   0.01  -0.12  21.197  0.017  21.209  21.049  21.172   2.895   0.966  48.271   2.321   0.961  37.903   2.708   0.974  36.996   0.077 0 0 0 0 0 1 
1236 57  54528  653.42  608.02  -1.00  -1.00  -1.000 -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000 -1 -1 -1 -1 -1 -1 
