ID,RA,DEC
99,139.07315528677307,-0.4015762682731477
329,132.61572540049485,0.25044350664218756
776,138.46743039642968,-0.7597207920465097
931,130.59118387252568,1.6406295868822118
975,140.20708434078804,2.7538617368014613
1449,140.39771489614247,-0.241584769760931
1743,139.7092262817801,2.2008911215036435
1814,138.5382307114809,1.7348167747870944
1975,129.3423371868622,1.594140733907951
2347,131.43540271391652,-0.48804082860467496
2902,137.30739047373905,-0.20560232436955483
3037,139.34382596189886,1.023625990431656
3308,133.6525328131628,0.6425754480162837
3488,140.49559787456528,-0.39262663111919416
4210,136.04559703405175,0.6144534626861464
4340,139.46030102198327,1.7680977592376845
4522,136.47116410511526,-0.04652134418268306
4574,130.68959652151202,-0.16012591834052098
4690,131.63049463225022,1.8580486574393056
5197,133.12555938441255,0.4204988956006628
5352,133.84961666924846,1.83143544755459
5584,130.85213933158016,-0.2469861618206746
5728,130.99027043914924,0.6173053538602647
6031,133.51740048495344,2.4143435649024325
6261,135.50260683316878,2.393260174010468
6441,129.75343423569518,2.0154427432512048
6470,131.0111287541082,1.0935211376264102
6648,132.56608870695644,0.4880889477413213
6679,133.82216039853387,1.585900985082271
6714,129.34674581903423,1.4104730999100392
6889,135.67652139744172,1.3658799153023868
6973,130.00734400267766,0.4042366316084337
6990,132.57451109355134,1.9803562026693835
7166,140.17270185740543,2.1617824977469433
7273,132.77299262030286,0.5277861327338477
8465,140.20253722424061,0.49376034049724715
8639,129.73719855214256,2.1475383237194663
8784,131.25958053481727,1.4420387629209426
8900,138.0898838776327,2.5337409358849667
9082,129.51249112927803,1.9434390930702485
9137,130.78314522659196,0.48307486979695996
9173,136.19883666144977,1.844113107321014
9472,131.73345222154268,-0.6180725988178208
10216,134.0354303631023,0.4301991004391875
10409,132.83869819236494,1.480058407175457
10587,139.25983457981644,0.0030347263460016923
10663,129.40250759001032,1.978007881514705
10948,131.70072813325822,0.8320620583008204
11782,138.4965462148857,0.057298499637329574
11875,130.30195937447093,0.4605158264603702
11976,138.97221979492872,0.4694522143678577
12639,130.60617877160624,-0.449051084359078
12781,136.0327593103327,0.4499998447321037
13129,138.64461436941292,2.4546078711056074
13668,139.73712102158112,2.828225497211018
13673,136.62930800572923,-0.3589776715697731
13703,135.44775961587743,-0.7088238965681646
14003,135.03079390127274,2.4047024305235034
14207,138.64330883150535,-0.860989980277973
14337,133.56192034918982,2.09632984156296
14891,132.32210564261652,2.2555265240905147
15251,135.1872502591551,2.690654144331662
15587,139.04019501335992,1.5776138543333758
15613,135.3138100394699,0.8762602262353247
15726,131.28482105611502,1.081690025615906
15786,134.24227214885306,-0.24912600615644165
15856,130.22659231421537,1.7496605012632829
16034,139.55228957038372,2.2096750755832955
16468,130.4640733178557,-0.5680062308554352
16474,133.02153336521292,1.365610860048507
17239,129.64415802119657,2.1108968872011857
18204,140.48844066760185,2.505722533847283
18601,138.67411970506882,-0.7834445576981747
19375,139.2298862181946,1.0203636916182435
19641,131.75768260734975,1.539200726779399
19775,132.8285754169911,2.499911364357249
19823,131.03427285462493,-0.5886994883479963
19834,131.20431226362368,1.0006178707026359
19950,135.42637314399315,1.3528384142045051
20008,135.1072089706991,-0.29271985401334355
20190,130.09995110750612,2.0292152284853158
20669,131.11334199282868,-0.18312002340169675
20798,133.43054728655846,2.399278730188735
21170,132.64996352662303,-0.5704823572216082
21470,138.65184334347464,0.41769662139185393
22054,135.7648935206306,0.6006274018899905
22120,136.0376098029865,-0.3463914388239396
22567,137.78520106966016,-0.731014831012167
23166,139.82616869809777,0.7445042165393508
23712,131.56507523247652,-0.1861350249418621
24214,130.367011820255,1.810803279681491
24624,132.58622237537693,-0.4722155164674024
25274,129.56781521515683,2.148720856085225
25406,132.27301213520838,-0.10607496969164247
25761,132.54287340439603,0.9427399126734372
26235,139.4845844294167,0.2904110441933443
26566,129.9090078416144,1.7743596783560134
27503,129.47473403851725,-0.4186457727667532
28024,137.64011189316216,0.8503350079596242
28747,138.73731723384475,-0.3780409572175866
28780,137.915825482528,2.2383801419792406
28904,140.39418290140347,1.973241573461248
29265,137.54810212525325,1.651042679061381
29783,132.90940466748236,-0.5919586612233957
29828,133.32564924734712,2.070503864435788
30247,133.9173147422406,-0.549229619215485
30391,135.85653142906844,1.2041197781198503
32413,130.7094995480539,1.8606876776808938
32866,138.01160312667764,2.064672766505033
32999,134.304431486542,1.560654260667529
33077,139.76711530674115,1.7092713156417754
33239,132.37968226621143,1.7223357935186634
33893,131.50324308072436,-0.8956401076341968
34053,134.95745632340137,-0.19957926506892615
34389,137.013794285373,2.0122498939300706
35065,139.11789490794322,1.1279435584325503
35356,132.0423310023906,1.6472493913383437
36222,139.04579910692152,2.670229309539081
36801,138.808168766899,2.7104501788295554
37145,129.7477808468161,2.483205893163066
37669,131.5451457973186,0.6999554840434694
38260,129.75631098102116,-0.01948037039804381
38600,132.08607231124773,0.10324271996214922
39053,130.4902751967578,1.3935552619387228
39114,130.46424445125285,1.7867478646131791
40380,140.16213724080995,0.7902654364304521
40420,129.42711186132868,2.158469123235881
40962,129.46181768999904,1.7097375242539403
42539,129.84713293701537,-0.040542085272143244
43075,138.5972410641427,2.795760428812673
44740,139.65175539809584,2.8625649432934215
46823,130.4044304815582,1.513512780673364
47746,129.57515090270425,0.9817012604827615
48146,139.92499853019925,0.8441774656887209
48332,130.99163114165592,-0.7294308825101925
48732,132.11687453375606,2.374313094876452
49318,131.4992413328187,1.4422673326230075
49591,130.8166422767265,-0.8853664604094913
50006,139.67452036024474,-0.2289883188441956
51064,133.28593806684538,-0.48852801667870455
51971,130.3064371419286,0.6187444029748149
52050,134.0942540524191,0.22374456315335153
52889,136.46472704507286,1.2997186685738245
59040,129.94269295507925,0.12290654521499002
63922,139.31408577413495,0.2024406660383628
75557,129.15488888791714,1.716045457636221
78380,131.74386159307818,1.8986038438441568
93100,130.5585549801058,1.8454459288181693
