ID,ra,dec
1237679340567986311,33.08758657154098,-6.324529023519551
1237679439350661367,33.36773959320469,-6.569122640852253
1237679341103743185,30.553988200731894,-6.074595713683144
1237679439349481833,30.616172088509543,-6.696641078092041
1237679440425648618,36.13517848945893,-5.547894341586174
1237679254671392893,34.32021365009731,-4.130388244074464
1237679439888187494,34.75598387046392,-5.904472762863199
1237679253598240885,35.64027869400532,-4.763185826690838
1237679440425189524,35.10302845203441,-5.648268869873984
1237679440423485553,31.188473311039665,-5.856684590573647
1237679323399192702,37.267511602616125,-4.0876848646553094
1237679440424665185,33.8135067244753,-5.547509945447097
1237679340569362564,36.289191841878235,-6.073777025627103
1237679439889236030,37.16116161877176,-5.92834881962769
1237679439888187555,34.81698105350749,-5.957452510366569
1237679341103546389,30.062401738342842,-6.08886127905792
1237679254672572540,36.96867840261281,-3.8552595290669522
1237679323934556260,33.73498271184505,-3.79603292653724
1237679341104332963,31.811885558528658,-5.912345734784118
1237679341104332820,31.809027375676862,-5.9688065644800785
1237679340569428050,36.36550077101852,-6.0442340939023085
1237679323935277095,35.461683547989544,-3.8801946797774094
1237679253062287432,37.72926009834014,-5.262520539733482
1237679323934556294,33.74967423962089,-3.9065013193580853
1237679254672048246,35.68538875214329,-4.042324073197689
1237679439888187519,34.787873909925985,-5.91047178162627
1237669770301866082,33.23272137889751,-4.177728822360113
1237679340569034955,35.51788580723255,-6.1754901178190735
1237679438814773345,35.57964905392884,-6.810310439362496
1237678887987839084,34.50471087606453,-3.3587808472730556
1237679322323157397,31.98384270426648,-5.162963940585795
1237679440425844885,36.57177533792932,-5.372688281970044
1237679438815101051,36.39586910991599,-6.642769430251122
1237679322862453268,37.54521198714686,-4.634326611226709
1237679253598699731,36.73694877322311,-4.721147182983667
1237679440423420205,30.970790279204678,-5.802851061119962
1237679439886614723,31.248668651976566,-6.199282118094266
1237678887988691046,36.405303083755165,-3.231961303051701
1237679341105381963,34.30467672929664,-5.763218500887386
1237679340569821246,37.24052574376976,-5.9786394139921235
1237679254671720587,35.06778593040839,-4.078042798699827
1237679323936129122,37.33733764720889,-3.766912090024916
1237679323399192908,37.201031884412956,-4.116098146533913
1237679254672310465,36.33919168601534,-3.869513608506851
1237679254134980685,35.2742578571131,-4.49842746609653
1237679322862780592,38.325508678690134,-4.50837713397523
1237679254134260069,33.69515728738186,-4.4985985135864635
1237679323933835361,32.11890521690013,-4.012147778638101
1237679341106561364,36.88071875453117,-5.608849187103905
1237679439889629291,38.084882722668226,-5.746837845284685
1237679321787269350,34.335951169069986,-5.429814669449514
1237679440423747783,31.837656663575295,-5.657776118771374
1237679323397095573,32.42554875467612,-4.408292636995674
1237679321787465899,34.77587184808934,-5.561599269968083
1237679440423878820,32.054522372507506,-5.82045781700591
1237679254133342330,31.618379146018043,-4.686261207918816
1237679323398799463,36.37816953367223,-4.238541195132643
1237679254672638068,37.06057211834719,-3.9920821136688267
1237679254134259971,33.66536141014825,-4.5310443357749435
1237679254134259864,33.73882790696636,-4.499929987579131
1237679439886483574,30.837090391104738,-6.284558895416533
1237679322861994194,36.51498174875161,-4.5167569903120866
1237679340568051911,33.258270208262296,-6.2438735295951915
1237679439351709800,35.77325938390192,-6.445796494150341
1237679253061042395,34.971021641655746,-5.306665156918099
1237679253060255853,33.0603420703183,-5.288265126275227
1237679254134259977,33.68665393992302,-4.577051698499114
