# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  SdssMiter ExpMiter DevMiter parentID  nChild  extended
1236 35  91406  530.63 2872.57   0.09  -0.43  23.214  0.032  23.214  23.054     nan   3.303   0.812 -47.282   2.926   0.628 -41.887   3.661   0.574 -34.387   0.000 0 0 0 0 0 1 
1236 35 188343 1768.29 3640.45   0.04  -0.12  21.180  0.018  21.188  20.708  21.163   4.717   0.804  -4.457   5.351   0.713  -7.494  11.902   0.657  -8.147   0.020 0 0 0 0 0 1 
1236 35 117586  441.19 1111.46  -0.12  -0.05  21.256  0.018  21.303  21.031  21.259   3.527   0.908   5.283   3.391   0.833  -2.824   5.186   0.797  -6.681   0.182 0 0 0 1061866239427170 0 1 
1236 35 133703   59.04 2850.65   0.05  -0.14  20.585  0.018  20.894  20.577  20.705   3.421   0.866  23.835   3.438   0.783  18.877   5.445   0.767  17.227   0.978 0 0 0 0 0 1 
1236 35 113494 1564.00  679.70  -0.04  -0.15  21.612  0.018  21.673  21.207  21.575   5.004   0.694  60.188   5.649   0.591  61.307  12.389   0.528  61.920   0.151 0 0 0 0 0 1 
1236 35   5957  180.57 2553.62   0.66   0.22  22.693  0.022  22.692  22.120  22.759   6.977   0.525 -36.905   8.198   0.416 -39.858  21.449   0.358 -43.241   0.000 0 0 0 0 2 1 
1236 35  38039 1123.24  746.79  -0.53  -0.29  23.034  0.027  23.034  22.610     nan   4.744   0.612  83.603   5.122   0.470  84.401  10.455   0.418  84.474   0.000 0 0 0 0 0 1 
1236 35  13989 1225.05 1495.46  -1.49  -1.14  22.449  0.021  22.449  22.051     nan   4.393   0.743  32.874   4.550   0.634  32.260   8.990   0.587  32.304   0.000 0 0 0 0 0 1 
1236 35 161539 1089.14 1261.51   0.07  -0.37  21.391  0.018  21.577  21.203  21.508   4.389   0.735  73.087   4.767   0.626  73.520   8.856   0.573  72.346   0.524 0 0 0 1061866239427285 0 1 
1236 35  75224  696.41 2471.92  -0.39  -0.11  22.811  0.025  22.810  22.475  22.869   4.231   0.685  48.144   4.279   0.561  49.070   7.506   0.518  52.345   0.000 0 0 0 0 0 1 
1236 35 186203  626.55 3546.47  -0.18  -0.31  22.319  0.021  22.615  22.093  22.540   4.241   0.778  45.990   4.716   0.710  46.555  10.525   0.695  47.456   0.616 0 0 0 0 0 1 
1236 35 176089 1742.29 1634.43  -0.46   0.09  23.023  0.027  23.023  22.510     nan   4.574   0.902 -60.374   5.097   0.800 -57.758  12.048   0.708 -59.139   0.000 0 0 0 1061866239427482 0 1 
1236 35  30397 1508.61 1482.20  -0.00  -0.10  21.633  0.018  21.842  21.512  21.770   3.869   0.797  82.979   4.015   0.684  86.658   6.848   0.632 -89.326   0.653 0 0 0 0 0 1 
1236 35  38878  149.23 3418.16  -0.25  -0.24  21.737  0.019  21.987  21.558  21.884   4.169   0.820 -72.860   4.589   0.722 -69.116   9.169   0.677 -70.338   0.616 0 0 0 1061866239428454 0 1 
1236 35 190008  454.56 2803.75  -0.08  -0.18  22.082  0.020  22.162  21.810  22.046   3.533   0.941 -67.786   3.558   0.859 -51.239   6.375   0.788 -41.663   0.248 0 0 0 0 0 1 
1236 35 128740 1042.44 2670.30   0.04   0.01  21.397  0.018  21.504  21.053  21.442   4.699   0.740  14.827   5.267   0.643  13.809  11.076   0.597  13.685   0.266 0 0 0 0 0 1 
1236 35  46093 1455.56 3562.94  -0.13  -0.20  21.634  0.018  21.633  21.121  21.610   5.142   0.749  20.425   5.931   0.680  18.749  13.701   0.644  17.010   0.000 0 0 0 1061866239428536 0 1 
1236 35 195576  158.41 3424.84  -0.11  -0.15  21.569  0.019  21.942  21.570  21.688   3.696   0.804  89.896   3.968   0.679 -88.052   7.062   0.631 -89.184   1.000 0 0 0 1061866239428454 0 1 
1236 35  14825  802.19  655.90  -1.00  -1.00  -1.000 -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000 -1 -1 -1 -1 -1 -1 
1236 35 135023 1792.33   76.45   0.01  -0.14  20.459  0.017  20.714  20.422  20.564   3.252   0.958  51.068   3.063   0.956  60.706   4.579   0.970  82.047   0.878 0 0 0 0 0 1 
1236 35  92771  990.64 3606.44  -0.03  -0.16  20.900  0.018  21.271  20.837  21.092   4.088   0.841  36.913   4.640   0.777  35.475   9.063   0.755  33.938   0.871 0 0 0 1061866239428574 0 1 
1236 35  58133 1884.80 3977.69  -0.03   0.01  20.044  0.017  20.056  19.590  20.044   4.931   0.849  62.852   5.546   0.818  65.903  11.864   0.803  67.365   0.030 0 0 0 0 0 1 
1236 35  30102  368.04 3677.97  -0.25  -0.02  22.307  0.019  22.306  21.542  22.307   8.426   0.502  78.283  10.646   0.434  79.038  34.056   0.410  79.387   0.000 0 0 0 0 2 1 
1236 35  51843 1653.72 2208.02  -0.10  -0.17  20.218  0.017  20.465  20.134  20.339   3.421   0.999  64.329   3.478   0.943 -39.120   5.781   0.899 -41.651   0.759 0 0 0 0 2 1 
