# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  SdssMiter ExpMiter DevMiter parentID  nChild  extended
1236 41  23863 1963.14 1744.03   0.08  -0.03  20.909  0.027  20.909  20.373  20.895   4.700   0.966  62.295   5.315   0.959  61.521  12.403   0.957  63.644   0.000 0 0 0 0 0 1 
1236 41 165137 1535.62 1984.66  -0.61  -0.60  23.348  0.037  23.347  23.007     nan   3.916   0.783  33.692   4.011   0.684  32.694   7.079   0.637  30.473   0.000 0 0 0 1061892009231677 0 1 
1236 41  49301   31.72 2284.69   0.28   0.31  22.678  0.030  22.678  22.174     nan   4.420   0.914 -72.178   4.658   0.885 -66.545  10.556   0.852 -62.778   0.000 0 0 0 0 0 1 
1236 41 156740 1722.32 2612.37   0.12   0.07  22.731  0.030  22.730  22.202  22.714   4.542   0.843  -2.697   4.986   0.773  -3.565  11.805   0.717  -4.695   0.000 0 0 0 0 0 1 
1236 41 140065 1104.11   28.11   0.89  -0.11  22.940  0.032  22.940  22.520     nan   4.368   0.887  23.540   4.463   0.834  20.126   9.061   0.768  18.396   0.000 0 0 0 0 0 1 
1236 41 188982 2007.21 1442.51  -0.21   0.49  22.969  0.033  22.969  22.757  22.995   3.156   0.905 -30.709   2.749   0.813 -32.127   3.696   0.810 -30.704   0.000 0 0 0 0 0 1 
1236 41  91053  133.58  482.00   0.13  -0.28  22.262  0.028  22.262  21.744  22.267   4.441   0.916  54.621   4.817   0.875  50.898  11.152   0.833  49.654   0.000 0 0 0 0 0 1 
1236 41 144561 1123.22 3862.62  -0.08  -0.19  21.263  0.027  21.560  21.031  21.470   4.804   0.896 -52.704   5.488   0.865 -57.545  12.592   0.839 -58.946   0.607 0 0 0 1061892009232726 0 1 
1236 41 100458 1629.79  175.94   0.09   0.55  22.759  0.031  22.759  22.145     nan   5.268   0.771  80.832   5.847   0.725  83.622  15.412   0.690  85.238   0.000 0 0 0 0 0 1 
1236 41 174368  598.31 3170.53   0.29   0.06  22.818  0.031  22.818  22.444  22.874   3.619   0.986 -19.399   3.617   0.910 -36.333   6.965   0.792 -42.385   0.000 0 0 0 0 0 1 
1236 41 105519 1488.94  267.71  -0.16   0.11  22.726  0.031  22.726  22.480  22.721   3.595   0.852 -84.385   3.364   0.759 -76.757   5.032   0.702 -71.056   0.000 0 0 0 1061892009230498 0 1 
1236 41   5957 1634.81 2498.83  -0.06  -0.00  22.642  0.030  22.890  22.280  22.871   5.543   0.766 -39.280   6.222   0.733 -39.698  15.612   0.740 -42.842   0.464 0 0 0 0 2 1 
1236 41  14713  673.24  701.05   0.07  -0.07  21.222  0.027  21.532  20.937  21.459   5.056   0.892 -16.432   6.140   0.825 -19.968  15.515   0.789 -20.861   0.578 0 0 0 0 2 1 
1236 41  64087  402.35 2462.47  -0.03  -0.50  22.877  0.031  22.893  22.218     nan   5.442   0.804  22.871   6.165   0.781  14.947  17.079   0.768   4.174   0.031 0 0 0 0 0 1 
1236 41  83561  965.04 3527.04   0.09   0.23  22.338  0.029  22.338  21.720     nan   4.974   0.907 -76.994   5.565   0.874 -74.539  14.636   0.839 -73.767   0.000 0 0 0 0 0 1 
1236 41  82089  847.59 3132.74  -0.09  -0.12  22.915  0.032  22.915  22.508  22.903   3.996   0.873  82.305   4.025   0.818 -89.407   7.850   0.785 -83.028   0.000 0 0 0 0 0 1 
1236 41   5387 1514.51 4023.56  -0.18   0.63  22.072  0.028  22.071  21.495  22.941   5.356   0.823 -62.464   6.000   0.798 -61.669  15.137   0.775 -57.541   0.000 0 0 0 1061892009232825 0 1 
