# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  nChild  extended
1236 35   5957  597.78  514.47  -0.27   0.19  22.990  0.025  22.990  22.462  22.977   5.704   0.581 -40.349   6.568   0.448 -40.134  15.899   0.386 -40.230   0.000 0 0 1 
1236 35 114618 1843.14  418.08  -0.06  -0.23  22.294  0.020  22.425  22.008  22.503   4.466   0.729 -19.546   4.849   0.618 -23.679   9.610   0.576 -27.109   0.346 1061866239426812 0 1 
1236 35 114998  918.97 1960.33  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1 -1 
1236 35  34328 1521.32 1254.48   0.00  -0.11     nan    nan     nan     nan  20.282   3.766   0.950  49.474     nan     nan     nan     nan     nan     nan     nan 1061866239427278 0 1 
1236 35 198276 1525.29 2600.24  -0.00  -0.05  20.575  0.017  20.621  20.240  20.585   4.203   0.872 -71.398   4.525   0.796 -66.692   8.564   0.745 -65.705   0.134 0 0 1 
1236 35  63254   57.19  161.76  -0.06  -0.07  21.176  0.018  21.242  20.802  21.225   4.710   0.796 -62.345   5.235   0.710 -61.337  10.870   0.660 -61.025   0.171 0 0 1 
1236 35  16563 1397.62 3258.72  -0.42  -0.09  21.371  0.018  21.492  21.033  21.434   5.069   0.637   5.685   5.899   0.500   3.952  12.952   0.426   2.939   0.295 0 0 1 
1236 35 144198 1408.40 1217.83   0.47   0.12  23.872  0.058  23.872  23.874  23.906   2.099   0.870  50.147   0.822   0.505  55.590   0.514   0.481  55.812   0.000 1061866239427278 0 1 
1236 35  21686 1090.03  837.17   0.24  -0.09  21.087  0.018  21.291  20.578  21.256   8.253   0.502  72.461  10.542   0.425  72.997  32.242   0.376  73.536   0.348 0 0 1 
1236 35  55699  217.78 2472.23  -0.03  -0.22  21.436  0.018  21.436  21.097  21.422   3.919   0.842 -72.045   3.989   0.753 -67.160   7.007   0.708 -64.628   0.000 1061866239427944 0 1 
1236 35 185605 1782.05 2792.46  -0.20   0.24  22.995  0.027  23.260  22.761  23.306   4.821   0.575  45.873   5.235   0.441  49.216  11.554   0.414  56.351   0.576 0 2 1 
1236 35 191866  361.18  265.41  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1 -1 
1236 35  89214   98.84 1149.29   0.05   0.02  22.723  0.024  23.188  22.700  22.838   3.932   0.630   9.578   4.109   0.370   9.573   7.981   0.482  12.065   0.958 1061866239427194 0 1 
1236 35 171163  191.10 3450.08  -1.07   1.19     nan    nan     nan     nan     nan   3.359   0.847 -84.310     nan     nan     nan     nan     nan     nan     nan 0 0 1 
1236 35  45132 1815.08 3448.19   0.05  -0.14  20.965  0.018  21.347  20.925  21.166   4.252   0.745  37.126   4.872   0.631  35.764   9.422   0.597  34.783   0.917 0 0 1 
1236 35  10258 1778.54 3596.49   0.57   0.35     nan    nan     nan     nan     nan   3.457   0.802  31.728     nan     nan     nan     nan     nan     nan     nan 0 0 1 
1236 35 128279 1409.30 2162.54   0.06  -0.46  22.750  0.024  22.811  22.463  22.865   4.661   0.629  -5.428   5.023   0.453  -7.017   9.456   0.357  -8.422   0.195 0 0 1 
1236 35  23713  302.12 3902.85  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1 -1 
1236 35 165477 1141.23 1801.01   0.30   0.09  22.657  0.023  22.656  22.246     nan   4.857   0.629  30.366   5.439   0.469  28.431  11.727   0.353  28.153   0.000 0 0 1 
1236 35 117019  857.61 1910.59   0.14  -0.02  21.350  0.018  21.433  20.761  21.392   5.534   0.811  77.807   6.588   0.767  79.547  18.686   0.718  78.109   0.156 1061866239427615 0 1 
1236 35  97425 1365.46 3798.82  -0.04  -0.13  20.344  0.017  20.536  20.145  20.444   4.610   0.716 -76.873   5.290   0.592 -74.750  10.181   0.533 -73.303   0.517 0 0 1 
1236 35  30597 1782.00  969.57  -0.17  -0.44  20.659  0.017  21.559  20.661  21.229   9.979   0.462 -37.404  13.807   0.438 -35.134  49.063   0.420 -34.588   1.000 0 3 1 
1236 35 187042  430.63 1853.73   0.10  -0.12  21.420  0.018  21.615  21.283  21.510   3.560   0.908  -7.151   3.593   0.824 -13.872   6.113   0.765 -17.580   0.611 0 0 1 
1236 35 188844  227.57  323.79  -0.55  -0.62  20.220  0.017  20.305  19.870  20.263   5.056   0.700  30.603   5.823   0.605  29.758  12.089   0.556  29.781   0.218 0 2 1 
1236 35 197245 1395.05 2188.98  -0.05  -0.01  23.263  0.032  23.262  22.993  23.400   4.297   0.691  -3.928   4.390   0.494  -6.119   7.624   0.347  -6.694   0.000 0 0 1 
1236 35 122357  816.42 3888.02   0.05   0.05  22.259  0.021  22.258  21.930  22.335   4.507   0.610  59.808   4.760   0.459  58.509   8.497   0.389  57.146   0.000 0 0 1 
1236 35  91872  205.73 1659.96  -0.48  -0.04  22.820  0.023  23.043  22.338     nan   5.847   0.654 -28.312   7.442   0.539 -26.834  22.287   0.480 -26.161   0.381 1061866239427494 0 1 
1236 35   2147  314.89  996.49   0.07  -0.22  21.323  0.018  21.794  21.324  21.470   3.729   0.855  36.848   3.898   0.799  35.937   7.800   0.807  12.252   1.000 0 3 1 
1236 35 122997  626.98 4150.53   0.02  -0.53     nan    nan     nan     nan  21.851   4.512   0.749  41.130     nan     nan     nan     nan     nan     nan     nan 0 2 1 
1236 35 199845 1465.47 3875.69  -0.09  -0.14  21.197  0.018  21.197  20.875  21.178   4.515   0.640  36.974   4.794   0.501  35.558   8.427   0.436  35.019   0.000 0 0 1 
1236 35  85787 1626.79 2980.32  -0.01   0.09  22.010  0.019  22.010  21.554  22.028   4.186   0.927  33.681   4.270   0.917  21.659   8.868   0.907  16.884   0.000 1061866239428213 0 1 
1236 35  66808  857.05 4142.86  -0.05   0.14     nan    nan     nan     nan  21.529   3.880   0.737 -27.688     nan     nan     nan     nan     nan     nan     nan 1061866239428915 0 1 
1236 35 200412 2004.15 2751.57   0.85  -0.57  22.651  0.022  22.650  22.065     nan   5.966   0.620  -2.876   6.922   0.512  -3.717  18.626   0.429  -4.381   0.000 0 0 1 
1236 35 123284 1942.03 1722.83  -0.22  -0.22  22.582  0.023  22.794  22.377  22.648   3.538   0.911  23.338   3.481   0.863  19.836   6.717   0.829  25.711   0.544 1061866239427524 0 1 
1236 35   9034  861.40 1315.57  -0.12  -0.18  21.886  0.019  21.886  21.517  21.855   4.764   0.637  24.644   5.224   0.498  22.990  10.028   0.424  22.209   0.000 0 0 1 
1236 35 189752  417.89 3238.36  -0.04  -0.17     nan    nan     nan     nan  21.761   4.148   0.851  31.819     nan     nan     nan     nan     nan     nan     nan 1061866239428346 0 1 
1236 35  19993  609.49 3755.03   0.12  -0.40  22.558  0.022  22.558  22.147  22.598   4.114   0.823 -68.410   4.298   0.731 -69.211   8.623   0.670 -74.026   0.000 1061866239428649 0 1 
1236 35   2995 1603.79  938.76   0.01  -0.13  21.638  0.018  21.876  21.582  21.755   3.426   0.872  47.975   3.257   0.829  45.191   4.912   0.844  39.772   0.821 0 0 1 
1236 35 118293  713.70 2789.23  -0.04  -0.01  20.814  0.018  21.173  20.776  20.984   4.097   0.772  12.147   4.701   0.644   9.861   8.883   0.589   9.122   0.913 1061866239428108 0 1 
1236 35  31479 1962.83 3339.10   0.17  -0.10  20.717  0.017  20.974  20.156  20.892   6.016   0.996  48.572   7.498   0.994 -33.926  24.691   0.980 -24.054   0.392 0 0 1 
1236 35  14795  583.07 1864.82  -0.07  -0.07  20.499  0.017  20.667  20.218  20.586   4.207   0.958  -6.943   4.691   0.914  -7.099   9.640   0.886  -7.960   0.407 0 0 1 
1236 35  25129  649.23  404.14  -0.12   0.61  22.937  0.026  23.249  22.883     nan   6.004   0.479 -87.343   6.622   0.294 -86.578  12.778   0.219 -86.685   0.867 0 0 1 
1236 35 149409 1694.76 1725.94  -0.02  -0.15  20.323  0.017  20.610  20.309  20.432   3.317   0.908  81.675   3.282   0.832  89.753   5.103   0.798 -86.422   0.955 0 0 1 
1236 35  17109  865.24 2797.12  -0.03  -0.08  21.542  0.018  21.542  21.260  21.566   3.969   0.775  69.767   3.929   0.680  71.425   6.420   0.614  72.285   0.000 0 0 1 
1236 35 141480   20.73  550.17   0.27  -0.17     nan    nan     nan     nan     nan   8.462     nan  36.380     nan     nan     nan     nan     nan     nan     nan 0 2 1 
1236 35 131150  394.14 1624.12   0.93   0.97  23.030  0.028  23.188  22.874  23.179   5.094   0.543  28.242   5.570   0.384  27.191   9.802   0.307  24.280   0.525 1061866239427462 0 1 
1236 35 132993 1101.37 3519.15   0.04  -0.15  21.335  0.018  21.667  21.329  21.441   3.394   0.871  47.833   3.267   0.828  47.901   5.264   0.851  49.597   0.984 0 0 1 
1236 35  89667  653.42  608.02  -0.31   0.20  20.963  0.018  21.324  20.915  21.151   4.372   0.742 -48.612   5.013   0.620 -48.265   9.584   0.579 -47.128   0.894 0 0 1 
1236 35 193483  281.34 2190.02   0.10  -0.02  21.446  0.018  21.659  21.180  21.555   5.159   0.636  33.938   5.972   0.535  32.596  13.077   0.488  32.089   0.487 0 0 1 
1236 35  27663   75.44 2229.77   0.28  -0.27  20.983  0.018  21.608  20.901  21.304   6.822   0.567 -76.944   8.792   0.483 -74.594  25.202   0.460 -72.499   0.910 0 2 1 
