# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  nChild  extended
1236 57    472  530.63 2872.57   0.00  -0.07  17.212  0.016  17.244  17.102  17.210   3.555   0.984  64.125   3.535   0.992  64.737   4.024   0.997 -68.691   0.186 1061960728708823 0 1 
1236 57   2327  208.04 1005.52   0.01  -0.05  17.754  0.016  17.845  17.555  17.808   4.170   0.993  68.620   4.696   0.999 -60.937   7.335   0.993  -8.728   0.306 0 3 1 
1236 57   3648  149.23 3418.16  -0.12  -0.15  18.217  0.016  18.342  18.057  18.285   3.973   0.943 -69.784   4.392   0.933 -65.718   6.695   0.931 -59.375   0.434 1061960728709200 0 1 
1236 57   4419 1768.29 3640.45   0.03  -0.06  18.574  0.016  18.618  18.373  18.575   3.634   0.990  55.298   3.635   0.998  64.355   5.201   0.990 -30.607   0.178 0 0 1 
1236 57   4621  401.00 2275.62   0.04  -0.08  18.188  0.016  18.292  17.993  18.244   4.044   0.996  64.674   4.497   0.995  -8.179   7.107   0.985 -26.371   0.347 1061960728708465 0 1 
1236 57   2836  323.28 1436.99   0.03  -0.05  16.884  0.016  16.910  16.737  16.885   4.013   0.989  63.541   4.286   0.996  61.919   5.428   0.994 -33.168   0.124 0 0 1 
1236 57    895  180.57 2553.62   0.02  -0.07  16.929  0.016  16.971  16.715  16.949   4.594   0.992  82.588   5.298   0.998 -81.655   8.042   0.993 -36.070   0.148 1061960728708591 0 1 
1236 57   2912 1123.24  746.79   0.03  -0.05     nan    nan     nan     nan  17.250   4.350   0.987  48.064     nan     nan     nan     nan     nan     nan     nan 1061960728707588 0 1 
1236 57   2878 1225.05 1495.46   0.02  -0.05  18.323  0.016  18.354  18.157  18.315   3.502   0.985  55.945   3.380   0.998  55.268   4.372   0.988 -36.889   0.149 1061960728708011 0 1 
1236 57   1523 1089.14 1261.51   0.02  -0.03  16.765  0.016  16.832  16.638  16.791   4.054   0.998  69.200   4.663   0.994 -28.850   6.020   0.980 -30.239   0.298 0 2 1 
1236 57   1457 1508.61 1482.20  -0.00  -0.02  18.457  0.016  18.556  18.230  18.510   4.148   0.997  67.821   4.619   0.994 -33.745   7.711   0.982 -36.264   0.310 0 0 1 
1236 57   2965  454.56 2803.75   0.00  -0.08  18.822  0.016  18.860  18.514  18.828   4.203   0.987  64.312   4.543   0.995  73.572   7.965   0.989 -48.139   0.118 0 0 1 
1236 57   2121 1455.56 3562.94   0.00  -0.05  17.268  0.016  17.331  17.080  17.290   4.281   0.995  58.577   4.874   0.999   2.595   7.182   0.987 -28.671   0.231 1061960728709269 0 1 
1236 57   1932 1468.78  499.80   0.02  -0.04  18.062  0.016  18.168  17.878  18.120   4.038   0.994  35.412   4.526   0.989   3.198   7.013   0.979 -13.220   0.361 0 0 1 
1236 57   4436  158.41 3424.84  -0.33  -0.42  18.743  0.016  18.842  18.485  18.785   4.644   0.882  50.562   5.116   0.876  53.733   9.214   0.851  54.070   0.287 1061960728709200 0 1 
1236 57   2339  424.07  695.21  -0.00  -0.01  17.458  0.016  17.579  17.311  17.520   4.016   0.998  79.368   4.661   0.996 -48.543   6.837   0.990 -27.215   0.433 1061960728707517 0 1 
1236 57   4813  368.04 3677.97   0.06  -0.05  17.341  0.016  17.404  17.130  17.373   4.394   0.989  68.305   5.005   0.993  44.326   7.701   0.992   3.724   0.216 0 4 1 
1236 57   2321 1653.72 2208.02   0.01  -0.06  18.085  0.016  18.188  17.883  18.140   4.137   0.995  84.794   4.651   0.993 -61.961   7.441   0.984 -47.923   0.337 1061960728708413 0 1 
1236 57   4669 1101.84   20.85   0.16   0.15     nan    nan     nan     nan     nan   4.059   0.983  62.505     nan     nan     nan     nan     nan     nan     nan 0 0 1 
