# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  nChild  extended
1236 43  82207  812.61  180.52   0.09  -0.14     nan    nan     nan     nan  20.938   5.734   0.707   5.425     nan     nan     nan     nan     nan     nan     nan 1061900599165016 0 1 
1236 43  77059  388.09 3288.27  -0.09  -0.03  22.209  0.023  22.208  21.734  22.170   4.033   0.966  82.522   4.124   0.982 -80.337   8.797   0.961 -33.285   0.000 0 0 1 
1236 43 140591  420.46 4072.35  -0.04  -0.62  22.864  0.028  22.889  22.489  22.884   3.981   0.845 -60.582   4.122   0.758 -58.228   8.356   0.640 -58.743   0.074 1061900599167120 0 1 
1236 43 196925 1463.48 2901.25   0.09   0.10  21.939  0.022  22.222  21.562  21.898   6.515   0.512  46.749   8.129   0.405  45.265  22.842   0.363  43.892   0.496 0 0 1 
1236 43  61849 1600.95 3519.43  -0.12   0.07  22.705  0.026  22.704  22.265  22.724   3.948   0.892 -75.242   4.075   0.813 -73.146   8.618   0.734 -76.089   0.000 0 0 1 
1236 43 170898  973.08 1316.30  -0.07   0.09  21.989  0.022  22.596  21.957  22.454   4.733   0.763  69.774   5.438   0.720  72.005  13.573   0.755  76.419   0.961 0 2 1 
1236 43  99643  165.64  650.05   0.06  -0.11  20.966  0.021  21.506  20.967  21.257   4.405   0.884  78.772   5.243   0.839  81.556  11.821   0.826  85.214   1.000 0 0 1 
1236 43 200449 1210.00 3014.59   0.10  -0.51     nan    nan     nan     nan     nan   3.266   0.936  -3.220     nan     nan     nan     nan     nan     nan     nan 0 0 1 
1236 43  48308  472.69  846.41   0.09   0.17  22.161  0.023  22.390  21.939  22.287   5.216   0.588  42.413   5.944   0.462  42.123  12.546   0.411  42.073   0.546 0 0 1 
1236 43 149292  656.83 2940.63  -0.10  -0.08  22.066  0.023  22.066  21.793  22.089   4.078   0.754 -40.499   4.186   0.588 -38.469   6.947   0.484 -38.488   0.000 0 0 1 
1236 43 104577 1612.52 2286.35  -0.95   0.68  23.312  0.034  23.312  22.902     nan   5.565   0.542 -33.262   6.239   0.357 -31.498  13.117   0.281 -29.003   0.000 0 0 1 
1236 43  51090  139.75 2184.18  -0.02  -0.06  21.391  0.021  21.390  21.008  21.366   3.995   0.933  35.520   4.090   0.910  20.379   7.693   0.872  11.184   0.000 0 0 1 
1236 43 103247 1849.15 1472.53   0.10  -0.25  22.844  0.028  22.844  22.551     nan   4.011   0.742 -82.650   4.012   0.592 -81.796   6.830   0.499 -82.835   0.000 0 0 1 
1236 43 152819  978.30 3035.05  -0.00  -0.13  20.740  0.021  20.755  20.316  20.721   4.905   0.726  24.939   5.556   0.625  24.058  11.683   0.568  23.440   0.039 1061900599166488 0 1 
1236 43  67084  225.13  250.87   0.02  -0.07  20.220  0.020  20.299  19.728  20.257   5.818   0.718  39.357   7.026   0.652  38.752  17.767   0.605  37.778   0.165 0 0 1 
1236 43 126251  106.21  512.79   0.20  -0.56  23.004  0.029  23.004  22.558     nan   4.511   0.757 -77.282   4.782   0.645 -78.604  10.424   0.538 -80.038   0.000 0 0 1 
1236 43 101499  684.84 3035.06   0.20   0.17  22.906  0.029  22.935  22.525  23.032   4.744   0.582  57.426   5.278   0.413  56.730  11.032   0.318  56.218   0.083 0 0 1 
1236 43 104040  297.91 3313.61  -0.01  -0.46  21.959  0.022  22.012  21.583  22.310   4.562   0.787  67.204   4.652   0.755  65.821   9.126   0.755  63.463   0.143 1061900599166657 0 1 
1236 43   5896 1861.90 2039.07  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1 -1 
1236 43 105766  623.59 3091.73  -0.10  -0.17  19.739  0.021  19.907  19.181  19.852   7.553   0.688 -69.337   9.809   0.639 -68.445  30.390   0.590 -67.885   0.284 1061900599166530 0 1 
1236 43 143761 1775.26  926.66  -0.06  -0.09  20.511  0.020  20.776  20.339  20.684   4.832   0.697  74.317   5.697   0.589  75.679  11.587   0.548  76.958   0.637 0 3 1 
1236 43 197704  393.11 2980.89   0.44   0.03  22.627  0.026  22.627  22.176     nan   3.934   0.964  55.850   4.082   0.914  40.696   8.619   0.848  38.032   0.000 0 0 1 
