# FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  Match  Deblend
  2776  731.47    0.04  -0.04  20.13   0.031 20.620  20.131  20.373   4.962   0.664  36.069   6.167   0.537  36.088  13.362   0.486  36.335   1.000 0 1
  4704 1607.55    0.71  -0.16  23.25   0.041 24.172  23.123  23.533   2.370   0.911  47.953   1.388   0.855   2.369  13.070   0.257 -37.984   0.899 0 1
  4839 1020.70   -0.08  -0.00  23.39   0.042 23.390  23.082     nan   4.034   0.715  20.234   4.227   0.515  16.962   7.885   0.345  15.552   0.000 0 1
  3671 2423.96    0.65   0.34  23.39   0.043 23.691  23.350  23.497   3.397   0.817  19.741   3.265   0.697  22.583   5.524   0.658  25.775   0.888 0 1
  2417 2462.32    0.00  -0.07  20.62   0.031 20.902  20.613  20.720   3.145   0.937  27.498   2.959   0.895  29.061   4.397   0.901  31.501   0.978 1061853354526215 1
   760 2571.32   -0.04  -0.02  21.18   0.031 21.546  21.176  21.335   3.716   0.817  32.606   3.955   0.715  33.111   6.894   0.699  32.879   0.980 0 1
  1866 1241.46   -0.07  -0.09  20.60   0.031 21.023  20.591  20.792   4.092   0.790  34.990   4.684   0.691  33.145   9.093   0.664  30.368   0.986 0 1
  2722 3331.30    0.18  -0.31  23.23   0.040 23.586  23.227  23.332   3.718   0.767  40.769   3.610   0.627  39.687   5.921   0.673  42.507   1.000 0 1
  4081 2750.93    0.01  -0.04  21.66   0.032 22.038  21.664  21.786   3.406   0.911  45.746   3.345   0.891  45.652   5.625   0.944  30.368   1.000 1061853354526399 1
  1725  658.85    0.39  -0.28  23.03   0.038 23.297  23.034  23.069   3.384   0.734  50.304   3.284   0.483  49.846   4.977   0.412  47.817   1.000 0 1
  1853 3631.34   -0.32  -0.12  22.41   0.033 22.883  22.414  22.453   3.556   0.953   4.874   3.904   0.903 -47.243   8.198   0.803 -57.751   1.000 0 1
   793 2158.94    0.23   0.15  23.87   0.054 23.871  23.651     nan   4.334   0.548  24.404   4.227   0.322  23.287   6.536   0.218  21.605   0.000 0 1
   933 1517.76   -0.64  -0.03    nan     nan    nan     nan     nan   2.992   0.913  12.220     nan     nan     nan     nan     nan     nan     nan 0 1
  1180 2091.37    0.08  -0.53  23.21   0.039 23.421  23.065  23.118   5.002   0.508  21.024   5.752   0.296  22.409  11.183   0.205  24.057   0.609 0 1
  3923 1641.23   -0.59   0.91  23.24   0.041 23.467  23.233  23.272   2.684   0.951 -66.260   2.110   0.877 -64.681   2.780   0.924 -72.756   0.976 0 1
  2736 2609.39    0.05  -0.01  21.96   0.032 22.379  21.832  22.309   5.684   0.632  19.295   6.567   0.560  21.131  15.520   0.522  21.800   0.805 0 1
  4768 3376.39    0.06   0.09  22.02   0.032 22.350  21.928  22.194   3.827   0.856 -19.325   4.015   0.791 -21.089   7.685   0.773 -23.900   0.806 0 1
  1661 2289.30    0.01  -0.11    nan     nan    nan     nan     nan   9.975   0.441  66.783     nan     nan     nan     nan     nan     nan     nan 0 1
  3348  160.53    0.11  -0.09  22.95   0.037 23.074  22.783  22.911   3.501   0.847  16.195   3.360   0.730  17.065   5.231   0.707  19.720   0.457 1061853354524778 1
  1514 1199.63   -0.02  -0.08  20.26   0.031 20.745  20.251  20.514   4.382   0.845   5.705   5.342   0.780   5.719  11.391   0.752   3.424   0.989 0 1
  1133 3797.75   -0.32   0.48  22.27   0.032 22.791  22.270  22.360   3.984   0.804  35.553   4.978   0.687  38.643  10.680   0.693  40.727   1.000 1061853354527036 1
  4378  736.64    0.00  -0.04  21.49   0.031 21.699  21.440  21.541   3.240   0.849  34.269   3.055   0.715  35.757   4.465   0.674  37.764   0.832 1061853354525160 1
  1186 1797.25    0.71  -0.17  23.25   0.040 23.806  23.247  23.555   5.345   0.531  13.052   5.879   0.373  14.511  13.820   0.350  15.061   1.000 0 1
  2702  786.05   -0.02  -0.21  22.77   0.035 23.031  22.749  22.964   3.949   0.772  17.731   3.922   0.633  19.769   6.131   0.571  23.144   0.938 0 1
  2765 2063.05    0.09  -0.24  22.32   0.033 22.694  22.239  22.545   3.929   0.910  -3.331   4.225   0.838  -8.936   8.696   0.780 -11.772   0.850 0 1
  3815 3145.06    0.06  -0.01  21.95   0.031 22.582  21.953  22.365   5.689   0.622  14.043   6.932   0.545  14.102  17.829   0.519  12.729   1.000 0 1
  1547 2974.07   -0.05  -0.34  23.52   0.045 23.833  23.465  23.549   3.525   0.717  15.071   3.501   0.528  10.567   6.333   0.476   4.985   0.861 0 1
  4495 3634.98    0.02  -0.04  21.56   0.031 21.710  21.532  21.571   2.838   0.911  32.806   2.337   0.815  32.838   2.875   0.767  34.329   0.832 0 1
  1095 3231.22    0.10  -0.25    nan     nan    nan     nan  20.326   3.860   0.859  29.388     nan     nan     nan     nan     nan     nan     nan 1061853354526714 1
   805 1265.50   -0.07  -0.04  20.10   0.031 20.577  20.097  20.332   4.085   0.886   1.220   4.934   0.824  -0.012  10.256   0.791  -2.614   1.000 0 1
   805 1265.50   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  3989  262.61    0.25  -1.78  22.47   0.033 22.845  22.389  22.679   4.740   0.664  42.127   5.500   0.519  38.796  11.779   0.440  37.553   0.854 0 1
  3824  771.87    0.41  -0.59  23.41   0.044 23.412  23.174  23.332   3.055   0.901 -48.965   2.711   0.749 -44.435   3.949   0.667 -41.413   0.026 1061853354525202 1
  2182   53.95    0.01  -0.05  20.37   0.031 20.768  20.374  20.540   3.648   0.896  23.339   3.925   0.827  22.751   7.086   0.810  20.408   1.000 0 1
  2917 1662.10   -0.03  -0.00  20.79   0.031 21.122  20.786  20.934   3.491   0.860  39.459   3.608   0.754  39.444   5.969   0.726  37.157   0.980 1061853354525732 1
   764 2443.81   -0.05  -0.06  20.63   0.031 20.849  20.628  20.679   3.136   0.791  41.238   2.903   0.608  41.576   3.867   0.579  41.856   0.995 0 1
  3091 3706.76   -0.04  -0.01  21.20   0.031 21.382  21.197  21.232   3.039   0.780   6.296   2.684   0.565   5.267   3.368   0.519   4.277   0.975 1061853354526987 1
  3904 3825.32   -0.01  -0.03  20.13   0.031 20.358  20.126  20.195   3.147   0.833  40.688   2.990   0.685  41.202   4.079   0.645  40.787   1.000 0 1
  3500 1034.59   -0.01  -0.02  20.93   0.031 21.134  20.934  20.966   2.722   0.950   9.740   2.145   0.875  -0.013   2.763   0.817  -1.211   1.000 0 1
  2331 2597.03    0.00  -0.06  20.25   0.031 20.694  20.251  20.479   4.305   0.721   4.437   5.238   0.574   4.487  10.680   0.505   3.636   1.000 0 1
