# FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  Match  Deblend
  4436 3424.84    0.27  -0.80  21.74   0.018 22.030  21.254  21.895   6.122   0.802  51.260   7.758   0.747  46.282  24.791   0.709  44.024   0.447 1062029448185824 1
  2339  695.21   -0.26   0.01  21.47   0.018 21.932  21.080  21.859   6.338   0.928 -21.555   8.110   0.881 -28.956  28.119   0.832 -31.588   0.626 0 1
  4813 3677.97    0.21  -0.02  22.81   0.024 22.812  22.437     nan   4.002   0.842   9.914   4.044   0.764   9.536   7.650   0.716  12.347   0.000 0 1
  2321 2208.02   -0.41  -0.05  22.06   0.019 22.661  22.056  22.523   5.277   0.675  12.500   6.466   0.558  12.069  16.627   0.490  10.706   1.000 0 1
  1570 3606.44    0.39  -0.31  21.40   0.018 21.878  20.979  21.393   9.616   0.616  26.630  12.586   0.595  25.889  45.478   0.585  24.579   0.627 1062029448185931 1
  4669   20.85   -1.84  -0.85    nan     nan    nan     nan     nan   7.659   0.516 -23.445     nan     nan     nan     nan     nan     nan     nan 0 1
  4595 4116.63   -0.61  -0.28  22.61   0.022 22.747  22.252  22.576   4.858   0.730  65.948   5.695   0.650  65.415  12.787   0.606  65.858   0.314 1062029448186205 1
  2318 1538.71   -0.50   0.29  21.42   0.018 22.042  21.271     nan   5.990   0.817  25.061   8.088   0.731  37.491  25.324   0.687  37.721   0.851 0 1
  3655 1773.96   -0.11  -0.26  21.40   0.018 21.714  21.132  21.596   5.030   0.825  35.821   5.853   0.788  33.025  14.427   0.762  29.885   0.594 0 1
  4075 3351.98   -0.01  -0.04  20.01   0.017 20.164  19.878  20.073   3.463   0.903  26.431   3.464   0.839  23.247   5.304   0.818  20.588   0.540 1062029448185769 1
   520 1981.45    0.36  -0.21  23.25   0.029 23.466  22.988     nan   4.074   0.950 -23.648   4.710   0.790 -33.888  10.946   0.624 -37.342   0.495 1062029448184962 1
   242  160.40    0.17   0.07  21.67   0.018 21.923  21.323  21.746   5.579   0.691  16.493   6.963   0.583  14.013  18.414   0.513  11.629   0.485 1062029448183895 1
  2973 2413.38    0.02   0.02  20.18   0.017 20.556  20.025  20.413   4.706   0.892  18.776   5.718   0.851  19.004  13.058   0.828  17.587   0.736 0 1
  3439 2757.13   -0.04  -0.06  20.25   0.017 20.818  20.082  20.665   6.546   0.720  33.019   9.036   0.632  33.015  27.539   0.584  32.811   0.821 0 1
   351 3546.47    0.59  -0.02  19.95   0.017 19.953  19.454  19.937   6.272   0.607   2.188   7.642   0.507   1.837  18.275   0.437   1.392   0.000 0 1
  4557 1234.99    0.76  -0.02  22.93   0.024 23.080  22.523  23.010   4.552   0.847  82.547   4.919   0.812  86.597  11.511   0.812 -88.850   0.317 1062029448184512 1
  4557 1234.99   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2585 4009.87    0.55   0.58  22.05   0.018 22.659  21.739  22.604   8.490   0.795   8.059  10.774   0.755   9.298  40.158   0.715  11.354   0.741 0 1
  1377 1111.46    0.42   0.12    nan     nan    nan     nan     nan   2.716   0.961 -34.842     nan     nan     nan     nan     nan     nan     nan 1062029448184454 1
  2097   76.45    0.67   0.55  21.56   0.018 21.594  20.817  21.689   6.470   0.781  41.491   7.929   0.744  41.530  25.063   0.727  40.600   0.052 0 1
    21 1634.43    0.14   0.08  22.22   0.020 22.468  22.091  22.254   3.632   0.795  -7.569   3.772   0.666  -5.214   6.836   0.631  -3.351   0.677 0 1
   850 3484.92    2.18   0.89  23.19   0.026 23.264  22.569  23.333   5.856   0.588   5.792   7.416   0.441   4.248  22.571   0.362   3.068   0.140 0 1
  3698 2471.92    1.24   0.33    nan     nan    nan     nan     nan   3.217   0.969 -88.808     nan     nan     nan     nan     nan     nan     nan 0 1
  4189 2666.97    0.10  -0.10    nan     nan    nan     nan  20.803   5.260   0.910  32.874     nan     nan     nan     nan     nan     nan     nan 1062029448185370 1
  1042 1120.64   -0.37  -1.17  22.96   0.024 23.109  22.492     nan   4.889   0.920 -43.539   5.496   0.899 -57.335  14.090   0.888 -67.653   0.289 1062029448184464 1
   980  820.27    0.32  -0.27  19.99   0.017 20.443  19.746  20.333   6.076   0.893   8.580   7.774   0.883   8.497  22.405   0.847   4.164   0.707 0 1
   980  820.27   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   262 2190.78    0.03  -0.05    nan     nan    nan     nan  20.922   3.501   0.937  27.277     nan     nan     nan     nan     nan     nan     nan 1062029448185134 1
   262 2190.78   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2422 1843.07   -0.41  -0.09  20.01   0.017 20.315  19.502  20.238   6.967   0.889  20.967   8.959   0.886  19.304  29.540   0.874  17.817   0.456 1062029448184865 1
  4836  655.90   -0.02  -0.22  20.42   0.017 20.773  20.008  20.680   6.994   0.765  48.661   8.910   0.731  48.975  27.854   0.708  47.880   0.532 0 1
  1576 3382.99   -0.45  -0.17  22.64   0.022 22.644  22.242  22.642   3.729   0.962  24.689   3.708   0.953  18.747   6.922   0.979 -12.978   0.000 1062029448185804 1
  1576 3382.99   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  4195  679.70    0.23  -0.06  20.69   0.018 21.195  20.592  20.997   5.226   0.809  24.145   6.482   0.759  25.522  16.268   0.734  25.340   0.860 0 1
  1234 2670.30    0.13  -0.08  21.52   0.018 22.252  21.518  21.936   6.326   0.736  37.100   7.966   0.709  36.709  22.878   0.716  35.382   1.000 1062029448185374 1
  2564 2850.65   -0.04   0.35  20.51   0.018 20.814  20.099  20.724   6.449   0.753   9.916   8.171   0.709  10.536  24.429   0.667  10.866   0.495 0 1
  3686 2738.31   -0.10   0.33  21.92   0.019 22.236  21.618  22.149   5.921   0.684   1.296   6.984   0.610  -0.378  18.475   0.557  -1.579   0.564 0 1
  3686 2738.31   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  3686 2738.31   -1.00  -1.00   0.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   738  828.80    0.09  -0.16  22.13   0.019 22.515  22.036  22.362   3.787   0.948  30.054   4.105   0.906  31.734   8.528   0.892  30.175   0.834 0 1
  4584 2034.43   -0.13   0.09  21.60   0.018 22.329  21.602  21.558   4.945   0.885  74.365   6.303   0.827  71.129  18.156   0.804  68.978   1.000 1062029448184998 1
