# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
   351  626.55 3546.47  -0.15  -0.11  20.060  0.021  20.060  19.604  20.048   5.619   0.668   2.348   6.618   0.561   1.487  14.764   0.490   0.912   0.000 0 1
  4557 1903.08 1234.99  -0.03  -0.31  22.186  0.022  22.751  22.155  22.758   7.726   0.478  -0.328   8.524   0.444  -0.113  21.403   0.416  -1.360   0.955 0 1
  4557 1903.08 1234.99  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2585 1083.86 4009.87   1.14   0.13     nan    nan     nan     nan     nan   3.652   0.782  35.589     nan     nan     nan     nan     nan     nan     nan 0 1
  1377  441.19 1111.46   0.35   0.37  22.783  0.027  23.125  22.582  22.895   4.300   0.739  -6.202   4.786   0.626  -8.276  11.224   0.579  -8.036   0.679 0 1
  2097 1792.33   76.45  -0.07  -0.03  21.456  0.020  21.540  20.756  21.576   6.202   0.817  48.972   7.586   0.785  47.377  24.071   0.771  45.778   0.143 1061900599164957 1
    21 1742.29 1634.43   0.44   0.11  22.202  0.023  22.369  22.074  22.342   4.634   0.610  -3.809   4.994   0.442  -4.734   8.360   0.370  -5.193   0.582 1061900599165725 1
   850  850.52 3484.92   0.38   0.35  23.944  0.058  23.944  23.668     nan   3.323   0.852  24.759   3.059   0.695  15.667   5.044   0.562   6.989   0.000 0 1
  3698  696.41 2471.92   0.06  -0.61  22.351  0.023  22.931  22.113  23.011   7.845   0.584  19.325  10.045   0.516  18.984  33.323   0.475  17.939   0.775 1061900599166161 1
  4189  868.07 2666.97  -0.37  -0.42  20.709  0.021  21.035  20.464  20.914   5.005   0.848  39.056   6.087   0.793  35.912  14.882   0.763  33.957   0.619 0 1
  1042 1463.26 1120.64  -0.18  -0.10     nan    nan     nan     nan     nan   2.863   0.929  33.693     nan     nan     nan     nan     nan     nan     nan 0 1
   980   41.68  820.27   0.32  -0.27  20.089  0.020  20.515  19.857  20.404   6.166   0.791  13.735   7.847   0.749  12.966  21.482   0.718  11.700   0.702 0 1
   980   41.68  820.27  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   262 1426.21 2190.78  -0.01  -0.14  21.278  0.021  21.399  21.138  21.321   3.288   0.935  18.362   3.048   0.876   9.066   4.468   0.850   6.526   0.479 1061900599166025 1
   262 1426.21 2190.78  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2422 1119.56 1843.07   0.00  -0.11  19.793  0.021  20.244  19.415  20.133   7.697   0.831   6.576  10.167   0.799   6.699  34.276   0.772   3.697   0.625 1061900599165823 1
  4836  802.19  655.90   0.27  -0.01     nan    nan     nan     nan  21.146   5.364   0.789  48.454     nan     nan     nan     nan     nan     nan     nan 1061900599165197 1
  1576 1732.31 3382.99   0.14   0.23  22.463  0.024  22.463  21.957     nan   4.941   0.831  68.713   5.309   0.783  69.452  12.089   0.741  70.214   0.000 0 1
  1576 1732.31 3382.99  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  4195 1564.00  679.70  -0.17  -0.18  20.615  0.020  21.108  20.488  20.929   4.979   0.914  47.724   6.243   0.875  47.630  15.965   0.857  46.583   0.829 1061900599165236 1
  1234 1042.44 2670.30   0.34  -0.51  21.852  0.022  22.367  21.705  22.309   6.096   0.801  34.626   6.977   0.795  30.971  18.643   0.797  26.759   0.819 0 1
  2564   59.04 2850.65  -0.04   0.35  20.422  0.021  20.775  20.024  20.680   6.436   0.786  11.535   8.175   0.752  11.441  25.280   0.716  10.469   0.545 0 1
  3686  688.02 2738.31   0.08  -0.11  21.726  0.021  22.332  21.489  22.137   6.369   0.820  -4.687   8.186   0.754  -5.170  27.992   0.701  -4.827   0.785 0 1
  4702 1793.21 2146.04  -0.13  -0.15  20.142  0.021  20.762  19.973  20.343   7.694   0.784  49.958   9.808   0.762  47.670  30.861   0.751  44.319   0.835 1061900599166019 1
  4702 1793.21 2146.04  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   738 1513.69  828.80   0.35   0.20  22.317  0.024  22.606  22.218  22.431   3.696   0.905  24.279   3.735   0.879  29.215   6.786   0.859  34.650   0.769 0 1
   738 1513.69  828.80  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
