# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  3706  728.48  392.40  -0.00  -0.07  20.129  0.022  20.412  20.126  20.244   3.388   0.804  22.768   3.518   0.648  21.741   5.386   0.595  21.046   0.990 0 1
  1442   82.19  520.57   0.02  -0.09  20.176  0.022  20.545  20.158  20.356   3.535   0.956  17.259   3.806   0.929  15.657   6.784   0.912   7.603   0.958 0 1
  1356 1833.86 1859.99   0.30  -0.31  24.069  0.057  24.274  23.928     nan   5.363   0.415  37.740   5.649   0.208  39.744  10.395   0.159  42.423   0.625 0 1
  2972 1604.04 3595.60   0.08  -0.00  20.769  0.022  21.239  20.765  21.024   5.159   0.619  40.949   6.526   0.488  40.908  13.813   0.451  39.992   0.990 0 1
  2983 1085.95 1531.70   0.02  -0.01  20.357  0.022  20.585  20.346  20.438   3.524   0.706  19.439   3.670   0.489  18.627   5.255   0.426  17.783   0.953 1061896304198512 1
   349  488.24 3622.54  -0.10  -0.12  20.916  0.022  21.319  20.887  21.109   4.358   0.722  21.101   5.076   0.596  19.994   9.997   0.564  19.045   0.940 0 1
  1217 1635.13 3273.74  -0.00  -0.07  21.220  0.023  21.495  21.212  21.323   3.192   0.908  13.254   3.000   0.840   8.065   4.485   0.816   3.902   0.973 1061896304199576 1
  3290 1094.41 3113.77  -0.08  -0.01  20.769  0.022  21.282  20.769  21.034   4.676   0.745   7.522   5.755   0.648   7.208  12.642   0.620   6.301   1.000 0 1
  1214  596.32  122.51  -0.45  -0.03  23.448  0.037  23.789  23.449  23.776   4.318   0.515  -0.974   4.524   0.272  -1.033   7.794   0.254  -0.455   1.000 0 1
  3186  277.20 1058.59  -0.13  -0.10  23.129  0.032  23.243  23.059  23.162   3.219   0.718  35.603   2.861   0.477  34.108   3.577   0.459  33.347   0.627 0 1
  2776 1327.55  731.47   0.09   0.16     nan    nan     nan     nan  20.434   4.660   0.706  32.987     nan     nan     nan     nan     nan     nan     nan 1061896304198066 1
  4704 1822.09 1607.55  -0.27  -0.33  23.853  0.052  24.066  23.854  23.596   3.544   0.625  44.214   3.400   0.345  45.120   4.696   0.269  45.119   1.000 0 1
  4839  576.41 1020.70   0.43  -0.16  23.151  0.032  23.306  23.024  23.203   3.828   0.657  23.778   3.932   0.447  23.383   6.348   0.371  22.970   0.570 0 1
  3671 1985.71 2423.96   0.30  -0.13  23.021  0.030  23.573  23.022  23.123   3.700   0.691  -3.486   4.147   0.545  -3.830   9.318   0.559  -4.504   1.000 0 1
  2417 1346.13 2462.32  -0.03  -0.10  20.490  0.022  20.831  20.490  20.636   3.331   0.930  44.599   3.418   0.877  46.040   5.565   0.879  44.976   1.000 0 1
   760 1084.63 2571.32  -0.06  -0.15  21.163  0.023  21.546  21.163  21.286   3.529   0.839  33.385   3.760   0.727  34.484   6.671   0.701  33.529   1.000 0 1
  1866  555.88 1241.46  -0.02  -0.07  20.486  0.022  20.940  20.486  20.715   4.161   0.821  31.787   5.027   0.728  31.288  10.110   0.695  29.077   1.000 0 1
  1866  555.88 1241.46  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  4081   70.94 2750.93  -0.01  -0.17  21.785  0.023  22.086  21.720  21.875   3.359   0.966  37.282   3.285   0.944  35.132   5.623   0.959  15.610   0.838 0 1
  1725 1875.81  658.85  -0.16  -0.26  23.131  0.032  23.295  23.003  23.186   3.558   0.747  -0.336   3.415   0.601   0.883   5.298   0.581   2.168   0.585 0 1
  1853  869.52 3631.34  -0.15  -0.00  22.999  0.031  23.214  22.944  23.034   3.122   0.888  37.275   2.728   0.817  33.802   3.887   0.851  30.181   0.809 1061896304199846 1
  1853  869.52 3631.34  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   933 1467.05 1517.76   1.11  -0.52  23.801  0.049  24.078  23.795     nan   3.320   0.751  57.142   3.022   0.593  53.521   4.648   0.544  56.045   0.980 0 1
  1180 1398.62 2091.37  -0.78  -0.13  23.369  0.037  23.680  23.370  23.587   4.151   0.544  10.319   4.225   0.275  11.183   6.682   0.279  12.274   1.000 0 1
  3923 1942.89 1641.23  -0.55   0.14  22.994  0.030  23.832  22.983  23.136   3.567   0.765 -39.573   3.917   0.645 -44.249  12.580   0.704  56.877   0.988 1061896304198569 1
  2736  395.10 2609.39  -0.04   0.14  21.946  0.023  22.445  21.895  22.191   4.886   0.690  42.695   5.965   0.586  42.255  13.868   0.564  41.113   0.922 1061896304199190 1
  4768 1433.66 3376.39  -0.13   0.03  21.831  0.023  22.250  21.778  22.001   3.853   0.876  18.950   4.260   0.805  13.035   8.826   0.777   8.633   0.903 0 1
  1661  696.75 2289.30   0.21   0.29  22.750  0.027  23.296  22.750  23.163   4.388   0.754  42.428   4.820   0.702  45.901  10.774   0.702  48.282   1.000 0 1
