# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  1180 1398.62 2091.37   0.19  -0.04  23.806  0.052  23.835  23.662     nan   3.736   0.633 -16.375   3.581   0.346 -18.562   5.100   0.195 -26.652   0.169 0 1
  3923 1942.89 1641.23  -0.03  -0.18  23.747  0.051  23.910  23.610  23.557   3.175   0.788  15.796   2.814   0.592  13.272   4.360   0.602  23.761   0.567 0 1
  2736  395.10 2609.39  -0.03  -0.18  22.063  0.030  22.548  22.063  22.289   4.245   0.764  41.743   4.819   0.667  39.693  10.122   0.644  36.659   1.000 0 1
  4768 1433.66 3376.39   0.24  -0.25  21.426  0.030  21.921  21.426  21.673   5.036   0.723 -36.107   5.818   0.660 -34.658  12.455   0.635 -32.821   1.000 0 1
  1661  696.75 2289.30  -0.03  -0.49  22.123  0.030  22.800  22.124  22.413   4.999   0.831 -69.455   5.773   0.802 -67.754  15.323   0.798 -66.352   1.000 0 1
  3348 1517.05  160.53  -0.14   0.10  22.813  0.034  23.073  22.813  22.866   3.357   0.745  48.302   3.145   0.535  48.588   4.517   0.519  49.729   1.000 1061887714263152 1
  1514 1157.07 1199.63   0.03  -0.16     nan    nan     nan     nan  20.372   4.323   0.852   3.206     nan     nan     nan     nan     nan     nan     nan 1061887714263765 1
  1133 1752.69 3797.75   0.26   0.03     nan    nan     nan     nan     nan   5.698   0.713 -29.224     nan     nan     nan     nan     nan     nan     nan 1061887714265352 1
  4378  602.57  736.64  -0.03  -0.00  21.312  0.030  21.611  21.312  21.440   3.594   0.788  44.174   3.790   0.637  45.831   5.870   0.615  46.605   1.000 1061887714263502 1
  4378  602.57  736.64  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2702  401.39  786.05   0.23   0.07  22.198  0.031  22.727  22.198  22.539   4.674   0.806   1.880   5.340   0.728   6.064  12.117   0.676   6.330   1.000 0 1
  2765  664.14 2063.05  -0.01   0.02     nan    nan     nan     nan  23.313   2.239   0.904  24.177     nan     nan     nan     nan     nan     nan     nan 1061887714264443 1
  3815 1324.50 3145.06   0.16  -0.09  22.257  0.031  22.632  22.195  22.499   4.258   0.764   1.596   4.874   0.617   1.404  10.035   0.535   1.166   0.877 0 1
  1547  291.62 2974.07  -0.19   0.49     nan    nan     nan     nan     nan  18.091   0.240 -46.626     nan     nan     nan     nan     nan     nan     nan 1061887714264875 1
  4495 1027.47 3634.98  -0.05   0.02     nan    nan     nan     nan  21.516   3.040   0.865  25.219     nan     nan     nan     nan     nan     nan     nan 1061887714265246 1
  1095  703.90 3231.22  -0.07  -0.01  20.168  0.029  20.695  20.169  20.445   4.399   0.833  11.647   5.551   0.758  13.842  12.316   0.727  14.667   1.000 0 1
   805  647.00 1265.50  -0.01  -0.06  20.167  0.029  20.603  20.167  20.380   3.977   0.872  10.243   4.672   0.804   7.929   8.979   0.791   5.423   1.000 0 1
  4055 1784.47  234.66  -0.04  -0.02  21.665  0.030  21.937  21.604  21.827   3.658   0.891  25.169   3.723   0.820  19.876   6.146   0.805  16.108   0.831 0 1
  3989  106.60  262.61   0.17   0.29  22.860  0.035  23.352  22.860  23.128   4.720   0.544  29.147   5.338   0.353  30.817  11.280   0.345  33.556   1.000 0 1
  3824  354.54  771.87  -1.05   0.63  24.348  0.077  24.347  24.084  24.226   3.736   0.604  65.442   3.421   0.223  73.385   5.176   0.264  67.738   0.000 0 1
  2182  503.54   53.95   0.02  -0.10  20.375  0.029  20.748  20.375  20.541   3.671   0.887  15.438   3.992   0.811  13.905   6.962   0.791   9.910   1.000 1061887714263071 1
  2917 1334.46 1662.10   0.06   0.00  20.869  0.029  21.122  20.869  20.908   3.081   0.818  39.499   2.887   0.653  37.759   4.072   0.618  34.073   1.000 0 1
   764 1386.82 2443.81  -0.01   0.00  20.645  0.030  20.854  20.646  20.684   3.133   0.780  45.273   2.925   0.585  44.877   3.828   0.540  44.375   1.000 0 1
  3091 1856.96 3706.76  -0.03  -0.02  21.236  0.031  21.428  21.236  21.202   2.961   0.809   2.388   2.609   0.596   0.233   3.320   0.542  -0.010   1.000 0 1
  3904  912.41 3825.32  -0.01  -0.04  20.112  0.030  20.352  20.113  20.180   3.136   0.832  43.268   2.959   0.696  43.076   4.067   0.664  42.227   1.000 0 1
  3500  360.71 1034.59  -0.72   0.11     nan    nan     nan     nan  20.043   3.849   0.883 -41.227     nan     nan     nan     nan     nan     nan     nan 1061887714263673 1
  2331  632.40 2597.03   0.11  -0.03  20.269  0.029  20.666  20.269  20.457   4.146   0.720   5.370   4.996   0.562   4.557   9.323   0.511   3.819   1.000 0 1
