# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  3706  728.48  392.40   0.04  -0.08  20.102  0.029  20.400  20.102  20.205   3.457   0.803  24.815   3.607   0.642  23.259   5.622   0.590  22.385   1.000 0 1
  1442   82.19  520.57   0.04  -0.08  20.145  0.030  20.545  20.145  20.317   3.611   0.952  -4.766   3.944   0.909  -2.863   7.222   0.873  -6.616   1.000 1061887714263384 1
  1356 1833.86 1859.99   0.28   0.35  22.841  0.033  23.603  22.842  22.222   5.419   0.793   1.354   6.025   0.762   7.150  17.851   0.751  -1.658   1.000 0 1
  2972 1604.04 3595.60   0.08  -0.01  20.954  0.030  21.373  20.942  21.129   4.803   0.614  41.359   5.820   0.458  41.064  11.637   0.415  40.308   0.974 0 1
  2983 1085.95 1531.70  -0.00  -0.01  20.317  0.029  20.569  20.317  20.396   3.518   0.718  19.750   3.678   0.503  19.077   5.331   0.450  18.705   1.000 0 1
   349  488.24 3622.54   0.09   0.01  20.957  0.029  21.346  20.931  21.153   4.308   0.730  23.034   4.940   0.611  22.301   9.513   0.569  21.198   0.944 0 1
  1217 1635.13 3273.74  -0.03  -0.10  21.275  0.030  21.549  21.276  21.317   3.132   0.877   8.660   2.895   0.780   7.286   4.181   0.774   8.860   1.000 0 1
  3290 1094.41 3113.77   0.08  -0.03  21.087  0.030  21.472  21.063  21.288   4.130   0.804  11.025   4.684   0.690  12.072   8.966   0.639  11.643   0.948 1061887714264924 1
  1214  596.32  122.51   1.25   0.83  23.907  0.055  23.916  23.552  23.428   4.830   0.569  37.566   4.878   0.408  37.963   9.248   0.332  39.837   0.030 0 1
  3186  277.20 1058.59   0.02  -0.33  22.813  0.034  23.131  22.813  22.843   3.090   0.895  53.943   2.846   0.809  43.567   4.598   0.753  29.987   1.000 0 1
  2776 1327.55  731.47   0.03  -0.06  20.183  0.029  20.582  20.184  20.386   4.611   0.647  35.789   5.721   0.494  35.412  10.686   0.454  35.118   1.000 1061887714263496 1
  4704 1822.09 1607.55   0.26   0.15  23.867  0.056  23.875  23.714  23.836   3.276   0.775  -0.189   2.781   0.596  -2.040   3.422   0.537   5.242   0.050 0 1
  4839  576.41 1020.70   0.22   0.08     nan    nan     nan     nan     nan   6.756   0.527  12.723     nan     nan     nan     nan     nan     nan     nan 0 1
  4839  576.41 1020.70  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2417 1346.13 2462.32  -0.06  -0.08  20.493  0.030  20.844  20.493  20.609   3.292   0.923  40.411   3.373   0.860  38.498   5.597   0.849  36.199   1.000 1061887714264553 1
   760 1084.63 2571.32   0.07  -0.09  21.019  0.030  21.473  21.019  21.212   3.808   0.802  27.575   4.236   0.702  25.464   8.345   0.687  21.781   1.000 1061887714264614 1
  1866  555.88 1241.46   0.02   0.00  20.537  0.029  20.984  20.537  20.738   4.074   0.821  36.447   4.735   0.728  36.484   9.296   0.712  35.691   1.000 0 1
  2722 1346.90 3331.30  -0.12  -0.30     nan    nan     nan     nan     nan   0.289   1.000   0.000     nan     nan     nan     nan     nan     nan     nan 1061887714265074 1
  4081   70.94 2750.93   0.08  -0.07  21.714  0.030  22.083  21.714  21.856   3.453   0.916  53.062   3.436   0.852  53.019   6.019   0.820  49.492   1.000 0 1
  4081   70.94 2750.93  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  1853  869.52 3631.34  -0.91   1.07  21.969  0.031  22.037  21.969  21.939   2.315   0.945 -70.118   1.406   0.743 -59.781   1.268   0.713 -59.027   1.000 0 1
  1853  869.52 3631.34  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   933 1467.05 1517.76  -0.19  -0.01  23.654  0.048  23.854  23.646     nan   4.311   0.538  31.005   4.430   0.244  29.556   6.439   0.159  28.723   0.962 0 1
