# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  3706  728.48  392.40  -0.00  -0.04  20.128  0.016  20.395  20.116  20.226   3.452   0.797  23.491   3.620   0.646  22.148   5.471   0.596  20.676   0.957 0 1
  1442   82.19  520.57  -0.02  -0.09  20.102  0.016  20.514  20.103  20.296   3.575   0.948  17.218   3.989   0.915  13.387   7.353   0.899   6.140   1.000 1061960728707437 1
  1356 1833.86 1859.99   0.93   0.34     nan    nan     nan     nan     nan   8.253   0.560  69.726     nan     nan     nan     nan     nan     nan     nan 0 1
  2972 1604.04 3595.60   0.70  -0.11  20.756  0.016  21.150  20.646  21.004   4.866   0.773  14.062   5.879   0.674  21.316  13.242   0.615  24.670   0.808 0 1
  2983 1085.95 1531.70   0.01  -0.00  20.313  0.016  20.558  20.310  20.395   3.531   0.715  20.708   3.757   0.502  19.740   5.449   0.440  19.126   0.985 1061960728708045 1
   349  488.24 3622.54   0.20   0.02  20.712  0.016  21.185  20.706  20.992   4.745   0.712  21.695   5.757   0.626  20.214  12.060   0.604  18.996   0.987 1061960728709339 1
  1217 1635.13 3273.74  -0.02   0.09  21.144  0.017  21.478  21.145  21.213   3.208   0.860   3.506   3.228   0.733   1.816   5.309   0.691   0.262   1.000 1061960728709083 1
  3290 1094.41 3113.77  -0.21   0.14  20.715  0.016  21.178  20.649  20.955   4.736   0.848 -11.214   5.735   0.789  -6.557  13.072   0.749  -6.654   0.893 1061960728709006 1
  1214  596.32  122.51   0.72  -0.27  23.866  0.046  23.899  23.561  23.401   3.843   0.768 -40.986   3.645   0.635 -37.585   6.097   0.641 -31.884   0.110 0 1
  3186  277.20 1058.59   1.48  -0.71  21.871  0.017  22.025  21.521  21.997   6.236   0.517  56.370   7.277   0.416  55.353  17.049   0.358  54.614   0.346 0 1
  2776 1327.55  731.47   0.02  -0.04  20.100  0.016  20.584  20.101  20.363   5.007   0.645  36.131   6.466   0.521  36.070  13.666   0.491  35.096   1.000 1061960728707538 1
  4704 1822.09 1607.55  -0.03  -0.20  22.321  0.019  23.001  22.321  22.020   5.446   0.641  35.250   6.763   0.563  32.677  18.200   0.526  32.475   1.000 0 1
  4839  576.41 1020.70   0.47   0.16  23.383  0.033  23.540  23.298  23.594   3.664   0.768  28.506   3.570   0.597  24.911   5.240   0.527  21.209   0.658 0 1
  3671 1985.71 2423.96   0.36  -0.71  23.152  0.027  23.176  22.781  23.144   4.629   0.684 -61.869   5.207   0.504 -61.305  10.941   0.371 -59.974   0.071 1061960728708537 1
  2417 1346.13 2462.32  -0.02  -0.07  20.558  0.016  20.881  20.556  20.679   3.179   0.959  43.484   3.117   0.923  41.112   4.993   0.903  35.810   0.994 0 1
   760 1084.63 2571.32  -0.03  -0.10  21.233  0.017  21.583  21.233  21.368   3.537   0.831  30.832   3.726   0.721  29.721   6.269   0.704  27.040   1.000 0 1
  1866  555.88 1241.46   0.00  -0.09  20.487  0.016  20.924  20.484  20.736   4.272   0.792  32.749   5.183   0.693  32.841  10.230   0.666  31.926   0.991 1061960728707869 1
  2722 1346.90 3331.30   0.03  -0.39  23.323  0.032  23.667  23.324  23.551   3.324   0.843 -84.885   3.181   0.766 -87.643   4.920   0.856  82.701   1.000 0 1
  4081   70.94 2750.93   0.04   0.04     nan    nan     nan     nan  21.812   3.730   0.933  59.614     nan     nan     nan     nan     nan     nan     nan 1061960728708766 1
  1725 1875.81  658.85  -0.01   0.07  23.011  0.026  23.240  22.998  23.107   3.463   0.686   8.968   3.314   0.454   6.826   4.690   0.423   6.205   0.951 0 1
  1853  869.52 3631.34   0.13  -0.84  23.205  0.028  23.204  22.833  23.072   3.668   0.795  42.470   3.483   0.732  39.260   5.987   0.792  41.076   0.000 0 1
   793  710.37 2158.94   0.32  -0.37  23.578  0.038  23.725  23.443  23.708   3.610   0.746  57.229   3.433   0.599  58.207   5.508   0.513  62.810   0.540 0 1
   933 1467.05 1517.76   0.25  -0.17  23.467  0.035  23.916  23.468  23.562   3.529   0.766 -24.239   3.895   0.624 -34.648   7.446   0.618 -38.919   1.000 0 1
  1180 1398.62 2091.37  -0.07  -0.07  23.738  0.043  23.992  23.739  23.476   3.743   0.556  13.483   3.725   0.229  14.322   5.481   0.224  15.119   1.000 0 1
  3923 1942.89 1641.23  -0.17   0.10  24.102  0.061  24.102  24.106     nan   3.051   0.690  61.913   2.453   0.414  63.950   1.976   0.313  65.271   0.000 0 1
  2736  395.10 2609.39  -0.32  -0.42  22.168  0.018  22.527  22.006  22.436   5.175   0.667  53.216   5.814   0.592  49.757  13.175   0.559  46.359   0.729 0 1
  4768 1433.66 3376.39  -0.09   0.19  22.111  0.018  22.374  22.014  22.261   4.019   0.760 -11.646   4.146   0.656 -11.418   7.295   0.626 -11.483   0.751 0 1
  1661  696.75 2289.30  -0.22  -0.28  22.772  0.022  23.174  22.723  22.789   3.792   0.854 -37.760   4.032   0.793 -36.333   8.267   0.726 -35.006   0.906 0 1
  3348 1517.05  160.53  -0.03  -0.07  22.708  0.023  22.968  22.709  22.746   3.510   0.682  35.378   3.578   0.422  34.972   5.285   0.379  35.215   1.000 1061960728707182 1
  1514 1157.07 1199.63   0.06  -0.11  20.122  0.016  20.698  20.123  20.391   4.398   0.860   4.909   5.398   0.845   1.420  12.387   0.866  -3.357   1.000 0 1
  1133 1752.69 3797.75  -0.39  -0.05  22.750  0.022  23.084  22.622  22.680   4.025   0.786  15.831   4.235   0.702  14.867   8.688   0.677  13.600   0.756 0 1
  4378  602.57  736.64  -0.03  -0.12  21.418  0.017  21.710  21.419  21.502   3.373   0.776  42.314   3.294   0.621  41.640   5.074   0.586  40.961   1.000 0 1
  4378  602.57  736.64  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2702  401.39  786.05   0.12  -0.13  22.313  0.019  22.776  22.314  22.600   4.909   0.648   6.968   6.750   0.435   5.156  14.954   0.331   5.248   1.000 0 1
  2765  664.14 2063.05   0.03  -0.12  22.130  0.018  22.639  22.131  22.133   3.702   0.922  40.607   4.167   0.893  41.672   8.697   0.915  36.174   1.000 0 1
  3815 1324.50 3145.06   0.50  -0.03  22.452  0.020  22.816  22.329  22.389   4.431   0.823   3.678   5.051   0.682   3.441  11.562   0.560   3.247   0.778 0 1
  1547  291.62 2974.07  -0.13  -0.20  23.739  0.043  23.852  23.542  23.722   3.278   0.881  -6.789   3.071   0.753  -4.677   5.082   0.680   3.706   0.389 0 1
  4495 1027.47 3634.98  -0.02  -0.01  21.508  0.017  21.687  21.492  21.564   2.963   0.847  37.859   2.575   0.697  35.664   3.369   0.619  34.944   0.915 0 1
  1095  703.90 3231.22  -0.01   0.02  20.052  0.016  20.670  20.053  20.397   4.484   0.823   3.337   5.742   0.737   1.221  15.119   0.624   0.547   1.000 0 1
   805  647.00 1265.50   0.06  -0.07  20.128  0.016  20.605  20.129  20.366   4.026   0.899   8.220   4.769   0.843   5.394   9.786   0.826   1.210   1.000 0 1
  4055 1784.47  234.66   0.09  -0.21  21.462  0.017  21.903  21.456  21.686   3.594   0.947  45.437   3.769   0.916  40.337   7.620   0.848  27.685   0.988 0 1
  3989  106.60  262.61   0.02  -0.21  22.904  0.024  23.293  22.905  23.145   3.972   0.700  24.916   4.389   0.515  24.888   8.345   0.437  25.630   1.000 0 1
  3824  354.54  771.87   0.21   0.86  24.414  0.077  24.414  24.228     nan   3.285   0.821 -36.222   2.791   0.669 -32.276   3.869   0.522 -35.730   0.000 0 1
  2182  503.54   53.95   0.05  -0.05  20.311  0.016  20.744  20.313  20.499   3.577   0.899  28.817   3.989   0.812  28.252   7.775   0.757  22.830   1.000 0 1
  2917 1334.46 1662.10  -0.02  -0.04  20.805  0.016  21.121  20.793  20.931   3.544   0.821  40.585   3.705   0.706  41.345   6.081   0.670  41.659   0.965 0 1
   764 1386.82 2443.81   0.02  -0.03  20.642  0.016  20.852  20.641  20.691   3.160   0.773  41.863   2.992   0.580  41.573   3.922   0.545  41.316   0.990 0 1
  3091 1856.96 3706.76   0.06  -0.02  21.298  0.017  21.460  21.298  21.314   2.764   0.839   2.181   2.307   0.613  -0.608   2.816   0.517  -0.380   1.000 0 1
  3904  912.41 3825.32   0.04  -0.03  20.121  0.016  20.358  20.122  20.185   3.119   0.822  42.722   3.020   0.667  42.064   4.154   0.625  41.702   1.000 1061960728709481 1
  3500  360.71 1034.59   0.02  -0.03  20.921  0.016  21.109  20.923  20.956   2.693   0.968  21.259   2.155   0.924   5.379   2.633   0.902   6.405   1.000 0 1
  2331  632.40 2597.03   0.79   1.73  20.305  0.016  20.397  20.305  20.252   2.278   0.899  47.411   1.301   0.748  42.700   1.310   0.703  27.881   1.000 1061960728708640 1
