# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
    34  662.11 1040.12   0.13   0.18  21.676  0.024  22.093  21.505  21.904   4.919   0.779  23.927   5.783   0.723  22.973  14.189   0.701  22.539   0.755 0 1
  2371 1780.00 3033.01  -0.49   0.31  22.290  0.025  22.580  21.852  22.566   7.915   0.683  -9.224   9.280   0.638  -4.929  28.479   0.584  -5.576   0.471 0 1
    24  135.15 2941.96  -0.27  -0.33  20.637  0.024  21.033  20.350  20.903   6.075   0.748  49.669   7.613   0.702  48.888  21.639   0.664  49.654   0.643 0 1
    24  135.15 2941.96  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2505   91.53 1147.16   0.84  -0.01  23.589  0.039  23.780  22.998     nan   8.393   0.635  85.440   5.620   0.961 -16.244  17.382   0.942  64.679   0.311 0 1
   472  530.63 2872.57  -0.02  -0.07  20.260  0.023  20.482  19.845  20.413   6.173   0.751  15.101   7.741   0.688  14.667  21.236   0.637  14.472   0.406 1061934958904979 1
  2327  208.04 1005.52  -0.01  -0.08  21.097  0.024  21.127  20.831  21.105   3.871   0.831  16.263   3.914   0.736  13.575   6.385   0.685  11.660   0.111 0 1
  2327  208.04 1005.52  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  4419 1768.29 3640.45   0.15  -0.36  21.774  0.024  21.999  21.561  21.983   4.722   0.716 -15.584   5.310   0.599 -14.727  11.025   0.536 -14.725   0.552 0 1
  4621  401.00 2275.62  -0.84  -0.20     nan    nan     nan     nan     nan   2.910   0.808  17.908     nan     nan     nan     nan     nan     nan     nan 1061934958904620 1
  2836  323.28 1436.99  -0.57  -0.88  23.562  0.039  23.561  23.017  23.433   5.266   0.793  78.999   5.514   0.731  76.565  12.834   0.724  65.451   0.000 0 1
   895  180.57 2553.62  -0.21   0.49  22.593  0.027  22.592  21.946  22.651   4.841   0.931  20.484   5.483   0.882   9.172  14.880   0.837   3.441   0.000 0 1
  2912 1123.24  746.79  -1.55   0.16  22.968  0.029  23.069  22.561  22.920   4.017   0.838  38.975   4.487   0.727  36.805  10.254   0.667  36.093   0.231 1061934958903750 1
  2912 1123.24  746.79  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2912 1123.24  746.79  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  1457 1508.61 1482.20  -0.03  -0.14  20.225  0.023  20.803  20.131  20.598   6.222   0.745  -0.288   8.170   0.684  -1.229  22.761   0.639  -2.149   0.887 0 1
  2965  454.56 2803.75  -0.11  -0.02  20.325  0.023  20.805  20.138  20.641   5.525   0.917  18.126   7.084   0.897  14.747  19.494   0.867  11.020   0.768 0 1
  2121 1455.56 3562.94   0.08  -0.06  22.610  0.027  22.656  22.126     nan   5.201   0.682  47.554   5.745   0.609  47.954  13.337   0.580  48.528   0.106 0 1
  1932 1468.78  499.80  -0.01  -0.05  21.471  0.023  21.471  20.760  21.567   6.731   0.662   3.410   8.340   0.578   3.056  25.713   0.509   2.785   0.000 0 1
  4436  158.41 3424.84  -0.89  -0.91  22.029  0.025  22.028  21.247  22.102   6.651   0.799  14.149   8.173   0.759  16.696  26.330   0.742  18.685   0.000 1061934958905300 1
  2339  424.07  695.21   0.42  -0.09  21.303  0.023  21.955  21.130  21.848   6.507   0.887  37.114   8.019   0.878  26.333  26.137   0.866  18.961   0.843 0 1
  4813  368.04 3677.97   0.96  -0.44     nan    nan     nan     nan     nan   2.966   0.861  -3.209     nan     nan     nan     nan     nan     nan     nan 0 1
  2321 1653.72 2208.02  -0.01  -0.19  21.709  0.024  22.224  21.617  22.050   9.038   0.619 -52.469  10.283   0.615 -48.165  25.881   0.623 -40.982   0.870 0 1
  2321 1653.72 2208.02  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  4669 1101.84   20.85   0.16   0.15     nan    nan     nan     nan     nan   5.593   0.701  31.464     nan     nan     nan     nan     nan     nan     nan 0 1
