# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  3706  728.48  392.40  -0.02  -0.06  20.107  0.023  20.404  20.107  20.211   3.433   0.811  26.036   3.639   0.652  24.747   5.673   0.601  23.189   1.000 0 1
  1442   82.19  520.57  -0.01  -0.09  20.160  0.023  20.567  20.161  20.343   3.488   0.957   6.326   3.850   0.908   8.100   7.075   0.886   6.055   1.000 0 1
  1356 1833.86 1859.99  -0.05  -1.24  23.825  0.049  24.240  23.826     nan   3.648   0.844  70.145   3.450   0.656  45.340   6.264   0.674  44.231   1.000 0 1
  2972 1604.04 3595.60  -0.15  -0.15  20.882  0.023  21.334  20.881  21.079   4.719   0.644  40.748   5.833   0.493  40.327  11.975   0.451  39.544   0.998 0 1
  2983 1085.95 1531.70   0.02  -0.03  20.205  0.023  20.564  20.207  20.267   3.487   0.716  20.885   3.891   0.462  19.713   7.278   0.332  19.988   1.000 0 1
   349  488.24 3622.54  -0.10  -0.07  21.055  0.023  21.333  20.938  21.212   4.407   0.731  21.561   5.011   0.598  21.448   9.594   0.538  21.609   0.728 1061969318643928 1
  1217 1635.13 3273.74  -0.09  -0.01  21.074  0.023  21.443  21.074  21.247   3.206   0.931   9.968   3.133   0.843   5.064   5.245   0.881   2.663   1.000 0 1
  3290 1094.41 3113.77   0.10   0.08  21.027  0.023  21.481  21.028  21.214   3.958   0.823  -2.162   4.451   0.733  -2.320   8.767   0.728  -5.718   1.000 1061969318643560 1
  1214  596.32  122.51  -0.27   0.41  24.094  0.061  24.220  24.094  24.022   3.009   0.757 -52.291   2.761   0.364 -58.894   3.373   0.197 -62.401   1.000 1061969318641742 1
  3186  277.20 1058.59  -0.00  -0.05  23.262  0.036  23.288  23.190  23.267   2.882   0.840  40.186   2.342   0.634  36.146   2.555   0.500  35.237   0.253 0 1
  2776 1327.55  731.47  -0.06  -0.10  20.104  0.023  20.615  20.105  20.341   5.003   0.638  36.574   6.352   0.507  36.133  14.100   0.463  36.165   1.000 0 1
  4704 1822.09 1607.55  -0.57  -0.12  23.396  0.037  23.683  23.327  23.499   3.737   0.683  53.644   3.777   0.505  53.137   6.616   0.468  51.459   0.826 0 1
