# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
    34  662.11 1040.12   0.12  -0.02  21.921  0.021  22.228  21.705  22.112   4.761   0.717  17.766   5.559   0.613  18.672  12.659   0.582  20.160   0.632 1061857649492551 1
  2371 1780.00 3033.01   0.17  -0.14  22.232  0.021  22.558  21.819  22.487   6.206   0.890 -74.499   7.561   0.875 -81.233  22.721   0.858 -89.661   0.515 1061857649493778 1
    24  135.15 2941.96  -0.07  -0.03  20.336  0.019  21.036  20.336  20.749   5.580   0.778  32.641   7.504   0.750  29.448  21.039   0.728  26.313   1.000 0 1
    24  135.15 2941.96  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2505   91.53 1147.16  -0.04  -0.16     nan    nan     nan     nan     nan   3.070   0.916  78.560     nan     nan     nan     nan     nan     nan     nan 0 1
   472  530.63 2872.57  -0.14  -0.03  20.336  0.019  20.495  19.860  20.476   6.147   0.750  12.243   7.592   0.699  12.313  20.766   0.652  12.222   0.298 0 1
  2327  208.04 1005.52   0.08  -0.03  21.103  0.020  21.143  20.858  21.113   3.765   0.838  14.020   3.773   0.746  12.893   5.977   0.701  11.916   0.147 0 1
  3648  149.23 3418.16   0.81  -0.03  22.509  0.022  22.846  22.198  22.886   6.520   0.573 -18.056   8.003   0.469 -17.426  22.363   0.413 -17.129   0.585 1061857649493977 1
  4419 1768.29 3640.45   0.08   0.05  21.841  0.020  22.041  21.593  21.975   4.502   0.809   7.069   4.930   0.735   9.470  10.153   0.697   9.833   0.486 0 1
  4419 1768.29 3640.45  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2836  323.28 1436.99   0.34   0.15  23.740  0.041  23.740  23.276  23.669   4.019   0.900 -41.366   3.967   0.864 -42.372   8.255   0.859 -50.147   0.000 0 1
   895  180.57 2553.62   0.13   0.30  22.114  0.021  22.563  21.836  22.088   5.148   0.852   5.581   6.131   0.824   6.738  17.778   0.813   8.636   0.687 0 1
  2912 1123.24  746.79  -1.27  -0.26  21.889  0.020  22.400  21.623  22.294   6.564   0.675  21.873   8.243   0.627  18.798  26.036   0.598  16.016   0.725 1061857649492390 1
  2878 1225.05 1495.46  -0.50   0.00  22.296  0.022  22.919  22.216  22.906   5.342   0.919  60.718   6.221   0.895  69.598  17.220   0.903  86.079   0.913 0 1
  1523 1089.14 1261.51  -0.34  -0.14  21.175  0.020  21.174  20.472  21.164   6.106   0.880  49.169   7.356   0.868  48.036  21.149   0.884  49.926   0.000 1061857649492680 1
  1457 1508.61 1482.20   0.09   0.02  20.112  0.020  20.692  20.001  20.489   6.565   0.773  -2.182   8.830   0.724  -1.424  25.015   0.695  -3.599   0.871 1061857649492835 1
  2965  454.56 2803.75  -0.14   0.00  20.613  0.019  20.909  20.343  20.811   5.397   0.852   9.924   6.593   0.814  11.018  15.991   0.801  13.056   0.571 1061857649493664 1
  2121 1455.56 3562.94   0.22  -0.68  22.052  0.021  22.301  21.687  22.178   5.872   0.706  48.520   7.000   0.604  48.791  18.862   0.532  49.961   0.466 1061857649494034 1
  1932 1468.78  499.80  -0.15  -0.10     nan    nan     nan     nan  21.875   6.163   0.574  -6.947     nan     nan     nan     nan     nan     nan     nan 1061857649492200 1
  4436  158.41 3424.84   0.42   0.33  22.023  0.020  22.247  21.556  22.259   5.540   0.832 -20.665   6.548   0.801 -20.264  18.731   0.771 -19.762   0.388 1061857649493977 1
  2339  424.07  695.21  -0.41  -0.48  21.597  0.020  22.164  21.405  21.748   5.898   0.754   8.293   7.382   0.716   7.533  22.428   0.697   5.965   0.801 1061857649492343 1
  4813  368.04 3677.97  -0.01   0.09  22.747  0.024  22.745  22.226     nan   4.230   0.884  18.128   4.518   0.856  16.171  10.229   0.844  14.759   0.000 0 1
  2321 1653.72 2208.02  -0.08   0.14  22.698  0.024  22.764  22.182  22.722   4.441   0.909  65.101   4.827   0.892  72.750  11.711   0.890  82.004   0.140 0 1
  1570  990.64 3606.44   0.01  -0.06  21.935  0.020  22.229  21.406  22.231   8.186   0.628  34.786  10.333   0.588  34.115  34.591   0.569  33.381   0.438 0 1
  4669 1101.84   20.85   0.16   0.15     nan    nan     nan     nan     nan   5.610   0.724  37.252     nan     nan     nan     nan     nan     nan     nan 0 1
  4669 1101.84   20.85  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
