# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  1514 1157.07 1199.63   0.07  -0.19  20.218  0.023  20.730  20.218  20.479   4.362   0.868   5.232   5.473   0.797   3.300  11.985   0.762  -0.626   1.000 1061934958903997 1
  1133 1752.69 3797.75   0.02   0.17  22.570  0.027  23.036  22.571  22.725   3.794   0.792  15.057   4.249   0.671  13.044   8.599   0.661   5.013   1.000 1061934958905546 1
  4378  602.57  736.64   0.04   0.07  21.415  0.024  21.695  21.415  21.509   3.246   0.839  42.834   3.130   0.725  40.120   4.617   0.715  36.874   1.000 0 1
  1186 1984.54 1797.25   0.02   0.26     nan    nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan     nan 0 1
  2702  401.39  786.05  -0.02  -0.14  22.746  0.028  23.005  22.594  22.952   4.277   0.733  14.839   4.633   0.593  12.440   9.242   0.510  11.895   0.663 0 1
  2765  664.14 2063.05   0.00  -0.08  22.515  0.027  22.791  22.428  22.600   3.416   0.913 -20.919   3.443   0.785 -16.119   6.167   0.717 -13.781   0.782 0 1
  3815 1324.50 3145.06   0.53  -0.11  22.581  0.027  22.826  22.323  22.725   5.024   0.642   9.337   5.618   0.515   9.221  12.800   0.454   8.909   0.536 0 1
  1547  291.62 2974.07   0.10   0.27  23.005  0.031  23.312  22.903     nan   6.526   0.601  23.676   6.899   0.533  20.646  13.475   0.507  17.673   0.767 0 1
  4495 1027.47 3634.98  -0.01  -0.06  21.574  0.024  21.713  21.543  21.618   2.882   0.912  36.289   2.396   0.799  25.123   2.984   0.703  22.342   0.815 1061934958905441 1
  1095  703.90 3231.22  -0.08  -0.10  20.215  0.023  20.709  20.205  20.497   4.352   0.866   8.078   5.360   0.805   9.480  11.572   0.781   9.959   0.983 1061934958905188 1
   805  647.00 1265.50  -0.03  -0.09  20.050  0.023  20.576  20.050  20.325   4.122   0.895   5.605   5.062   0.831   1.763  11.278   0.783   0.938   1.000 0 1
  4055 1784.47  234.66  -0.15  -0.08  21.538  0.024  21.917  21.528  21.739   3.510   0.959  40.121   3.625   0.921  37.718   6.494   0.910  34.267   0.977 0 1
  3989  106.60  262.61  -0.18  -0.10  22.724  0.028  23.251  22.724  23.352   4.341   0.720  14.751   5.155   0.559  13.818  12.242   0.461  12.591   1.000 0 1
  3989  106.60  262.61  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2182  503.54   53.95  -0.04  -0.09  20.316  0.023  20.721  20.316  20.502   3.686   0.891  21.610   4.089   0.821  21.252   7.492   0.806  20.026   1.000 0 1
  2917 1334.46 1662.10   0.04  -0.03  20.777  0.023  21.121  20.777  20.911   3.561   0.809  39.938   3.717   0.693  38.709   6.214   0.668  36.435   1.000 1061934958904263 1
   764 1386.82 2443.81   0.00  -0.00  20.673  0.023  20.867  20.674  20.721   3.085   0.800  47.740   2.797   0.623  45.255   3.540   0.578  44.426   1.000 0 1
  3091 1856.96 3706.76  -0.01   0.01  21.237  0.024  21.403  21.239  21.267   2.895   0.832   9.592   2.497   0.608   4.378   3.027   0.545   2.131   0.998 0 1
  3904  912.41 3825.32  -0.01  -0.06  20.094  0.023  20.341  20.094  20.156   3.208   0.820  44.811   3.120   0.670  41.090   4.394   0.626  39.789   1.000 1061934958905558 1
  3500  360.71 1034.59   0.06   0.11  20.726  0.023  20.968  20.726  20.762   2.793   0.962  -8.019   2.378   0.876 -15.641   3.261   0.855 -30.433   1.000 0 1
  2331  632.40 2597.03  -0.04   0.03  20.283  0.023  20.675  20.270  20.473   4.390   0.720   5.005   5.275   0.589   5.731  10.005   0.545   5.217   0.970 1061934958904814 1
