# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  3706  728.48  392.40  -0.00  -0.05  20.106  0.023  20.389  20.099  20.214   3.454   0.800  25.935   3.613   0.644  23.946   5.585   0.592  22.723   0.975 0 1
  1442   82.19  520.57  -0.01  -0.10  20.120  0.023  20.536  20.120  20.320   3.593   0.954   3.187   3.971   0.911   2.055   7.388   0.898  -2.761   1.000 0 1
  1442   82.19  520.57  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2972 1604.04 3595.60  -0.33   0.14  20.869  0.023  21.277  20.824  21.046   4.451   0.718  38.586   5.308   0.584  38.129  11.024   0.529  37.802   0.911 0 1
  2983 1085.95 1531.70  -0.02  -0.01  20.332  0.023  20.575  20.326  20.416   3.554   0.710  19.845   3.731   0.482  18.329   5.463   0.417  18.334   0.976 0 1
   349  488.24 3622.54  -0.08  -0.20  20.881  0.024  21.340  20.881  21.083   4.335   0.745  23.344   5.230   0.619  22.658  10.737   0.579  22.140   1.000 0 1
  1217 1635.13 3273.74  -0.00  -0.09     nan    nan     nan     nan  21.134   3.260   0.958 -17.030     nan     nan     nan     nan     nan     nan     nan 1061934958905194 1
  3290 1094.41 3113.77  -0.10  -0.08  21.041  0.023  21.444  21.041  21.159   3.851   0.761  15.357   4.352   0.623  14.075   8.187   0.567  11.649   1.000 0 1
  1214  596.32  122.51   0.82   1.29  23.432  0.036  23.432  22.872     nan   4.655   0.809  64.675   5.068   0.703  63.043  12.459   0.645  61.371   0.000 0 1
  3186  277.20 1058.59   0.01  -0.09  22.658  0.028  23.085  22.642  22.687   3.263   0.823  44.578   3.030   0.682  42.248   6.150   0.621  22.974   0.968 0 1
  2776 1327.55  731.47   0.07  -0.24  19.922  0.023  20.407  19.890  20.209   5.196   0.687  41.282   6.806   0.568  39.918  15.397   0.520  37.950   0.946 0 1
  4704 1822.09 1607.55  -0.26  -0.23  22.575  0.027  23.192  22.576  22.406   6.168   0.500  59.076   7.078   0.414  60.326  17.800   0.384  62.250   1.000 0 1
  4839  576.41 1020.70  -0.16  -0.06  22.695  0.028  23.163  22.693  22.795   3.798   0.800  29.439   4.059   0.664  32.361   8.857   0.558  36.774   0.993 1061934958903889 1
  3671 1985.71 2423.96  -0.37  -0.12  22.343  0.026  22.987  22.344  21.924   7.094   0.556  -2.951   7.728   0.492   0.794  19.864   0.468   1.427   1.000 0 1
  2417 1346.13 2462.32  -0.01  -0.04  20.567  0.023  20.886  20.567  20.666   3.182   0.940  39.796   3.069   0.907  28.585   4.764   0.921  16.046   1.000 0 1
   760 1084.63 2571.32  -0.05  -0.01  21.245  0.024  21.593  21.245  21.398   3.656   0.812  35.724   3.850   0.690  32.335   6.588   0.647  30.220   1.000 0 1
  1866  555.88 1241.46   0.05  -0.00  20.516  0.023  20.944  20.504  20.740   4.191   0.821  33.475   5.021   0.725  31.951   9.934   0.691  31.342   0.975 1061934958904016 1
  2722 1346.90 3331.30  -0.10  -0.17  23.790  0.051  23.793  23.598  23.776   3.157   0.885  -2.398   2.801   0.701  -4.503   4.099   0.493 -13.717   0.016 0 1
  4081   70.94 2750.93  -0.05  -0.09  21.656  0.025  22.100  21.656  21.686   3.462   0.947  38.820   3.653   0.887  33.711   7.162   0.864  33.396   1.000 0 1
  1725 1875.81  658.85   0.24   0.30  22.333  0.025  22.943  22.334  22.762   5.734   0.497  -0.691   6.337   0.365  -0.769  14.746   0.428   0.166   1.000 0 1
  1853  869.52 3631.34  -0.20  -0.08  22.952  0.032  23.245  22.952  23.026   3.294   0.820  61.113   3.125   0.723  61.777   4.638   0.732  58.886   1.000 1061934958905437 1
   793  710.37 2158.94  -0.08   0.56  23.636  0.044  23.856  23.396  23.602   4.162   0.540  45.798   4.162   0.344  45.181   8.132   0.409  43.901   0.522 0 1
   933 1467.05 1517.76  -0.42   0.14  23.950  0.056  23.948  23.909  23.763   3.270   0.600  -6.225   2.983   0.136  -7.734   2.991   0.136  -7.644   0.000 0 1
  1180 1398.62 2091.37   0.46   0.27  23.657  0.046  23.731  23.491  23.359   3.481   0.731  12.918   3.272   0.526  13.914   4.846   0.448  12.938   0.326 0 1
  3923 1942.89 1641.23   0.14  -0.32  23.275  0.036  23.631  23.275  23.495   4.219   0.616  43.658   4.577   0.415  42.090   8.604   0.302  40.380   1.000 0 1
  3923 1942.89 1641.23  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  4768 1433.66 3376.39  -0.03  -0.13  22.038  0.025  22.305  21.910  22.138   3.767   0.876 -11.394   3.924   0.785  -9.435   7.328   0.747  -8.749   0.705 0 1
  1661  696.75 2289.30  -0.26   0.09  22.965  0.030  23.178  22.659  23.088   4.466   0.731  26.613   4.958   0.612  26.048  11.515   0.542  26.332   0.462 0 1
  3348 1517.05  160.53  -0.33   0.07  22.710  0.028  22.993  22.638  22.852   3.565   0.899  64.501   3.525   0.863  67.511   6.095   0.829  70.074   0.816 0 1
