# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  2965  454.56 2803.75  -0.02  -0.10  20.303  0.016  20.790  20.108  20.636   5.470   0.917  15.535   6.971   0.909  10.693  19.366   0.893   7.829   0.763 0 1
  2121 1455.56 3562.94   0.23   0.30  22.644  0.020  22.643  22.171     nan   5.088   0.713  41.152   5.648   0.623  39.122  12.634   0.564  37.646   0.000 1061960728709286 1
  1932 1468.78  499.80  -0.05  -0.14  21.329  0.016  21.380  20.608  21.387   7.404   0.637   5.059   9.476   0.564   4.420  31.007   0.509   3.610   0.089 0 1
  4436  158.41 3424.84   0.36  -0.38  22.018  0.017  22.256  21.532  22.054   5.257   0.902 -55.492   6.349   0.892 -49.939  19.249   0.832 -42.899   0.395 1061960728709216 1
  2339  424.07  695.21   0.10  -0.22  24.187  0.068  24.187  24.160  23.798   2.269   0.922  49.178   1.246   0.813  46.378   0.944   0.839  41.142   0.000 1061960728707517 1
  4813  368.04 3677.97   0.24  -0.14  22.796  0.022  22.795  22.354     nan   4.630   0.758  23.899   4.842   0.681  22.666  10.189   0.636  22.635   0.000 0 1
  2321 1653.72 2208.02  -0.05  -0.83  21.643  0.017  22.370  21.601  21.892   5.836   0.941  57.128   7.136   0.899  48.005  22.217   0.840  44.084   0.959 0 1
  1570  990.64 3606.44   0.46   0.06     nan    nan     nan     nan     nan   3.232   0.903   7.409     nan     nan     nan     nan     nan     nan     nan 0 1
  4669 1101.84   20.85   0.16   0.15     nan    nan     nan     nan     nan   8.675   0.525  63.146     nan     nan     nan     nan     nan     nan     nan 0 1
  4595 1728.58 4116.63   0.14   0.12  22.668  0.021  22.846  22.371  22.788   4.774   0.743  32.924   5.332   0.657  33.363  11.342   0.638  33.000   0.415 1061960728709686 1
  2318   29.50 1538.71  -0.50   0.29  21.244  0.016  21.871  21.034     nan   6.320   0.899  20.794   8.063   0.876  21.032  26.796   0.860  21.074   0.809 0 1
  3655  841.00 1773.96   0.08  -0.01  20.982  0.016  21.607  20.956  21.409   5.557   0.725  48.882   7.073   0.661  49.746  18.866   0.630  49.404   0.967 0 1
  4075  924.68 3351.98   0.03  -0.14  19.932  0.016  20.145  19.829  20.019   3.610   0.888  26.605   3.805   0.816  23.860   6.146   0.785  21.502   0.689 1061960728709150 1
   520  988.52 1981.45   0.15   0.55  23.262  0.029  23.305  22.906  23.086   3.686   0.919  83.044   3.607   0.861 -75.856   7.260   0.721 -65.424   0.122 0 1
   242  770.72  160.40  -0.81   0.92  21.067  0.016  21.382  20.552  21.218   5.980   0.926  -1.816   7.785   0.881  -1.331  26.376   0.845  -4.068   0.463 1061960728707169 1
  2973 1514.65 2413.38   0.04  -0.08  20.144  0.016  20.526  19.982  20.374   4.763   0.907  14.217   5.786   0.881  13.329  13.401   0.864  11.548   0.738 0 1
  3439 1182.22 2757.13   0.10  -0.10  20.304  0.016  20.824  20.107  20.685   6.754   0.705  35.748   8.995   0.636  35.153  26.725   0.593  34.115   0.777 0 1
   351  626.55 3546.47   0.14  -0.06  19.830  0.016  20.003  19.475  19.910   5.776   0.647  -1.985   7.145   0.540  -4.306  17.316   0.476  -7.589   0.366 0 1
  4557 1903.08 1234.99  -0.00  -0.34  22.498  0.020  23.128  22.499  22.693   3.564   0.832  68.422   4.693   0.585  84.595  14.032   0.365 -88.302   1.000 0 1
  4339  182.05 1780.21   0.66   1.01     nan    nan     nan     nan     nan   6.257   0.644 -54.792     nan     nan     nan     nan     nan     nan     nan 0 1
  2585 1083.86 4009.87  -0.17  -0.04     nan    nan     nan     nan     nan   3.067   0.951  74.616     nan     nan     nan     nan     nan     nan     nan 0 1
  1377  441.19 1111.46  -0.51   0.58  23.460  0.031  23.459  22.905  23.231   5.342   0.664  -7.738   5.993   0.536  -7.986  14.827   0.476  -7.878   0.000 0 1
  2097 1792.33   76.45  -0.33  -0.45  21.379  0.016  21.579  20.775  21.531   6.001   0.880  43.696   7.531   0.836  42.251  24.622   0.806  42.894   0.315 0 1
    21 1742.29 1634.43  -0.25  -0.06     nan    nan     nan     nan  22.392   3.413   0.801  -1.078     nan     nan     nan     nan     nan     nan     nan 1061960728708102 1
   850  850.52 3484.92  -0.30   0.31     nan    nan     nan     nan     nan   2.950   0.639  -9.727     nan     nan     nan     nan     nan     nan     nan 0 1
  3698  696.41 2471.92   0.74  -0.58  22.509  0.019  22.963  22.174  22.612   6.226   0.668  -2.420   8.038   0.558  -3.046  26.559   0.494  -3.948   0.653 1061960728708574 1
  4189  868.07 2666.97   0.03  -0.05  20.726  0.016  21.098  20.539  20.966   4.850   0.897  48.672   5.880   0.869  46.009  13.874   0.865  41.809   0.706 0 1
  1042 1463.26 1120.64  -0.09  -0.30  23.122  0.027  23.342  22.890  23.320   4.003   0.820  47.603   4.100   0.767  45.443   8.349   0.734  40.283   0.529 0 1
   980   41.68  820.27   0.32  -0.27  20.090  0.016  20.548  19.899  20.420   6.022   0.767  16.992   7.880   0.714  16.514  21.305   0.685  15.260   0.751 0 1
   980   41.68  820.27  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   262 1426.21 2190.78   0.06  -0.08  21.160  0.017  21.363  21.062  21.229   3.327   0.925  31.384   3.186   0.883  27.827   4.945   0.878  24.273   0.692 0 1
   262 1426.21 2190.78  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2422 1119.56 1843.07   0.08  -0.11  19.778  0.016  20.215  19.367  20.089   7.624   0.835   9.844  10.227   0.810  12.312  35.143   0.788  10.162   0.599 0 1
  4836  802.19  655.90   0.02  -0.12  20.441  0.016  20.761  19.985  20.709   7.397   0.700  48.641   9.522   0.650  48.619  30.515   0.614  48.903   0.489 1061960728707504 1
  4836  802.19  655.90  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2800 1884.80 3977.69   0.60  -0.59  22.615  0.020  22.854  22.064  22.661   6.420   0.764  -2.525   7.867   0.718  -0.193  25.287   0.689   1.508   0.377 0 1
  4195 1564.00  679.70   0.03  -0.13  20.646  0.016  21.161  20.540  21.003   5.508   0.769  30.749   6.898   0.713  31.343  17.709   0.689  29.982   0.860 0 1
  1234 1042.44 2670.30   0.53  -0.19  21.720  0.017  22.318  21.561  22.034   6.342   0.727  14.060   7.875   0.673  16.079  23.757   0.662  16.930   0.837 0 1
  2564   59.04 2850.65  -0.04   0.35  20.338  0.016  20.742  20.021  20.644   6.614   0.750  11.116   8.446   0.706  10.943  25.273   0.663  11.023   0.629 0 1
  2564   59.04 2850.65  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  4702 1793.21 2146.04   0.05  -0.16     nan    nan     nan     nan  20.518   7.864   0.838  51.530     nan     nan     nan     nan     nan     nan     nan 1061960728708439 1
  4773 1234.91 1795.63   0.02  -1.26  23.196  0.027  23.855  23.198  22.516   8.392   0.574 -15.627   6.956   0.556   6.258  19.290   0.458   5.730   1.000 0 1
   738 1513.69  828.80   0.36  -1.61  21.330  0.017  21.600  21.288  21.434   3.618   0.760 -77.722   3.900   0.576 -74.882   6.477   0.503 -72.939   0.875 0 1
  4584 1341.91 2034.43   0.20  -0.17  22.228  0.019  22.704  22.229  22.330   4.014   0.922  20.433   4.365   0.904  32.736   9.006   0.877  32.122   1.000 0 1
