# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  3706  728.48  392.40  -0.04  -0.08  20.035  0.025  20.365  20.036  20.165   3.620   0.784  27.026   3.820   0.633  24.815   6.233   0.601  25.541   1.000 0 1
  3706  728.48  392.40  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  1356 1833.86 1859.99   1.01   0.79     nan    nan     nan     nan     nan   3.413   0.624  44.405     nan     nan     nan     nan     nan     nan     nan 0 1
  2972 1604.04 3595.60   0.02   0.04  20.955  0.025  21.346  20.904  21.143   4.792   0.634  41.596   5.806   0.493  41.605  11.770   0.454  40.711   0.898 1061990793480275 1
  2983 1085.95 1531.70   0.01  -0.02  20.318  0.024  20.568  20.318  20.404   3.549   0.710  20.235   3.687   0.483  18.226   5.365   0.426  17.341   1.000 0 1
   349  488.24 3622.54  -0.13  -0.02  20.798  0.024  21.248  20.798  21.012   4.462   0.710  19.761   5.343   0.587  19.291  10.795   0.549  18.522   1.000 0 1
  1217 1635.13 3273.74  -0.09  -0.06  21.238  0.025  21.518  21.232  21.330   3.155   0.920   7.571   2.935   0.844   2.555   4.381   0.834  -1.673   0.980 0 1
  3290 1094.41 3113.77  -0.07  -0.13  20.693  0.024  21.293  20.694  20.968   4.319   0.777  19.507   5.863   0.656  32.059  14.686   0.590  38.250   1.000 0 1
  1214  596.32  122.51   0.83  -0.66  23.380  0.037  23.424  22.956  22.066   6.086   0.704 -38.726   6.574   0.638 -33.436  14.037   0.633 -28.704   0.110 0 1
  3186  277.20 1058.59  -0.01   0.15  22.480  0.028  22.981  22.480  22.390   3.533   0.716  38.520   3.596   0.549  37.383   7.289   0.614  26.058   1.000 1061990793478770 1
  2776 1327.55  731.47   0.34  -0.51  19.892  0.024  20.314  19.792  20.143   5.488   0.701  48.315   7.062   0.604  47.828  16.056   0.570  46.780   0.832 0 1
  4704 1822.09 1607.55  -0.36  -0.32  23.419  0.041  23.632  23.421  23.453   3.246   0.783 -75.106   2.991   0.583 -72.184   3.814   0.601 -66.458   1.000 1061990793479100 1
  4839  576.41 1020.70   0.57   0.61  23.141  0.035  23.311  23.135     nan   5.043   0.439  30.490   5.210   0.185  28.814   7.011   0.134  27.412   0.946 0 1
  3671 1985.71 2423.96  -0.02   0.21  22.993  0.031  23.329  22.812  23.196   4.315   0.792  45.171   4.601   0.721  38.812  10.327   0.678  33.677   0.693 0 1
  2417 1346.13 2462.32   0.01  -0.04  20.498  0.024  20.847  20.498  20.635   3.304   0.916  45.186   3.267   0.876  39.862   5.408   0.870  32.347   1.000 0 1
   760 1084.63 2571.32   0.25   0.12  21.134  0.024  21.464  21.103  21.262   3.786   0.782  30.811   3.983   0.665  29.330   6.949   0.632  27.816   0.921 0 1
  1866  555.88 1241.46  -0.09  -0.20  20.508  0.024  20.974  20.508  20.709   4.016   0.882  41.636   4.699   0.829  34.619   9.437   0.817  26.471   1.000 1061990793478886 1
  2722 1346.90 3331.30   0.31   0.09  24.028  0.060  24.028  23.853  23.906   3.353   0.702   6.579   3.064   0.421   5.454   4.196   0.303  10.303   0.000 0 1
  4081   70.94 2750.93  -0.16  -0.04  22.103  0.026  22.211  21.945  22.129   3.317   0.935  41.610   3.066   0.890  32.253   4.588   0.849  21.609   0.424 0 1
  1725 1875.81  658.85  -0.36  -0.10  23.510  0.044  23.521  23.468     nan   3.277   0.714  10.967   2.763   0.415  10.337   2.816   0.249  13.750   0.182 0 1
  1853  869.52 3631.34  -0.02   0.10  22.739  0.029  23.008  22.563  22.724   3.781   0.896  55.764   3.911   0.851  43.807   7.833   0.816  33.107   0.646 0 1
   793  710.37 2158.94  -0.13  -0.07  23.026  0.033  23.510  23.026  23.157   3.689   0.732  -6.048   4.005   0.535 -10.936   8.917   0.433 -15.060   1.000 1061990793479425 1
   933 1467.05 1517.76  -0.49  -0.20  23.274  0.037  23.676  23.274  23.176   4.175   0.726  41.992   4.173   0.624  43.884   7.736   0.597  44.918   1.000 0 1
   933 1467.05 1517.76  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  3923 1942.89 1641.23  -0.68   0.01  23.124  0.035  23.570  23.124  23.348   3.550   0.795  42.445   3.913   0.609  35.965   7.723   0.553  27.926   1.000 0 1
  2736  395.10 2609.39  -0.23   0.20  22.094  0.026  22.580  22.076  22.421   4.264   0.877  32.144   4.874   0.775  28.994  10.916   0.697  26.782   0.968 0 1
  4768 1433.66 3376.39  -0.03   0.03  21.786  0.025  22.094  21.570  22.054   5.123   0.750  18.542   5.897   0.682  16.000  13.619   0.635  14.440   0.634 1061990793480166 1
  1661  696.75 2289.30  -0.89   0.53     nan    nan     nan     nan     nan   3.192   0.899 -67.991     nan     nan     nan     nan     nan     nan     nan 0 1
  3348 1517.05  160.53   0.15   0.28  22.847  0.032  23.097  22.847  22.928   3.195   0.836  47.869   2.966   0.687  47.451   4.319   0.613  45.768   1.000 1061990793478232 1
