# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  1514 1157.07 1199.63  -0.02  -0.05  20.156  0.024  20.664  20.157  20.449   4.565   0.842   7.956   5.796   0.765   8.312  12.548   0.741   6.359   1.000 1061990793478849 1
  1133 1752.69 3797.75  -0.57  -0.52  22.881  0.030  22.994  22.673  22.971   5.026   0.525  49.291   5.396   0.349  49.396   9.686   0.269  50.256   0.374 0 1
  4378  602.57  736.64  -0.18  -0.37     nan    nan     nan     nan  21.217   3.592   0.788  49.111     nan     nan     nan     nan     nan     nan     nan 1061990793478593 1
  1186 1984.54 1797.25   0.41   1.54     nan    nan     nan     nan     nan   0.289   1.000   0.000     nan     nan     nan     nan     nan     nan     nan 0 1
  2702  401.39  786.05  -0.43  -0.43  22.579  0.028  22.933  22.470  22.337   4.502   0.626  35.879   5.056   0.447  34.378  10.716   0.401  34.256   0.793 1061990793478630 1
  2765  664.14 2063.05   0.09   0.11  22.680  0.029  22.818  22.516  22.653   3.493   0.905  88.537   3.247   0.859 -81.384   5.058   0.863 -67.109   0.480 0 1
  3815 1324.50 3145.06   0.19  -0.00  22.265  0.026  22.786  22.265  22.563   4.652   0.662  17.012   5.425   0.546  16.516  12.392   0.485  15.548   1.000 0 1
  1547  291.62 2974.07   0.77   0.16  23.615  0.046  23.929  23.616  23.771   3.026   0.840  33.160   2.872   0.649  13.069   5.028   0.474   2.877   1.000 0 1
  4495 1027.47 3634.98   0.01  -0.04  21.280  0.025  21.680  21.280  21.460   3.065   0.827  38.216   2.733   0.688  36.219   5.529   0.536  47.383   1.000 0 1
  1095  703.90 3231.22  -0.08  -0.03  20.211  0.024  20.707  20.211  20.466   4.432   0.825   8.355   5.393   0.751   7.171  11.596   0.714   6.716   1.000 0 1
   805  647.00 1265.50   0.01  -0.13  20.135  0.024  20.578  20.130  20.381   4.180   0.884   5.134   4.989   0.809   2.469   9.962   0.773  -0.335   0.990 0 1
  4055 1784.47  234.66   0.00  -0.01  21.497  0.025  21.862  21.427  21.665   4.037   0.835  33.749   4.325   0.766  32.331   8.382   0.757  32.123   0.857 0 1
  3989  106.60  262.61  -0.30  -0.01  23.539  0.043  23.539  23.264     nan   3.647   0.833  21.285   3.436   0.681  20.725   5.490   0.599  24.773   0.000 0 1
  3824  354.54  771.87  -0.43   0.12  24.385  0.082  24.401  24.362  24.088   3.676   0.352  42.227   3.645   0.133  44.081   3.638   0.133  44.139   0.090 0 1
  2182  503.54   53.95  -0.02  -0.08  20.485  0.025  20.817  20.464  20.613   3.586   0.913  29.281   3.718   0.853  24.745   6.272   0.840  19.861   0.945 0 1
  2917 1334.46 1662.10  -0.02   0.01  20.787  0.024  21.122  20.787  20.925   3.530   0.826  45.974   3.655   0.705  43.485   6.031   0.676  42.653   1.000 0 1
   764 1386.82 2443.81  -0.03  -0.03  20.623  0.024  20.839  20.621  20.687   3.267   0.750  45.968   3.083   0.552  44.400   4.099   0.522  43.205   0.990 0 1
   764 1386.82 2443.81  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  3904  912.41 3825.32  -0.00  -0.04  20.104  0.025  20.354  20.104  20.175   3.206   0.811  41.674   3.064   0.664  40.247   4.306   0.632  39.755   1.000 0 1
  3500  360.71 1034.59  -0.04  -0.10  20.784  0.025  21.054  20.784  20.818   2.855   0.960  15.878   2.430   0.883   1.301   3.617   0.815   0.029   1.000 0 1
  2331  632.40 2597.03  -0.03  -0.06  20.248  0.024  20.665  20.249  20.449   4.358   0.717   5.165   5.357   0.565   4.591  10.360   0.513   3.529   1.000 0 1
