# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  2912 1123.24  746.79  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  1523 1089.14 1261.51  -0.23  -1.17  21.065  0.018  21.065  20.298  21.090   6.398   0.811  59.329   7.792   0.797  57.814  24.547   0.793  55.817   0.000 1061866239427284 1
  1457 1508.61 1482.20   0.00  -0.08  20.230  0.017  20.817  20.137  20.597   6.175   0.763   1.543   8.111   0.706   0.530  22.814   0.664  -1.162   0.890 0 1
  2965  454.56 2803.75  -0.06  -0.11  20.357  0.017  20.809  20.142  20.689   5.732   0.876  11.581   7.205   0.847  10.593  19.835   0.818   8.969   0.732 1061866239428120 1
  2121 1455.56 3562.94  -0.17  -0.27  22.556  0.021  22.556  22.014  26.332   5.602   0.647  44.136   6.524   0.545  44.892  16.422   0.465  45.818   0.000 1061866239428533 1
  2121 1455.56 3562.94  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2121 1455.56 3562.94  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2339  424.07  695.21   0.42  -0.05  21.427  0.018  22.092  21.274  21.859   6.818   0.738 -26.717   8.979   0.667 -21.775  29.784   0.622 -21.281   0.860 1061866239426923 1
  4813  368.04 3677.97  -0.27  -0.36  22.817  0.025  22.816  22.383  22.808   4.433   0.758  29.767   4.744   0.643  30.020  10.057   0.552  32.853   0.000 0 1
  2321 1653.72 2208.02  -0.95  -1.21  22.261  0.020  22.322  21.560  22.225   5.607   0.782  48.111   6.752   0.759  41.493  20.941   0.733  37.917   0.105 0 1
  1570  990.64 3606.44   0.02  -1.09  21.505  0.018  21.902  21.044  21.748   9.131   0.722  36.613  11.756   0.685  32.535  41.592   0.649  28.562   0.549 0 1
  4669 1101.84   20.85   0.16   0.15     nan    nan     nan     nan     nan   5.512   0.722  35.260     nan     nan     nan     nan     nan     nan     nan 0 1
  4595 1728.58 4116.63  -0.25  -0.25     nan    nan     nan     nan     nan   3.244   0.936  39.668     nan     nan     nan     nan     nan     nan     nan 0 1
  2318   29.50 1538.71   0.50   0.29  21.566  0.018  21.977  21.213     nan   6.014   0.909 -28.487   7.406   0.891 -27.973  22.591   0.891 -25.275   0.614 1061866239427399 1
  3655  841.00 1773.96  -0.23  -0.21  21.213  0.018  21.636  21.062  21.520   5.252   0.785  27.915   6.304   0.699  26.511  15.645   0.639  26.210   0.776 1061866239427552 1
  4075  924.68 3351.98  -0.07  -0.10  20.017  0.017  20.174  19.884  20.068   3.502   0.890  25.256   3.459   0.829  17.429   5.319   0.810  14.274   0.554 1061866239428409 1
   520  988.52 1981.45   0.30   0.86  22.555  0.022  23.218  22.556  22.645   4.245   0.872  41.488   4.619   0.991  84.927  12.473   0.926 -52.430   1.000 0 1
   520  988.52 1981.45  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2973 1514.65 2413.38  -0.00  -0.12  20.122  0.017  20.528  19.989  20.376   4.753   0.905  21.104   5.794   0.870  17.995  13.415   0.838  15.135   0.785 0 1
  3439 1182.22 2757.13   0.08  -0.10  20.280  0.017  20.804  20.065  20.675   6.677   0.748  33.889   8.723   0.700  32.313  26.320   0.669  31.536   0.766 0 1
   351  626.55 3546.47  -0.06  -0.13  20.074  0.017  20.074  19.607  20.048   5.471   0.686   0.815   6.415   0.589  -0.225  14.318   0.526  -0.855   0.000 1061866239428544 1
  4557 1903.08 1234.99  -0.06  -0.16     nan    nan     nan     nan     nan   0.289   1.000   0.000     nan     nan     nan     nan     nan     nan     nan 0 1
  4557 1903.08 1234.99  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2585 1083.86 4009.87  -1.49  -0.02  22.366  0.020  22.893  22.078  22.644   9.974   0.404  45.825  12.333   0.350  44.356  40.835   0.325  44.777   0.720 0 1
  1377  441.19 1111.46  -1.17   0.28  22.823  0.023  23.265  22.513  22.842   6.004   0.614  44.574   7.268   0.522  46.048  22.208   0.493  49.456   0.663 1061866239427172 1
  2097 1792.33   76.45  -0.33  -0.45  21.554  0.018  21.555  20.777  21.517   6.366   0.790  40.401   7.792   0.752  42.182  24.933   0.721  43.473   0.000 0 1
    21 1742.29 1634.43   0.10  -0.12  21.758  0.019  22.186  21.758  22.036   4.182   0.773   1.935   6.358   0.487 -11.055  13.067   0.392 -12.630   1.000 0 1
   850  850.52 3484.92   0.17   0.86  23.737  0.045  23.737  23.260  23.766   4.216   0.786  60.382   4.348   0.676  64.099   9.854   0.561  67.912   0.000 0 1
  3698  696.41 2471.92  -1.70   0.44     nan    nan     nan     nan     nan   6.885   0.840 -79.505     nan     nan     nan     nan     nan     nan     nan 0 1
  4189  868.07 2666.97   0.07  -0.12  20.624  0.018  21.019  20.424  20.848   5.053   0.866  42.496   6.197   0.826  43.392  15.305   0.823  42.531   0.710 0 1
  4189  868.07 2666.97  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   980   41.68  820.27   0.32  -0.27  20.013  0.017  20.492  19.828  20.348   6.288   0.758  10.584   8.146   0.715  10.622  22.416   0.685   8.885   0.767 0 1
   980   41.68  820.27  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   262 1426.21 2190.78  -0.02  -0.15  21.216  0.018  21.392  21.113  21.285   3.381   0.879  31.334   3.238   0.814  25.249   4.922   0.778  22.657   0.646 0 1
   262 1426.21 2190.78  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2422 1119.56 1843.07  -0.03  -0.21  19.807  0.017  20.281  19.456  20.185   7.360   0.838   6.898   9.669   0.821   6.070  32.110   0.805   3.014   0.653 0 1
  4836  802.19  655.90   1.32   2.01     nan    nan     nan     nan     nan   3.376   0.808  63.398     nan     nan     nan     nan     nan     nan     nan 0 1
  1576 1732.31 3382.99  -0.25   0.10  22.222  0.020  22.495  21.964  22.312   4.412   0.828  54.651   4.843   0.795  52.543  10.697   0.829  52.292   0.563 1061866239428432 1
  2800 1884.80 3977.69  -2.25  -0.08  22.647  0.022  23.209  22.502  23.165   6.440   0.642  -5.617   7.491   0.568  -4.315  21.679   0.531  -5.384   0.838 1061866239428813 1
  4195 1564.00  679.70   0.01  -0.14  20.436  0.017  21.104  20.437  20.760   5.456   0.785  39.423   7.074   0.747  38.915  18.654   0.752  37.184   1.000 0 1
  1234 1042.44 2670.30   0.45   0.22  21.812  0.018  22.187  21.426  21.997   6.603   0.706  31.536   8.106   0.664  32.194  24.915   0.647  32.456   0.571 0 1
  2564   59.04 2850.65  -0.04   0.35  20.483  0.018  20.724  19.975  20.657   6.500   0.815   4.458   8.320   0.762   4.871  26.132   0.708   4.332   0.390 0 1
  3686  688.02 2738.31  -0.31  -0.66  22.101  0.019  22.336  21.547  22.304   6.141   0.979  30.727   7.690   0.909  15.702  25.350   0.838  14.483   0.369 0 1
  4702 1793.21 2146.04   0.57   0.49     nan    nan     nan     nan  20.956   6.201   0.727  47.501     nan     nan     nan     nan     nan     nan     nan 1061866239427729 1
  4702 1793.21 2146.04  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   738 1513.69  828.80  -0.01   0.16     nan    nan     nan     nan  22.565   3.840   0.900   6.222     nan     nan     nan     nan     nan     nan     nan 0 1
  4584 1341.91 2034.43  -0.07  -0.21  21.717  0.018  22.228  21.513  21.809   5.601   0.771  20.041   7.000   0.695  19.149  20.603   0.644  15.474   0.771 1061866239427683 1
