# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
    34  662.11 1040.12   0.19  -0.17  22.171  0.020  22.383  21.978  22.239   3.795   0.863  26.755   3.844   0.806  22.100   7.134   0.812  14.318   0.557 1061866239427123 1
  2371 1780.00 3033.01   1.83  -0.20     nan    nan     nan     nan     nan   3.038   0.935 -37.835     nan     nan     nan     nan     nan     nan     nan 1061866239428226 1
    24  135.15 2941.96  -0.07  -0.18  20.601  0.018  21.113  20.464  20.932   5.512   0.810  36.074   6.849   0.779  36.999  18.264   0.754  36.699   0.828 0 1
    24  135.15 2941.96  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  2505   91.53 1147.16   0.83   0.16     nan    nan     nan     nan     nan   2.840   0.939 -43.171     nan     nan     nan     nan     nan     nan     nan 0 1
   472  530.63 2872.57  -0.08  -0.20  20.311  0.017  20.518  19.895  20.449   6.209   0.737  14.533   7.732   0.669  13.441  20.913   0.616  11.663   0.387 0 1
  2327  208.04 1005.52   0.04   0.02  21.068  0.018  21.117  20.828  21.085   3.846   0.825  21.126   3.880   0.736  19.632   6.203   0.693  19.404   0.179 0 1
  2327  208.04 1005.52  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
  4419 1768.29 3640.45  -0.01  -0.19  22.030  0.019  22.096  21.642  21.958   4.453   0.709   0.809   4.925   0.572  -0.832  10.417   0.524  -0.345   0.167 1061866239428598 1
  4621  401.00 2275.62   0.10  -0.53     nan    nan     nan     nan     nan   3.071   0.950  50.859     nan     nan     nan     nan     nan     nan     nan 0 1
  2836  323.28 1436.99   0.04   0.78  23.506  0.038  23.649  23.167     nan   3.757   0.854  33.792   3.941   0.748  30.709   8.616   0.672  29.372   0.338 0 1
   895  180.57 2553.62   0.02   0.51  22.658  0.023  22.888  22.374  22.771   4.120   0.915  45.655   4.481   0.882  60.671  10.151   0.827  69.010   0.497 1061866239427992 1
  2912 1123.24  746.79  -0.63  -0.32     nan    nan     nan     nan     nan   3.222   0.840  32.115     nan     nan     nan     nan     nan     nan     nan 0 1
