# FakeID   FakeX    FakeY    DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  parentID  extended
  3706  728.48  392.40  -0.06  -0.07  20.124  0.018  20.405  20.125  20.236   3.485   0.780  21.483   3.621   0.624  23.011   5.414   0.593  22.805   1.000 1061823289753831 1
  1442   82.19  520.57   0.03  -0.02  20.131  0.018  20.535  20.130  20.320   3.654   0.909  10.345   4.085   0.870  10.553   7.445   0.859   2.414   1.000 1061823289753888 1
  1356 1833.86 1859.99   0.12  -0.53  24.170  0.068  24.307  24.130  24.140   3.388   0.705 -47.553   3.281   0.355 -48.138   4.872   0.135 -48.306   0.779 0 1
  2972 1604.04 3595.60   0.01  -0.04  20.695  0.018  21.262  20.700  21.001   5.055   0.626  38.270   6.455   0.474  38.721  15.682   0.411  35.634   1.000 0 1
  2983 1085.95 1531.70  -0.03  -0.02  20.281  0.018  20.540  20.282  20.333   3.441   0.712  19.041   3.517   0.491  19.821   5.142   0.438  19.725   1.000 1061823289754431 1
   349  488.24 3622.54   0.01  -0.10  20.808  0.018  21.274  20.810  21.012   4.426   0.736  21.004   5.394   0.631  25.813  11.061   0.595  27.430   1.000 0 1
  1217 1635.13 3273.74   0.01  -0.07  21.316  0.019  21.533  21.270  21.363   3.183   0.897   6.026   2.842   0.843   7.464   4.088   0.831   5.604   0.822 1061823289755489 1
  3290 1094.41 3113.77  -0.00  -0.00  20.943  0.018  21.408  20.946  21.142   4.407   0.742  14.687   5.243   0.641  16.147  10.727   0.604  14.402   1.000 0 1
  1214  596.32  122.51  -0.47  -0.28  22.864  0.026  23.353  22.850  23.300   4.914   0.712 -51.685   5.272   0.621 -46.603  11.588   0.576 -42.531   0.976 0 1
  3186  277.20 1058.59  -0.17  -0.41  22.689  0.024  22.941  22.567  22.859   4.062   0.727  24.916   4.358   0.561  25.869   8.232   0.475  25.853   0.702 1061823289754172 1
  2776 1327.55  731.47  -0.02  -0.03  20.128  0.018  20.607  20.129  20.360   4.939   0.646  35.061   6.397   0.507  36.707  13.576   0.463  37.382   1.000 0 1
  4704 1822.09 1607.55  -0.63   0.30  23.570  0.041  23.719  23.504  23.615   3.660   0.627  17.129   3.819   0.307  18.682   5.770   0.188  18.710   0.704 1061823289754488 1
  4839  576.41 1020.70  -0.23   0.16  23.177  0.031  23.216  22.914  23.254   4.322   0.677  14.678   4.387   0.527  14.850   7.531   0.432  14.237   0.140 0 1
  3671 1985.71 2423.96   0.23   0.26  23.066  0.029  23.348  22.948  23.202   4.435   0.633  27.437   4.902   0.460  26.747   9.972   0.350  26.046   0.733 1061823289754993 1
  2417 1346.13 2462.32  -0.04  -0.06  20.572  0.018  20.870  20.574  20.685   3.145   0.955  30.319   2.956   0.926  47.046   4.433   0.930  46.920   1.000 0 1
   760 1084.63 2571.32  -0.02  -0.11  21.176  0.018  21.493  21.147  21.339   3.835   0.818  21.157   3.970   0.737  22.408   6.698   0.715  20.518   0.919 1061823289755068 1
  1866  555.88 1241.46  -0.02  -0.04  20.548  0.018  20.974  20.548  20.767   4.140   0.801  34.539   4.886   0.701  35.496   9.338   0.684  35.309   1.000 1061823289754276 1
  2722 1346.90 3331.30   0.14  -0.16  23.393  0.036  23.598  23.235  23.425   3.621   0.860 -52.183   3.473   0.771 -55.572   6.121   0.736 -60.851   0.586 1061823289755514 1
  4081   70.94 2750.93  -0.06   0.13  21.613  0.019  22.001  21.611  21.801   3.701   0.897  49.024   3.988   0.821  54.989   7.195   0.800  57.751   1.000 0 1
  1725 1875.81  658.85  -0.25  -0.13  22.762  0.025  23.092  22.691  22.633   4.201   0.696   9.863   4.443   0.565  10.474   8.391   0.524  11.318   0.845 0 1
  1725 1875.81  658.85  -1.00  -1.00   0.000  0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000 -1 -1
   793  710.37 2158.94   0.49   0.27  23.814  0.053  23.935  23.815  23.721   2.823   0.693  25.498   2.021   0.202  28.375   2.251   0.189  22.501   1.000 0 1
   933 1467.05 1517.76   0.12  -0.27     nan    nan     nan     nan     nan   3.182   0.724 -17.456     nan     nan     nan     nan     nan     nan     nan 1061823289754427 1
