# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  SdssMiter ExpMiter DevMiter parentID  nChild  extended
1236 27  69973  184.60 3625.20   0.18  -0.19  22.258  0.028  22.272  22.010  22.258   3.996   0.710  78.097   4.020   0.567  81.425   6.316   0.492  83.766   0.057 0 0 0 0 0 1 
1236 27 165541   22.22 2530.40  -0.18   0.01  22.941  0.035  22.942  22.856  22.997   2.892   0.840  45.615   2.165   0.753  44.510   2.060   0.780  36.568   0.016 0 0 0 0 0 1 
1236 27 163993  942.77 3660.62  -0.17  -0.20  22.629  0.030  22.628  22.342  22.910   4.866   0.549 -15.693   5.301   0.327 -16.037   9.290   0.229 -15.510   0.000 0 0 0 0 0 1 
1236 27 141758 1292.34  416.78  -0.02  -0.14  20.945  0.026  21.011  20.740  20.940   3.354   0.960 -37.844   3.127   0.897 -38.642   4.660   0.894 -32.083   0.252 0 0 0 0 2 1 
1236 27  57845   45.05 3845.42   0.20   0.19  22.444  0.029  22.499  22.167  22.420   4.949   0.491   5.417   5.561   0.265   5.178  10.235   0.206   6.898   0.183 0 0 0 1061831879690394 0 1 
1236 27  15875  204.83 3150.43  -0.11   0.26  21.952  0.027  21.995  21.561  21.952   4.352   0.894   9.874   4.569   0.886  -2.132   9.131   0.885 -11.857   0.113 0 0 0 1061831879689987 0 1 
1236 27 137426  307.42 3535.39  -0.07  -0.17     nan    nan     nan     nan     nan   3.123   0.901 -70.689     nan     nan     nan     nan     nan     nan     nan 0 0 0 0 0 1 
1236 27  95792 1430.25 3821.12   0.14   0.10  22.201  0.028  22.238  21.875  22.280   4.008   0.866 -78.638   4.127   0.777 -67.007   7.595   0.708 -62.201   0.112 0 0 0 0 0 1 
1236 27  62487 1753.55  593.19  -0.00   0.18  21.684  0.027  21.874  21.221  21.855   6.593   0.579 -87.045   8.157   0.480 -85.176  22.843   0.435 -84.082   0.348 0 0 0 1061831879688502 0 1 
1236 27 186623 1174.97 2602.38   0.09  -0.25  22.641  0.031  22.712  22.389  22.642   3.905   0.715  74.497   3.879   0.580  76.865   6.349   0.579  78.254   0.237 0 0 0 0 0 1 
1236 27  14245 1211.01 1020.54  -0.08  -0.23  19.946  0.026  20.117  19.252  20.037   7.285   0.892   7.879   9.412   0.880   9.184  33.134   0.863   8.009   0.258 0 0 0 0 2 1 
