# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1640.13   1581.43    -0.38     0.02   24.896   0.129    single  isolate  0 
1640.13   1581.43    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1101.37   3519.15     0.21     0.07   25.051   0.148    single  isolate  0 
 217.78   2472.23     0.44    -0.29   24.882   0.127    single  deblend  0 
 217.78   2472.23    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 217.78   2472.23    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 879.25   3663.97    -1.34     0.30   24.288   0.077    single  deblend  1 
 818.24   2246.35    -0.45     0.83   24.842   0.122    single  isolate  1 
 120.71   3185.01    -0.31    -0.10   25.026   0.145    single  isolate  1 
 561.98   1494.40     0.01     0.91   24.949   0.134    single  isolate  1 
 561.98   1494.40    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 296.27   1872.45     0.01     0.06   24.645   0.103    single  isolate  0 
1925.17    285.35     0.09    -0.01   25.040   0.150    single  isolate  1 
1925.17    285.35    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 430.63   1853.73     0.20    -0.19   25.036   0.145    single  isolate  0 
 430.63   1853.73    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 857.61   1910.59    -1.74    -0.41   25.018   0.142    single  isolate  1 
 861.40   1315.57    -0.01     0.41   24.873   0.126    single  deblend  1 
 861.40   1315.57    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 861.40   1315.57    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1352.07    599.12    -0.59     0.19   24.947   0.136    single  isolate  1 
1352.07    599.12    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1053.37   3296.30    -0.39     0.32   25.112   0.155    single  isolate  1 
 394.14   1624.12    -0.08     0.11   24.864   0.125    single  isolate  0 
 394.14   1624.12    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1090.03    837.17    -0.49    -0.04   24.986   0.140    single  isolate  0 
