# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1525.29   2600.24     0.70    -0.48   24.645   0.106    single  deblend  1 
 879.25   3663.97     0.09    -0.53   24.939   0.139    single  isolate  0 
 818.24   2246.35    -0.22    -0.05   24.565   0.099    single  isolate  1 
 120.71   3185.01     0.47     0.35   25.079   0.157    single  isolate  1 
 120.71   3185.01    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 120.71   3185.01    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 296.27   1872.45     0.68    -0.71   24.990   0.144    single  isolate  1 
1925.17    285.35     0.03     0.59   25.063   0.153    single  deblend  0 
1925.17    285.35    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 430.63   1853.73    -0.58    -0.53   24.897   0.132    single  isolate  1 
 281.34   2190.02    -0.13    -0.46   25.013   0.147    single  isolate  0 
 857.61   1910.59    -0.36    -0.95   25.064   0.153    single  deblend  1 
 861.40   1315.57     0.15    -0.77   24.955   0.139    single  isolate  1 
1141.23   1801.01     0.74     0.02   25.072   0.154    single  deblend  1 
1465.47   3875.69     0.85     1.28   24.801   0.123    single  isolate  1 
1465.47   3875.69    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1465.47   3875.69    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1053.37   3296.30     0.12     0.51   24.992   0.145    single  isolate  1 
1053.37   3296.30    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1053.37   3296.30    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1090.03    837.17     0.24     0.30   25.050   0.151    single  deblend  0 
