# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
2004.15   2751.57     1.33     1.07   24.600   0.102    single  isolate  1 
  57.19    161.76     0.89     0.79   24.992   0.139    single  isolate  1 
1694.76   1725.94    -0.23    -0.14   25.087   0.154    single  deblend  1 
1397.62   3258.72    -0.27     0.07   25.137   0.162    single  isolate  0 
1955.97     68.74     0.70    -0.70   24.964   0.141    single  isolate  1 
1955.97     68.74    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1408.40   1217.83    -0.65     0.57   24.962   0.137    single  isolate  0 
1942.03   1722.83     0.52    -0.18   24.730   0.113    single  deblend  1 
 865.24   2797.12    -0.42    -0.28   24.991   0.140    single  isolate  1 
1782.05   2792.46     0.33    -0.02   25.080   0.155    single  isolate  1 
 361.18    265.41     0.20    -0.13   24.809   0.119    single  isolate  0 
 361.18    265.41    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 191.10   3450.08    -0.31    -0.22   25.106   0.156    single  isolate  1 
1778.54   3596.49    -1.70    -0.04   24.643   0.106    single  isolate  1 
1409.30   2162.54    -0.46     0.00   25.096   0.155    single  isolate  1 
1409.30   2162.54    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1409.30   2162.54    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 417.89   3238.36    -0.39    -0.33   24.942   0.134    single  isolate  0 
 302.12   3902.85     0.20    -0.07   24.951   0.138    single  isolate  1 
 302.12   3902.85    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 302.12   3902.85    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 816.42   3888.02     0.01    -0.44   24.726   0.112  multiple  isolate  1 
 713.70   2789.23    -0.21    -0.49   24.798   0.118    single  isolate  1 
 713.70   2789.23    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 713.70   2789.23    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 713.70   2789.23    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 713.70   2789.23    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 857.05   4142.86     0.09     0.19   25.039   0.149    single  isolate  1 
1815.08   3448.19    -0.47     0.10   24.943   0.138    single  isolate  0 
1382.24   3810.80    -0.27     0.20   25.141   0.164    single  isolate  0 
 553.19   1256.28     0.00    -0.30   24.726   0.110    single  isolate  1 
1271.59   2698.30     0.31    -0.26   25.186   0.168    single  isolate  0 
1271.59   2698.30    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1962.83   3339.10     0.45    -0.04   25.039   0.151    single  isolate  0 
1413.47   2058.81     0.79    -0.03   25.070   0.151    single  isolate  0 
1526.63   2657.32     0.05     0.22   25.036   0.147    single  isolate  0 
 851.10   3947.54    -0.06    -0.38   24.789   0.119    single  isolate  1 
 205.73   1659.96     0.33    -0.11   25.091   0.151    single  isolate  1 
1640.13   1581.43    -0.74     0.55   24.882   0.128    single  isolate  1 
1640.13   1581.43    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1101.37   3519.15     0.32     0.32   25.115   0.159    single  deblend  0 
1101.37   3519.15    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 250.68   3273.76    -0.12    -0.43   24.894   0.128    single  isolate  0 
1525.29   2600.24     0.05     0.16   25.079   0.153    single  isolate  0 
 879.25   3663.97     0.04    -0.03   25.041   0.148    single  isolate  0 
 879.25   3663.97    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 120.71   3185.01     0.33     0.05   25.015   0.143    single  isolate  0 
 561.98   1494.40    -0.03    -0.49   25.148   0.160    single  isolate  1 
1881.08   1513.95    -0.79     0.39   24.956   0.138    single  isolate  1 
 296.27   1872.45     0.64     0.38   24.954   0.134    single  isolate  0 
 296.27   1872.45    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 296.27   1872.45    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 430.63   1853.73     0.05    -0.19   25.189   0.166    single  isolate  0 
 281.34   2190.02     0.02    -0.20   24.980   0.137    single  isolate  0 
 281.34   2190.02    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 861.40   1315.57     0.04     0.19   25.066   0.149    single  isolate  1 
1141.23   1801.01     0.13    -0.17   24.960   0.136    single  isolate  0 
1465.47   3875.69     0.08    -0.01   24.797   0.121    single  deblend  1 
1352.07    599.12    -0.44    -0.25   24.656   0.105    single  isolate  1 
1395.05   2188.98     0.49     0.12   24.883   0.128    single  isolate  0 
1053.37   3296.30    -0.37     0.06   24.836   0.123    single  isolate  0 
 394.14   1624.12     0.37     0.96   24.926   0.131    single  isolate  1 
 394.14   1624.12    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1090.03    837.17    -0.24    -0.10   24.970   0.137    single  isolate  0 
