# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.05     0.08   23.040   0.039    single  isolate  0 
1171.30   1266.32    -0.09     0.09   23.040   0.039    single  deblend  0 
1832.68   3210.27    -0.06     0.06   23.038   0.040    single  isolate  0 
 495.98   3174.41     0.02     0.11   23.064   0.039    single  isolate  0 
 839.22   1590.61    -0.06    -0.00   23.056   0.039    single  isolate  0 
1180.75   3914.05     0.03    -0.03   23.038   0.039    single  isolate  0 
1267.62    325.56    -0.05    -0.01   23.043   0.040  multiple  isolate  0 
1351.36   2079.68     0.03     0.07   23.075   0.040    single  isolate  0 
1817.65   3132.53    -0.06     0.05   23.130   0.041    single  isolate  0 
 720.39   3175.70    -0.00    -0.03   23.009   0.039  multiple  deblend  0 
1526.89   1483.68     0.02     0.03   23.060   0.040    single  isolate  0 
1792.41   2873.81     0.12    -0.00   23.038   0.040    single  deblend  0 
1792.41   2873.81    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 352.20   2717.10     0.00    -0.08   23.039   0.039    single  isolate  0 
 299.89   3708.59     0.24     0.35   22.774   0.036    single  deblend  1 
1832.72   2256.12    -0.02    -0.07   23.004   0.039    single  isolate  0 
1197.13   3671.34     0.09    -0.04   23.034   0.039  multiple  deblend  1 
 718.12   2381.05    -0.04    -0.01   23.050   0.039  multiple  isolate  0 
1915.36    143.70     0.06     0.00   23.029   0.039    single  isolate  0 
1095.51    207.96     0.05     0.03   23.063   0.040    single  isolate  0 
 851.34   2255.34     0.09     0.01   23.000   0.039    single  isolate  0 
 225.78   2225.78    -0.03    -0.05   23.030   0.039    single  isolate  0 
  26.26   3215.00    -0.03    -0.02   22.965   0.038    single  isolate  0 
  26.26   3215.00    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1202.65   1099.39    -0.05    -0.10   23.046   0.039    single  isolate  0 
 314.84   3974.82    -0.02    -0.03   23.027   0.039    single  isolate  0 
1172.18   2558.52    -0.09    -0.01   22.956   0.038    single  isolate  0 
 127.55   2359.98    -0.10    -0.01   23.022   0.039    single  isolate  0 
1006.60   2436.36    -0.07     0.06   23.045   0.039    single  isolate  0 
  59.35    366.20     0.11     0.00   23.032   0.040    single  isolate  0 
 597.78    514.47     0.04    -0.10   23.060   0.040    single  isolate  0 
1843.14    418.08    -0.05     0.01   23.016   0.039  multiple  isolate  0 
 918.97   1960.33     0.04     0.03   23.048   0.039    single  isolate  0 
 227.57    323.79    -0.09     0.00   23.050   0.040    single  isolate  0 
1603.79    938.76    -0.02     0.07   23.027   0.039    single  isolate  0 
1521.32   1254.48     0.12     0.01   23.066   0.040    single  isolate  0 
2004.15   2751.57    -0.03     0.10   23.005   0.039    single  isolate  0 
  57.19    161.76     0.02    -0.03   23.078   0.041    single  isolate  0 
1694.76   1725.94     0.06    -0.04   22.997   0.039    single  isolate  0 
1397.62   3258.72     0.02    -0.07   23.016   0.039    single  isolate  0 
1955.97     68.74    -0.09    -0.04   22.935   0.038    single  deblend  0 
 653.42    608.02    -0.03     0.00   22.989   0.039    single  isolate  0 
1408.40   1217.83     0.21    -0.10   23.016   0.039    single  isolate  0 
1942.03   1722.83    -0.01     0.08   23.003   0.039    single  isolate  0 
 865.24   2797.12     0.07    -0.01   23.062   0.039    single  isolate  0 
1782.05   2792.46    -0.05    -0.09   23.013   0.039    single  isolate  0 
 361.18    265.41     0.05     0.08   23.082   0.040    single  isolate  0 
  98.84   1149.29     0.07     0.00   23.018   0.039    single  isolate  0 
  98.84   1149.29    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1778.54   3596.49     0.08     0.10   23.083   0.040    single  isolate  0 
1409.30   2162.54    -0.02     0.11   23.043   0.039    single  deblend  0 
 649.23    404.14     0.07    -0.00   23.022   0.039    single  isolate  0 
1626.79   2980.32    -0.03    -0.06   23.055   0.040    single  deblend  1 
 417.89   3238.36    -0.03    -0.18   23.052   0.039    single  isolate  0 
 302.12   3902.85    -0.07     0.06   23.021   0.039    single  isolate  0 
1365.46   3798.82    -0.09     0.02   23.025   0.039  multiple  isolate  0 
  75.44   2229.77     0.04     0.01   22.951   0.038    single  deblend  1 
 816.42   3888.02    -0.07    -0.07   23.037   0.039    single  isolate  0 
 713.70   2789.23     0.05     0.01   23.040   0.039    single  isolate  0 
 314.89    996.49     0.19     0.07   23.383   0.046    single  deblend  0 
  20.73    550.17     0.27    -0.17   23.089   0.041  multiple  isolate  0 
 923.02   1489.35    -0.00     0.11   23.049   0.039    single  isolate  0 
 609.49   3755.03    -0.06    -0.00   23.031   0.039    single  isolate  0 
 857.05   4142.86     0.12    -0.06   22.978   0.038    single  isolate  0 
1815.08   3448.19     0.07    -0.04   23.081   0.040    single  isolate  0 
1382.24   3810.80    -0.06    -0.07   23.097   0.040    single  isolate  0 
 553.19   1256.28    -0.12    -0.06   22.992   0.039    single  isolate  0 
1271.59   2698.30    -0.00     0.06   23.020   0.039    single  isolate  0 
 583.07   1864.82     0.19     0.14   22.975   0.038  multiple  isolate  1 
1962.83   3339.10    -0.06    -0.03   23.028   0.040    single  isolate  0 
1413.47   2058.81    -0.07    -0.03   22.995   0.039    single  isolate  0 
1526.63   2657.32     0.05     0.03   23.070   0.040    single  isolate  0 
 851.10   3947.54    -0.04     0.05   23.050   0.039    single  isolate  0 
 205.73   1659.96    -0.09    -0.05   22.980   0.039    single  deblend  0 
1640.13   1581.43     0.01    -0.04   23.067   0.040    single  isolate  0 
 445.03   3784.29     0.04     0.04   22.962   0.038    single  deblend  1 
1101.37   3519.15    -0.02    -0.01   23.040   0.039    single  isolate  0 
 217.78   2472.23     0.09     0.04   22.984   0.038    single  isolate  0 
 250.68   3273.76    -0.04    -0.01   23.009   0.039    single  deblend  0 
1525.29   2600.24     0.06    -0.00   23.041   0.039    single  deblend  0 
 879.25   3663.97     0.02    -0.00   23.075   0.040    single  isolate  0 
 818.24   2246.35    -0.05    -0.06   23.044   0.039    single  isolate  0 
 120.71   3185.01    -0.03    -0.07   23.017   0.039  multiple  isolate  0 
 561.98   1494.40     0.01    -0.04   23.095   0.040    single  isolate  0 
1881.08   1513.95    -0.15     0.01   23.019   0.039    single  isolate  0 
 296.27   1872.45     0.08     0.03   23.016   0.039    single  isolate  0 
1925.17    285.35    -0.16    -0.02   23.024   0.039    single  isolate  0 
 626.98   4150.53     0.06    -0.23   22.983   0.038    single  isolate  1 
 430.63   1853.73    -0.04    -0.06   23.030   0.039    single  isolate  0 
 281.34   2190.02    -0.03     0.05   23.109   0.040    single  isolate  0 
 857.61   1910.59    -0.01    -0.03   23.047   0.039  multiple  isolate  0 
 861.40   1315.57     0.12     0.08   23.036   0.039    single  isolate  0 
1141.23   1801.01     0.02    -0.06   22.993   0.039    single  isolate  0 
1465.47   3875.69    -0.95    -0.14   20.460   0.032    single  isolate  1 
1352.07    599.12     0.02    -0.10   22.978   0.039    single  isolate  0 
1395.05   2188.98    -0.07    -0.08   23.036   0.039    single  deblend  0 
1053.37   3296.30     0.06    -0.05   23.016   0.039    single  isolate  0 
 394.14   1624.12     0.07     0.02   23.021   0.039    single  isolate  0 
1782.00    969.57    -0.04    -0.02   22.928   0.038  multiple  isolate  1 
1090.03    837.17    -0.06    -0.14   22.968   0.038    single  deblend  0 
