# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.02     0.01   22.047   0.028    single  isolate  0 
1171.30   1266.32     0.03    -0.02   22.021   0.028    single  isolate  0 
1832.68   3210.27     0.02     0.04   22.047   0.028    single  deblend  0 
 495.98   3174.41    -0.05     0.04   22.036   0.028  multiple  isolate  0 
 839.22   1590.61    -0.00    -0.05   22.030   0.028    single  isolate  0 
1180.75   3914.05    -0.04    -0.03   22.055   0.028    single  isolate  0 
1267.62    325.56    -0.00    -0.00   22.015   0.028    single  isolate  0 
1351.36   2079.68     0.03     0.00   22.033   0.028    single  isolate  0 
1817.65   3132.53    -0.03    -0.02   22.043   0.028    single  isolate  0 
 720.39   3175.70     0.02    -0.01   22.022   0.028  multiple  deblend  0 
1526.89   1483.68     0.02    -0.00   22.023   0.028    single  isolate  0 
1792.41   2873.81     0.01     0.02   22.041   0.028    single  isolate  0 
1476.85    542.69    -0.04    -0.07   22.014   0.028    single  isolate  0 
 352.20   2717.10    -0.04     0.01   22.039   0.028    single  isolate  0 
 299.89   3708.59    -0.08    -0.01   21.912   0.027    single  isolate  1 
1832.72   2256.12     0.03     0.03   22.011   0.028    single  isolate  0 
1197.13   3671.34    -0.01     0.01   22.020   0.028  multiple  isolate  0 
 718.12   2381.05     0.03    -0.05   22.012   0.027    single  isolate  0 
1915.36    143.70    -0.00    -0.02   22.041   0.028    single  isolate  0 
1095.51    207.96    -0.00    -0.01   22.031   0.028  multiple  isolate  0 
 851.34   2255.34     0.06     0.01   21.992   0.027  multiple  isolate  0 
 225.78   2225.78     0.01    -0.01   22.010   0.027    single  isolate  0 
  26.26   3215.00    -0.02    -0.01   22.001   0.027    single  deblend  0 
1424.21    975.52    -0.04    -0.03   22.029   0.028    single  isolate  0 
1202.65   1099.39     0.00     0.01   22.013   0.028    single  isolate  0 
 314.84   3974.82    -0.02    -0.01   22.044   0.028    single  isolate  0 
1172.18   2558.52     0.00     0.02   21.993   0.027    single  isolate  0 
 127.55   2359.98    -0.04     0.02   22.014   0.027  multiple  deblend  0 
1006.60   2436.36    -0.02     0.02   22.050   0.028    single  isolate  0 
  59.35    366.20    -0.02    -0.00   22.065   0.028    single  isolate  0 
 597.78    514.47     0.08     0.05   22.008   0.028  multiple  deblend  0 
1843.14    418.08    -0.08     0.03   22.028   0.028    single  isolate  0 
 918.97   1960.33     0.03    -0.02   22.003   0.027  multiple  deblend  0 
 227.57    323.79    -0.02     0.01   22.047   0.028    single  isolate  0 
1603.79    938.76    -0.02     0.01   22.021   0.028    single  isolate  0 
1521.32   1254.48     0.02    -0.03   22.029   0.028    single  isolate  0 
2004.15   2751.57    -0.07    -0.01   21.993   0.028    single  isolate  0 
  57.19    161.76     0.03     0.01   21.997   0.028    single  deblend  0 
1694.76   1725.94     0.01     0.00   22.014   0.027    single  deblend  0 
1397.62   3258.72    -0.01    -0.01   22.025   0.028    single  isolate  0 
1955.97     68.74    -0.00    -0.02   22.031   0.028  multiple  deblend  0 
 653.42    608.02    -0.00     0.02   22.033   0.028    single  isolate  0 
1408.40   1217.83     0.02    -0.01   22.032   0.028    single  isolate  0 
1942.03   1722.83    -0.02     0.02   22.053   0.028    single  isolate  0 
 865.24   2797.12    -0.08    -0.04   22.069   0.028    single  deblend  0 
1782.05   2792.46     0.00    -0.02   22.046   0.028    single  isolate  0 
 361.18    265.41     0.03     0.04   22.032   0.028  multiple  deblend  0 
  98.84   1149.29    -0.03    -0.15   21.861   0.027    single  isolate  1 
 191.10   3450.08    -0.08    -0.02   22.464   0.030    single  deblend  0 
1778.54   3596.49     0.01     0.01   22.067   0.028  multiple  deblend  0 
1409.30   2162.54     0.06    -0.01   22.003   0.027    single  isolate  1 
 649.23    404.14    -0.01    -0.01   22.032   0.028    single  isolate  0 
1626.79   2980.32    -0.02    -0.02   22.032   0.028  multiple  deblend  0 
 417.89   3238.36    -0.05    -0.01   22.031   0.028    single  isolate  0 
 302.12   3902.85     0.01    -0.03   22.014   0.028    single  isolate  0 
1365.46   3798.82     0.04     0.01   22.051   0.028    single  isolate  0 
  75.44   2229.77    -0.02     0.01   21.998   0.027    single  isolate  0 
 816.42   3888.02    -0.00    -0.02   22.001   0.028    single  isolate  0 
 713.70   2789.23    -0.03     0.01   22.012   0.027    single  isolate  0 
 314.89    996.49    -0.28    -0.11   22.370   0.030    single  deblend  1 
  20.73    550.17     0.27    -0.17   22.067   0.028    single  isolate  0 
 923.02   1489.35    -0.02     0.02   22.027   0.028  multiple  deblend  0 
 609.49   3755.03    -0.01    -0.04   22.038   0.028    single  isolate  0 
 857.05   4142.86    -0.00     0.02   22.026   0.028  multiple  isolate  0 
1815.08   3448.19     0.02    -0.06   22.030   0.028  multiple  deblend  0 
1382.24   3810.80    -0.01    -0.01   22.027   0.028    single  isolate  0 
 553.19   1256.28    -0.15    -0.67   22.130   0.028    single  deblend  1 
1271.59   2698.30     0.04     0.02   22.022   0.028    single  isolate  0 
 583.07   1864.82     0.16    -0.09   21.974   0.027    single  isolate  1 
 583.07   1864.82    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1413.47   2058.81     0.02    -0.01   22.016   0.027    single  isolate  0 
1526.63   2657.32     0.02    -0.02   22.061   0.028    single  deblend  0 
 851.10   3947.54     0.01     0.01   22.036   0.028    single  isolate  0 
 205.73   1659.96    -0.02     0.04   22.020   0.028    single  isolate  0 
1640.13   1581.43    -0.17     0.08   21.804   0.027  multiple  deblend  1 
 445.03   3784.29    -0.01     0.00   22.055   0.028  multiple  isolate  0 
1101.37   3519.15    -0.13    -0.07   22.805   0.033    single  deblend  0 
 217.78   2472.23     0.02     0.00   22.014   0.027    single  isolate  0 
 250.68   3273.76    -0.01     0.03   21.998   0.027    single  deblend  0 
1525.29   2600.24     0.05    -0.05   22.018   0.028    single  isolate  0 
 879.25   3663.97     0.04    -0.03   22.029   0.028    single  isolate  0 
