# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71    -0.02    -0.01   21.993   0.029  multiple  deblend  0 
1171.30   1266.32    -0.03     0.02   22.027   0.029  multiple  isolate  0 
1832.68   3210.27     0.03    -0.00   22.036   0.029    single  isolate  0 
 495.98   3174.41     0.03     0.02   22.049   0.029    single  deblend  0 
 839.22   1590.61    -0.01    -0.03   22.037   0.029    single  isolate  0 
1180.75   3914.05    -0.01    -0.02   22.025   0.029    single  isolate  0 
1267.62    325.56     0.01     0.02   22.003   0.029    single  deblend  0 
1351.36   2079.68     0.02    -0.02   22.056   0.029    single  isolate  0 
1817.65   3132.53     0.01    -0.01   22.046   0.029    single  isolate  0 
 720.39   3175.70    -0.07    -0.09   22.017   0.029    single  deblend  0 
1526.89   1483.68     0.04     0.03   22.053   0.029  multiple  isolate  0 
1792.41   2873.81    -0.02     0.01   22.022   0.029    single  isolate  0 
1476.85    542.69     0.02     0.01   22.036   0.029    single  isolate  0 
 352.20   2717.10    -0.03    -0.04   22.055   0.029    single  isolate  0 
 299.89   3708.59     0.02    -0.02   22.032   0.029  multiple  isolate  0 
1832.72   2256.12    -0.01     0.01   22.013   0.029    single  isolate  0 
1197.13   3671.34     0.01     0.05   22.052   0.029    single  isolate  0 
 718.12   2381.05    -0.01     0.01   22.052   0.029    single  isolate  0 
1915.36    143.70     0.01    -0.02   22.000   0.028    single  isolate  0 
1095.51    207.96     0.06    -0.02   22.028   0.029    single  isolate  0 
 851.34   2255.34    -0.14    -0.16   22.846   0.035    single  deblend  0 
 225.78   2225.78     0.04     0.01   22.051   0.029    single  isolate  0 
  26.26   3215.00    -0.01     0.01   22.027   0.029  multiple  isolate  0 
1424.21    975.52    -0.01    -0.04   22.030   0.029    single  isolate  0 
1202.65   1099.39    -0.24    -0.18   21.902   0.029    single  isolate  1 
 314.84   3974.82    -0.03     0.02   22.037   0.029    single  isolate  0 
