# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
1258.49    652.71     0.16     0.28   24.997   0.161    single  isolate  1 
1171.30   1266.32     0.79     0.11   25.069   0.172    single  isolate  1 
1171.30   1266.32    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 495.98   3174.41    -0.52     0.36   25.050   0.173    single  deblend  0 
 839.22   1590.61    -0.42    -0.45   24.926   0.152    single  isolate  1 
1180.75   3914.05    -0.68    -0.23   24.889   0.152    single  isolate  0 
1180.75   3914.05    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1180.75   3914.05    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1180.75   3914.05    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 720.39   3175.70    -0.53     0.07   25.005   0.166    single  isolate  0 
1526.89   1483.68     0.02     0.74   24.792   0.135    single  isolate  1 
1526.89   1483.68    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1476.85    542.69     0.75     0.25   24.569   0.111    single  deblend  1 
 352.20   2717.10     0.09    -0.32   24.973   0.160    single  isolate  1 
 299.89   3708.59    -0.02     0.34   24.928   0.156    single  isolate  0 
1832.72   2256.12     0.41    -0.18   24.871   0.145    single  isolate  1 
1197.13   3671.34     0.58     0.54   24.915   0.155    single  deblend  0 
 718.12   2381.05     0.64    -0.51   24.719   0.127    single  isolate  0 
1915.36    143.70    -0.85    -0.45   24.934   0.152    single  isolate  1 
1915.36    143.70    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 851.34   2255.34    -0.50     0.19   24.981   0.161    single  isolate  0 
 225.78   2225.78    -0.70    -0.08   24.906   0.149    single  isolate  1 
 225.78   2225.78    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1424.21    975.52     0.89    -0.05   24.900   0.148    single  isolate  0 
1202.65   1099.39     0.27     0.46   24.872   0.144    single  isolate  1 
1202.65   1099.39    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1172.18   2558.52    -0.46     0.73   25.069   0.174    single  isolate  0 
1172.18   2558.52    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1006.60   2436.36     0.33     0.71   24.847   0.143    single  deblend  0 
1006.60   2436.36    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1006.60   2436.36    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1843.14    418.08     0.26     0.16   25.013   0.163    single  isolate  0 
1843.14    418.08    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1843.14    418.08    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1603.79    938.76    -1.46     0.94   24.922   0.151    single  deblend  1 
1603.79    938.76    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
2004.15   2751.57     0.55    -0.24   24.797   0.136    single  isolate  0 
2004.15   2751.57    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1694.76   1725.94    -0.26    -0.17   24.830   0.140    single  isolate  0 
1694.76   1725.94    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1955.97     68.74     0.16     0.45   24.812   0.136    single  isolate  0 
 653.42    608.02     0.38     0.02   24.943   0.154    single  isolate  1 
 653.42    608.02    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 653.42    608.02    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 865.24   2797.12     0.48    -0.89   24.749   0.132    single  isolate  0 
1782.05   2792.46    -0.89    -0.01   25.009   0.165    single  isolate  0 
1782.05   2792.46    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1782.05   2792.46    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1782.05   2792.46    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1778.54   3596.49    -0.62     1.48   25.077   0.178    single  isolate  1 
1778.54   3596.49    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 649.23    404.14    -0.17    -0.07   24.858   0.143    single  isolate  0 
 649.23    404.14    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 649.23    404.14    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 649.23    404.14    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1365.46   3798.82     0.81     0.61   24.890   0.152    single  isolate  1 
1365.46   3798.82    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 816.42   3888.02     0.15    -0.06   24.986   0.165    single  isolate  0 
 713.70   2789.23     0.17     0.04   24.868   0.146    single  isolate  1 
 314.89    996.49    -0.35     0.36   24.802   0.136    single  isolate  0 
 314.89    996.49    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 923.02   1489.35     0.58    -0.10   24.855   0.143    single  deblend  1 
 609.49   3755.03    -0.43    -0.24   24.762   0.135    single  deblend  0 
 609.49   3755.03    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 609.49   3755.03    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1382.24   3810.80    -0.23     0.11   24.742   0.133    single  isolate  1 
 553.19   1256.28     0.02     0.48   24.911   0.150    single  isolate  0 
 553.19   1256.28    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 583.07   1864.82    -1.59     0.53   24.915   0.151    single  isolate  1 
 583.07   1864.82    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 583.07   1864.82    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 583.07   1864.82    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 851.10   3947.54     0.41    -0.24   25.027   0.172    single  isolate  0 
 205.73   1659.96    -1.05    -1.17   24.533   0.107    single  isolate  1 
 205.73   1659.96    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 445.03   3784.29     0.14    -0.01   24.868   0.148    single  isolate  0 
1101.37   3519.15     0.05     0.07   24.937   0.157    single  isolate  0 
1101.37   3519.15    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1101.37   3519.15    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1101.37   3519.15    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1101.37   3519.15    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 818.24   2246.35     0.30     1.05   25.009   0.168    single  isolate  1 
 120.71   3185.01    -0.16     0.68   24.616   0.117    single  isolate  1 
 561.98   1494.40    -0.61    -0.06   24.940   0.154    single  isolate  1 
 561.98   1494.40    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 296.27   1872.45     0.10    -0.27   24.695   0.124    single  isolate  1 
 296.27   1872.45    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 296.27   1872.45    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 430.63   1853.73     0.06    -0.10   24.903   0.149    single  isolate  0 
 430.63   1853.73    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 430.63   1853.73    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 430.63   1853.73    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 430.63   1853.73    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
