# FakeX    FakeY   DiffX   DiffY   PSFMag   PSFMagErr  Matched   Deblend   Extended 
 314.89    996.49    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 923.02   1489.35     0.09     0.14   24.888   0.124    single  isolate  0 
 609.49   3755.03    -0.70    -0.08   24.761   0.113    single  deblend  0 
 857.05   4142.86    -0.26     0.30   25.032   0.144    single  isolate  0 
1815.08   3448.19    -0.04     0.23   24.740   0.109    single  isolate  0 
1815.08   3448.19    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 553.19   1256.28     0.04    -0.36   24.909   0.126    single  isolate  0 
1271.59   2698.30    -0.32    -0.51   24.987   0.136    single  isolate  0 
 583.07   1864.82    -0.17    -0.82   25.105   0.151    single  isolate  0 
1962.83   3339.10    -0.62     0.20   25.048   0.143    single  isolate  0 
1413.47   2058.81     0.17    -0.12   24.864   0.121    single  isolate  0 
1526.63   2657.32     0.40    -0.97   25.113   0.152    single  isolate  1 
 851.10   3947.54    -0.79    -0.03   24.842   0.121    single  deblend  1 
 205.73   1659.96     0.18    -1.03   25.106   0.150    single  isolate  1 
1640.13   1581.43    -0.17    -0.28   24.975   0.134    single  isolate  0 
1640.13   1581.43    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1640.13   1581.43    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 217.78   2472.23    -0.28    -0.10   24.764   0.112    single  isolate  0 
 250.68   3273.76    -0.56    -0.13   25.004   0.139    single  isolate  0 
1525.29   2600.24     0.69    -0.12   25.075   0.147    single  isolate  0 
 879.25   3663.97     0.66    -0.44   24.718   0.108    single  isolate  1 
 818.24   2246.35    -0.68    -0.44   25.030   0.141    single  deblend  1 
 120.71   3185.01    -0.36    -0.22   25.004   0.140    single  isolate  0 
 561.98   1494.40    -0.20     0.33   24.969   0.133    single  isolate  1 
1881.08   1513.95    -0.19     0.40   25.181   0.160    single  isolate  1 
 296.27   1872.45     0.27     0.87   24.960   0.132    single  isolate  1 
 296.27   1872.45    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 626.98   4150.53    -0.69    -0.05   25.155   0.161    single  isolate  0 
 626.98   4150.53    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 281.34   2190.02     0.39    -0.20   25.116   0.153    single  isolate  0 
 281.34   2190.02    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 861.40   1315.57     0.04     0.09   25.022   0.140    single  isolate  0 
1141.23   1801.01    -0.41    -0.14   25.007   0.138    single  isolate  1 
1141.23   1801.01    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
1352.07    599.12    -0.31    -1.44   24.112   0.063    single  deblend  1 
1395.05   2188.98     0.98    -0.15   24.933   0.129    single  isolate  1 
1395.05   2188.98    -1.00    -1.00    0.000   0.000   nomatch  isolate  -1 
 394.14   1624.12     0.33    -0.05   24.888   0.124    single  deblend  1 
1782.00    969.57    -0.46     0.66   25.096   0.149    single  isolate  1 
1090.03    837.17    -0.13     0.25   24.939   0.129    single  deblend  1 
