# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  SdssMiter ExpMiter DevMiter parentID  nChild  extended
1236 73  23863 1963.14 1744.03  -0.05  -0.04  20.644  0.018  20.781  20.294  20.731   5.340   0.705 -16.178   6.327   0.605 -14.934  14.415   0.534 -14.652   0.316 0 0 0 0 0 1 
1236 73 165137 1535.62 1984.66   0.17   0.02  23.517  0.034  23.517  22.976     nan   4.302   0.911  31.541   4.564   0.820  25.566  11.015   0.749  21.893   0.000 0 0 0 0 0 1 
1236 73  49301   31.72 2284.69   0.28  -0.69  22.758  0.023  22.758  22.284     nan   4.068   0.947  84.861   4.271   0.892 -80.465   9.352   0.816 -72.301   0.001 0 0 0 0 0 1 
1236 73 156740 1722.32 2612.37   0.10   0.01  22.994  0.026  22.994  22.763     nan   3.583   0.822 -33.377   3.465   0.676 -32.880   5.234   0.589 -32.982   0.000 0 0 0 1062029448185343 0 1 
1236 73 140065 1104.11   28.11  -1.00  -1.00  -1.000 -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000  -1.000 -1 -1 -1 -1 -1 -1 
1236 73 188982 2007.21 1442.51  -0.21  -0.51  22.653  0.023  22.783  22.445  22.774   3.736   0.814  56.912   3.744   0.722  53.472   6.430   0.681  52.505   0.412 0 0 0 0 0 1 
1236 73  91053  133.58  482.00   0.16   0.12  22.509  0.021  22.509  22.160  22.487   4.043   0.781  -7.651   4.114   0.661  -9.872   7.417   0.604 -10.039   0.000 0 0 0 0 0 1 
1236 73 144561 1123.22 3862.62   0.38   0.01  21.605  0.018  21.605  20.829  21.603   7.366   0.581   1.439   9.302   0.513   1.001  30.704   0.466   0.547   0.000 0 0 0 0 0 1 
1236 73 100458 1629.79  175.94   0.32  -0.06  22.789  0.023  22.803  22.368  22.787   4.312   0.878  -4.598   4.485   0.814  -8.198   9.115   0.776 -11.302   0.037 0 0 0 1062029448183906 0 1 
1236 73 174368  598.31 3170.53   0.01  -0.01  22.680  0.022  22.680  22.277  23.859   4.283   0.740  39.495   4.528   0.630  40.794   9.058   0.553  41.639   0.000 0 0 0 0 0 1 
1236 73 105519 1488.94  267.71   0.13  -0.41  22.702  0.023  22.702  22.365  22.726   3.532   0.948  50.987   3.251   0.966  60.066   5.635   0.945 -88.296   0.000 0 0 0 1062029448183956 0 1 
1236 73   5957 1634.81 2498.83   0.28   0.04     nan    nan     nan     nan     nan   3.194   0.857 -39.217     nan     nan     nan     nan     nan     nan     nan 0 0 0 0 2 1 
1236 73  14713  673.24  701.05   0.06  -0.44  20.219  0.017  21.193  20.220  20.671   8.445   0.700 -78.171  12.543   0.705 -68.517  48.153   0.678 -65.354   1.000 0 0 0 1062029448184198 0 1 
1236 73  64087  402.35 2462.47  -0.14  -0.21  22.963  0.025  22.963  22.479  22.966   4.050   0.914  37.509   4.341   0.822  44.904   9.992   0.703  50.150   0.000 0 0 0 0 0 1 
1236 73  83561  965.04 3527.04  -0.32  -0.08  22.420  0.020  22.420  21.903  22.405   4.549   0.904  -0.491   4.951   0.862  -4.051  11.640   0.805  -3.493   0.000 0 0 0 1062029448185891 0 1 
