# Visit  CCD  FakeID  FakeX  FakeY   DiffX   DiffY   CmodMag   CmodErr  ExpMag  DevMag  KronMag  SdssR  SdssBa  SdssPa  ExpR  ExpBa  ExpPa  DevR  DevBa  DevPa  fracDev  SdssMiter ExpMiter DevMiter parentID  nChild  extended
1236 58  38878 1540.17 3008.05  -0.04   0.01  21.881  0.021  21.894  21.554  21.875   3.562   0.979 -21.844   3.497   0.945 -29.751   6.034   0.918 -37.537   0.044 0 0 0 1061965023676305 0 1 
1236 58 138900  933.55 1861.70  -0.07  -0.02  22.150  0.022  22.150  21.709     nan   4.026   0.949  25.278   4.152   0.930  17.456   8.471   0.917  15.193   0.000 0 0 0 0 0 1 
1236 58  67627 1429.50 1951.78  -0.01  -0.17  22.333  0.023  22.428  22.098  22.337   3.406   0.950  59.912   3.237   0.937  52.262   5.313   0.951  36.817   0.307 0 0 0 0 0 1 
1236 58 181461 1782.68 4071.28  -0.07  -0.17  23.009  0.027  23.008  22.588     nan   4.089   0.854 -20.392   4.194   0.774 -16.887   8.512   0.715 -13.511   0.000 0 0 0 0 0 1 
1236 58 136054 1495.16 2466.12   0.03  -0.01  20.857  0.021  20.861  20.517  20.836   3.720   0.971  59.541   3.696   0.973  54.145   6.344   0.983  35.144   0.015 0 0 0 0 0 1 
1236 58  46379  136.61 1280.62   0.22  -0.23  21.567  0.021  21.790  21.425  21.720   3.853   0.880 -15.060   4.401   0.724 -16.317   8.143   0.642 -17.444   0.633 0 0 0 0 0 1 
1236 58 184172 1479.60 1345.86  -0.14  -0.21  22.476  0.024  22.632  22.396  22.540   2.969   0.929   7.871   2.484   0.905   4.273   3.394   0.904 -64.748   0.670 0 0 0 0 2 1 
1236 58 128111  430.70 3175.73   0.55  -0.36  22.976  0.027  22.975  22.677     nan   3.712   0.946 -47.771   3.498   0.920 -44.280   5.868   0.856 -50.098   0.000 0 0 0 0 0 1 
1236 58 201000  685.42  466.85  -0.22   0.13     nan    nan     nan     nan     nan  11.169   0.331 -17.171     nan     nan     nan     nan     nan     nan     nan 0 0 0 0 3 1 
1236 58 114097  465.45  600.96   0.22   0.00  22.673  0.024  22.687  22.265  22.650   3.964   0.879  78.850   4.125   0.818  82.641   8.174   0.787  89.707   0.037 0 0 0 1061965023674762 0 1 
1236 58 158600  403.61 1119.32   0.03  -0.06  22.710  0.025  22.710  22.305  23.821   3.982   0.872  74.392   4.043   0.824  71.156   7.876   0.782  69.494   0.000 0 0 0 0 0 1 
1236 58  19851  288.76 2177.34  -0.02  -0.08  19.655  0.020  19.715  19.256  19.690   4.618   0.994  16.135   5.266   0.986   6.964  11.143   0.972  -7.326   0.146 0 0 0 1061965023675750 0 1 
1236 58  47773  774.36 3190.33   0.52   0.29  22.718  0.024  22.735  22.050  22.713   5.764   0.761  59.987   6.547   0.754  58.212  17.954   0.784  54.351   0.034 0 0 0 0 0 1 
1236 58 184255 1185.81 1234.36  -0.11  -0.09  21.820  0.021  21.889  21.468  21.827   3.897   0.968  85.690   3.968   0.968  85.935   7.711   0.965 -70.464   0.185 0 0 0 0 0 1 
1236 58  95536  656.85 1266.85   0.11  -0.14  21.824  0.021  21.890  21.631  21.865   3.114   0.981 -44.400   2.741   0.942 -37.070   4.212   0.828 -20.504   0.265 0 0 0 0 3 1 
1236 58 108555 1098.15  346.54   0.12  -0.15  21.621  0.021  21.621  21.232  21.607   3.813   0.960 -23.541   3.908   0.922 -20.498   7.451   0.877 -17.934   0.000 0 0 0 0 0 1 
